"sample_id","(+/-)-Tryptophan","(N(1) + N(8))-acetylspermidine","1-methyl-4-imidazoleacetate","1,5-Diaminopentane","1H-Indole-3-propanoic acid","2-(1H-indol-3-yl)acetic acid","2-aminoadipate","2-hydroxy-3-methylpentanoate","2,3-Pyridinedicarboxylate","2,5-Dihydroxybenzoate","2,6-Diaminopimelic acid","20.13_butanoic acid","3-Hydroxyanthranilate","3-Phenyllactate","3-Phenylpropionate","39.01_1H-indole","4-(beta-Acetylaminoethyl)imidazole","4-acetamidobutanoate","4-imidazoleacetate","4-Imidazoleacrylic acid","acetyltyrosine","agmatine","Ala","Arg","Asp","citrulline","D-alany-D-alanine","DL-Leucine","DL-Lysine","DL-METHIONINE","DL-Ornithine","Dl-Proline","formylmethionine","Gln","Gly","His","histamine","homovanillate","hydrocinnamate (phenylpropionate)","I(-)","imidazole propionate","indole-3-lactate","L-(-)-Phenylalanine.1","L-serine","L-threonine","L-tyrosine","L-valine","leu-gly","N-Acetyl-L-glutamine","N-epsilon-acetyl-L-lysine","pipecolic acid","pyridoxamine","taurine","tryptamine","xanthurenate"
"9038-E",15668384.54,61.84706846,27659802.58,25760.9999999998,5613488,8856,1029528,41365205,1127720,24401803,875774,471364757,2080.786964,16176154,298744880,84404.47636,957,14553.97794,7600943.915,1523065.825,NA,1466,80982.97074,768273.7187,1388039716,47131.65919,54604.0000000003,138070216.5,189317.0213,243200.4935,1213169.033,758997.7067,13509.0000000002,98032.84479,5146.934002,8633810.923,73060.25645,10448467,353471,100931919.8,NA,994741,104366280.2,12308.61488,22752.38341,20596921.87,2819750158,316410,4772,78198.80441,302532.7973,716,25632.98924,22414,NA
"9037-C",24362458.46,NA,1119244253,7350.99999999997,NA,NA,738246,2354113,878701,NA,NA,NA,1088.903678,NA,NA,92374.41542,2746,3123.454836,901380.5307,2574852.481,NA,202662,119451.4027,36124.04683,1986490359,253013.1497,9616.99999999997,191193736.2,432596.1463,412041.6216,9830431.4,1077640.453,2496.00000000002,53982.53685,6954.579639,8740465.434,566265.1397,1754576,146,178593227.8,NA,NA,121040434.9,13246.89292,42731.05405,26250076.51,191882763.3,9232,670,68896.83798,328755.7552,6,324602.1082,313,384238
"9005-E",23147659.18,138.253048,20213069.26,125561.999999999,36002028,3842,1894270,479856675,1026289,47726601,NA,623948600,1438.855796,40054135,97078075,86684.66109,1127,6957.456628,253757.069,1035531.971,1983069,136928,444676.8475,322673.6531,658585822,715800.0355,203527,792723137.8,31992.7794,224297.6487,497138.7587,13335789.16,10933,90376.52952,44861.83395,2458027.823,167252.9049,11451873,119401,650394802.2,NA,4568471,917975655.2,15365.29014,28256.10674,130943638.8,1629190043,145223,4891,16510.99827,107586.4737,2519,50866.88069,259572,NA
"9004-A",280812816,642880.1327,1043419.138,5814.00000000002,NA,39778,627278,664749337,1711420,48852633,770944,139013095,719.8837766,12221533,NA,65634.7199,3883,5948.15361,498644.8115,146810.7282,885913,998150.999999991,453726.1142,5760336.844,657154988,26964.88709,36853.9999999996,1140788012,2636962.75,1214129.551,677861.7002,14951930.23,10138,3171335.211,127921.7524,81401040.29,22663.80934,6777080,211,985482432.2,NA,5156711,1101685018,229109.8462,319660.2904,195512019.5,814694946.3,35129,1954,16252.05969,15427.38271,770,27802.0937,8345,5376443
"9040-A",196260957.2,367178.9592,5048093.053,310883.999999998,1947929,9215,1782249,35478378,2270843,26626340,NA,220124989,13.58843175,4526667,7350730,46262.66517,10291,2996.249201,130344.4837,111098.1687,875944,244322.000000002,275985.2952,3945622.82,228970664,18939.72603,79628.0000000001,886823094.3,1711800.991,853397.6762,437947.5118,6466355.042,13085,1300192.106,66432.14427,282611354.2,34120.55212,2530034,7971,692343439.5,NA,934177,776349888.1,144253.9422,252908.741,133536030.1,628260975.5,58542,957,16836.91621,8788.318234,2658,38252.28465,323239,15291878
"9040-B",20162949.15,1178.82495,785362639.7,171032.999999999,1622811,68165,2261291,103419235,2111474,11816574,2148404,250729095,3192.689311,9141007,1466647,112820.6447,369,10407.57728,8366097.632,1540013.597,NA,297900.999999998,134695.7278,330343.8025,234096233,308791.3063,45638.0000000004,228592799.7,794640.4612,466061.6702,10037862.2,1866461.471,10364.0000000001,79873.45507,6900.596094,11731736.88,6994.607153,3790450,1290,203235237.2,NA,2238148,161885888.5,13974.46747,36381.3583,35488448.64,171635943.2,34755,10291,126989.586,135174.9999,867,11758.75584,13529,9986330
"9002-D",977956198.2,50543.08155,278579.8443,17119.9999999999,1276901,4003,3125921,19664723,NA,29017339,NA,200883471,44.18460817,7170922,54600921,72873.777,6748,4487.306601,460137.4819,4354496.917,NA,9259,663724.7431,3174219.168,464489344,351618.0291,18742.0000000002,1395185260,4204983.396,843531.4371,224981852.3,11951264.49,6731.00000000006,718158.1252,130802.881,125975602.6,15313.56315,3224816,68302,1177011979,2624.360215,1377354,1826567009,20726.69143,345784.6333,396231749,1564016235,5698,5949,12576.17254,11563.0092,3914,1311730.041,110,NA
"9040-C",11953571.66,144.6809889,804834330.6,2185,NA,NA,578706,2370648,3101714,NA,NA,NA,1957.192071,3837518,NA,97112.20627,16061,9002.938117,2682351.363,801832.946,NA,76759.9999999993,69025.91842,51656.20231,1422800957,104695.235,21061.0000000001,101566511.5,210090.6096,217964.4544,8892604.686,422056.2558,2291.99999999999,61671.18031,2046.618009,4065224.615,16577.24235,8129967,40,103411065.4,NA,2856503,66798966.1,7907.288619,24258.42148,17723708.32,109743516.8,18559,369,53790.79218,312865.0045,8,40312.92197,NA,2297146
"9040-D",106416304,13022.53172,158993999.3,1457,19197006,14632,1458405,45298218,2808097,43527060,NA,511007151,1047.26009,15521797,247414769,70100.0504,8051,9199.171965,2833686.677,3693131.364,2498940,59971.0000000004,196015.8677,1168254.891,702581754,363241.3018,97382.0000000011,448807415.2,1487447.967,578595.2205,6641137.173,3900298.339,6653.00000000002,337722.3268,31959.87043,32391546.24,94711.89169,17024170,315287,399490760.6,NA,1573888,415184991.8,50974.64738,98960.54721,75274370.75,696996065.9,86894,16061,61335.39304,106012.3443,11171,576742.2339,586,1200451
"9004-B",19451939.67,7271.115842,43032211.97,509475.999999994,NA,57222,1204858,242693478,1268944,13520044,4994289,170537723,1936.870311,11245777,NA,246533.9268,1100,107510.2617,7590570.318,1367847.477,NA,1155054.00000001,103397.4659,1819588.451,305432120,140588.8657,10979,175239213.8,1101698.812,475705.8178,3292773.754,1080314.717,14101.9999999999,127013.3242,5452.900649,26370077.48,26386.80436,3804775,49,132223896.2,NA,2762485,136343291.3,20768.13553,36760.40255,29942610.33,135655861.2,28261,3883,269645.5009,737835.9129,68,18283.35776,14911,3593556
"9038-B",39422856.44,3423.422161,37863952.9,128.000000000001,NA,10,NA,3558421,1024642,NA,NA,NA,NA,NA,NA,80564.37768,1439,114.7427997,221630.4331,2782800.536,NA,4149.99999999997,217108.3093,1137527.108,3415919992,47594.68459,400.999999999998,488820464.7,1337376.057,1085188.673,2740682.855,2691686.894,794.000000000007,238900.7963,7505.436557,23433788.38,588.6462807,2413066,29,396605096.8,NA,NA,366758958.9,25539.70385,55969.33715,62112628.93,320455475.8,9028,1523,9610.888341,317936.5798,2,5895.893722,NA,2230077
"9038-D",18388024.8,273.8222328,28456895.64,2234,2306076,9688,1239253,21712628,1500001,NA,NA,322684440,4592.133511,3141002,17973556,62062.4824,4772,13531.30719,1677696.251,1534714.361,NA,177961.999999999,51904.12645,786228.9192,733630538,80968.78535,86331.0000000003,109659218.1,484154.5165,245136.4361,2278930.87,415180.9405,6101.00000000005,83039.95876,1470.560057,3316779.977,28808.79222,2600767,18432,70869100.08,NA,NA,95620624.29,9531.707035,20110.223,19497904.42,506495378,401023,9222,484602.5076,151751.3836,2186,7567.369181,36503,NA
"9037-A",192011220.7,493871.9323,18897943.35,76098.0000000006,1148624,4205,2398519,21874778,2459404,26204025,NA,407835626,778.6491505,3521007,NA,78201.75522,2054,7919.660877,347802.3651,371937.3554,NA,78371.9999999997,318788.6757,5353639.052,371396454,19187.35643,57433.0000000001,856738993.3,1772141.232,828208.5239,557169.6848,11219894.02,10727.0000000001,1903466.6,75018.22389,273508208.2,144700.2727,3147973,531,765356396.9,NA,6802821,817433674.1,151845.9845,291163.0812,123351970.6,550321092.6,37177,2808,37243.55655,12234.34852,970,157584.8011,254372,6437718
"9037-B",38894322,862,461724820,1007422.99999999,NA,2214,1738170,14384785,2426558,24583273,368557,457971216,851,NA,NA,86233,670,5249,709035,1914292,NA,465929.000000003,180160,205750,253125395,279647,20704.0000000002,283614543,343202,458824,8153777,1484840,7987.99999999991,129587,18043,14538696,295301,NA,538,246510123,NA,491089,199899338,26010,86368,35847503,679359366,32285,2054,40106,169971,683,1636026,1198,2698961
"9037-D",705108160.2,1134836.385,1352073.034,514349.000000005,17617779,1187,457589,107352480,2188689,70020724,957307,798919543,57.74666368,25565881,183671089,61284.95925,4001,3807.080045,1026115.166,97756.70209,NA,24323.9999999998,545217.75,8392284.835,299249268,47341.76482,44930.0000000005,1259737282,4974903.424,1020914.817,2587824.338,10452048.48,4321.99999999998,2268083.161,129196.0857,389019238.3,3246.412438,13779269,222054,1236467624,NA,2404485,1352857940,29294.35751,709640.3504,359364259.1,1326123280,54769,2746,4973.562652,9779.135009,1537,35668.53925,12478,6429541
"9037-E",632918458.3,868539.6282,658665.3465,1411186,15716882,19918,1985989,64514534,3784925,31912078,2545222,819585420,NA,61296937,581236473,62636.75738,1539,4058.202114,1513876.326,125440.4518,NA,56642.0000000002,423884.7905,7190568.012,512033823,22900.30842,98094.9999999992,1125801880,4680426.203,896975.1683,2418634.931,8810734.213,13204.9999999999,2254597.557,100097.7825,332673024.5,3730.678984,24832359,772646,1036369870,NA,4253839,1136591871,375626.3893,711523.5878,314449640.2,1091084447,63763,4001,2436.009988,7328.897089,4173,36642.67091,23763,14360392
"9036-A",287375636.8,646158.5258,8528357.432,595538.999999995,666093,2495,3781238,18188864,4630771,3988724,2064691,171167598,103.4886184,5041246,2010208,59005.10973,7179,5267.180155,471062.6175,116352.449,NA,5950.99999999995,368749.4736,4707096.823,531507903,14178.91703,51645.9999999998,935580460.6,3534318.889,976416.0911,659047.7403,9681682.435,12323.9999999999,1973408.844,85517.7222,219658226.4,81620.30178,2982350,1351,806104017.5,NA,557482,946346858,226459.4574,387776.7348,170634869.3,715109261.7,198296,6003,14834.01951,10502.14215,1116,41618.04553,2782,14649249
"9004-C",25528036.06,240.3298715,30645431.67,3805.99999999999,NA,NA,786880,2654523,2763191,NA,NA,NA,694.6376549,NA,NA,136034.0858,4170,7579.877657,4002725.632,2354848.002,NA,37525.0000000002,175879.3028,776114.7517,1624766642,179422.0602,2818.00000000002,344164602.2,786481.6126,695800.3033,1253666.018,2173567.602,9361.99999999993,202045.7446,10126.53103,7102023.871,224917.1374,1580964,334,352549508,NA,263308,228699678.7,22983.12508,56035.86096,42996113.41,266300235.7,22948,1100,122252.0109,223845.1396,12,8522.223732,376,1242796
"9036-C",13406041.58,629.0341054,367144397.3,51167.0000000001,NA,NA,697590,2208417,1035081,NA,NA,NA,1604.236572,NA,NA,90457.7277,5765,833.1993,3302504.332,577255.4168,NA,1323621.99999999,72798.00866,55702.88051,1786765095,331204.991,16715.0000000001,172279312.2,325280.2083,354180.9892,3462135.281,839844.9341,5051.00000000001,107299.6454,3879.708993,3986287.216,2199.053046,4721897,107,144975295.8,NA,NA,113009520.3,13140.71066,23180.16341,22786946.38,122195173.6,29006,3898,78991.39976,452621.1198,20,8576.078764,50,1056186
"9036-E",23681047.05,442.7975512,147294513.3,381817,1514634,1643,5124725,8082170,NA,10020797,NA,483785324,253.6277113,NA,274758428,80966.09274,2808,8032.011277,36288886.18,2657974.975,NA,72140.9999999995,87400.66981,621942.7908,412990994,87472.13397,71969.9999999995,169223645.9,361185.4785,286155.1149,716632.8051,1568589.306,2550.00000000003,152398.0255,47492.83988,28294268.88,273019.7218,14406890,269448,154486974.8,NA,NA,114482332,20007.16277,38926.94928,20404603,1668855823,117407,11851,114952.2061,87092.39304,2020,1012550.485,438,185210
"9035-A",316950971.1,549388.8428,652305.0845,615961.000000002,2043157,23643,1549168,218420761,4043466,41634377,NA,882119801,1187.099149,51324596,6936480,75197.95911,3740,4311.947316,367369.118,8720534.369,3288073,79441.9999999996,274345.3692,5902585.111,229365413,24718.90017,40834.9999999999,925624610.3,3364629.327,949806.9298,1641330.253,7682739.478,10155.0000000001,1612172.867,70067.80344,333354236.4,98576.41309,48082763,5596,721445719.6,NA,23166580,1021751894,218451.98,432682.0907,213117182.2,777789493.3,32169,1028,12230.23107,8937.022863,2254,106318.8303,44746,6858294
"9035-B",29479012.49,238.4058571,99014727.54,502214.999999999,NA,38657,779062,62971965,3672897,13435221,4493791,592847326,2328.291119,21420191,1288351,188100.8271,570,5675.732422,1627359.775,1937228.833,746594,443726.000000003,184938.8125,159740.2894,250089422,212602.2571,6762,273293213.8,342594.7934,483931.8236,3686242.516,1435503.01,5297.00000000003,113927.3276,11205.07528,8297329.666,679661.6381,23250654,1358,237277201.9,NA,9643188,186560022.5,25930.47097,68000.04254,32062318.41,367572346.4,13044,3740,78666.96191,443719.3082,832,141207.3709,438,2818851
"9035-C",33398005.47,22.42378891,60487628.34,2022.99999999998,NA,NA,NA,21275174,1177512,NA,NA,NA,1554.376277,5677038,NA,142703.9734,4529,1348.485124,406526.9847,1829626.247,NA,240582.999999999,239954.9266,185699.5501,697800182,269048.7734,13430.0000000002,374104505.8,676747.9108,658840.4768,6287909.688,1671680.213,1809.99999999998,121919.1596,11774.5277,7754252.208,284409.0688,6219174,422,322308753.9,NA,NA,247959021.6,31195.56743,61935.52423,45935972.47,325629408.2,10880,570,102722.3577,650490.6732,17,24564.24149,20,749894
"9035-D",9342556.384,194.3604046,282890563.7,308713.000000002,5087619,29823,1099697,28512080,6462726,60389652,15303010,1241204628,743.2408604,17238068,933675910,29546.95232,10354,11770.89987,5703341.325,155238.9084,NA,33594.9999999998,47355.12012,688313.6091,392684882,44189.4646,37045.0000000001,100339428.1,242738.6279,240011.743,8742884.466,379546.6644,6046.99999999998,76839.92716,2029.523023,6821870.855,2224.30051,13375437,1249404,68623113.74,NA,753602,75840143.91,10082.55026,19471.90954,14730160.9,83925593.46,14784,4529,41558.50874,115484.6982,7160,7336.062567,2296,17524610
"9034-A",413906751.5,1454936.464,1006324.725,36054.9999999998,NA,1851,414321,5145829,1638043,NA,NA,NA,NA,3116678,NA,47844.92088,1705,9258.935173,867350.3108,217510.5405,2475321,379029.000000005,390118.6634,8070851.246,431714875,25551.31905,50924,1005584676,4296310.743,1008630.724,1546691.828,10033551.06,2603.00000000003,2468021.2,97512.00627,536148017.1,3687.623484,3845386,16,915632788.9,NA,NA,1000798821,376069.9952,831106.7825,228542188.1,856539880.4,14249,2389,10482.57295,4524.649452,1,48840.69315,167,7083621
"9034-B",5101750.85,396.8236214,173998913.9,333,NA,NA,NA,2487486,1425402,NA,NA,NA,2471.899053,NA,NA,162217.9295,1824,149.8120638,458504.28,393961.1409,NA,7650.00000000004,55827.28723,141483.2265,4147359565,63807.45484,1854.00000000001,96369289.72,180338.0553,142889.498,582240.1273,891965.8684,955.000000000009,39472.8036,1992.143753,2272372.569,2303.360481,2927050,68,73529285.79,NA,NA,56352997.38,7388.945004,13902.20283,10840353.68,78947882.91,3481,1705,14986.55681,9783.26281,NA,1893.160783,NA,5758261
"9034-C",8021116.009,1211.507548,280698079.3,5906.00000000001,NA,NA,274972,2883760,913345,NA,NA,NA,3918.144082,NA,NA,141130.2087,20516,999.4710736,263539.5903,613552.0043,NA,11867.0000000001,84617.95763,42824.11871,4289963338,106892.6611,1316.99999999999,140845096.7,97803.18301,229477.8336,1620572.12,1001450.081,820.000000000006,38923.19127,2479.1957,989404.7779,939.6659142,1643115,51,129891470,NA,NA,83690495.59,7458.428293,23729.96235,17046259.16,132337444.9,5842,1824,34229.39239,8789.54616,NA,2692.138313,86,2729614
"9004-D",25023266.39,1471.455877,7934203.276,13988.9999999999,14632348,3111,2728750,7168400,5507658,35335475,NA,580280766,462.5133193,4876545,737586694,54534.61372,4674,4434.858726,2177139.965,613347.3043,NA,231918.999999998,154341.8656,468346.4514,328723009,74143.61723,28868.0000000003,169341486.7,89191.88814,294155.5438,243178.5747,1098690.632,7463.99999999995,245514.5597,55887.02608,9241186.879,10731.47993,14257707,606414,122673355.2,NA,1051313,122093126.3,17275.94582,39769.3151,23386104.87,1884243906,60142,4170,91765.96016,91617.64365,7002,1318941.622,859,NA
"9034-D",35094904.88,NA,1966138.54,4473.99999999999,1575281,2514,NA,7757880,3666331,2263850,789635,155846519,898.7533114,NA,148580224,54382.42323,26461,23244.06723,3337133.828,937837.8205,NA,40137.9999999998,59674.62667,254764.1486,282598627,131205.0174,10338,85020456.83,404130.5342,144230.4574,4757347.633,322908.3481,25477.9999999998,59033.82989,4632.298768,4420454.356,51628.15719,3578983,153050,54144160.79,NA,668901,68989093.75,7331.288402,30340.60154,16834372.89,964094970.1,52341,20516,271378.46,206672.9986,952,1020415.302,142,NA
"9034-E",17385875.72,26.58198622,5032757.113,8991.00000000007,2816512,1218,311151,11923542,5674116,16619950,NA,266432280,1767.702083,3435914,342752392,92964.58969,1028,15832.52635,15032584.3,1272485.587,NA,7488.99999999998,77808.42721,276228.1866,281205977,84177.76646,3651.99999999999,101226482.2,73375.14262,148367.3561,942291.5384,893829.624,9096.99999999998,44845.28753,57492.40586,8664707.054,101845.9266,5119551,436257,85072234.06,NA,NA,71823405.89,14292.24792,26621.8592,15860379.84,2735854635,24648,26461,53630.63397,124846.7286,4297,1242193.937,151,NA
"9033-A",441300942,1033784.441,5442476.796,68746.0000000005,NA,15977,654763,30443177,1072559,21614683,NA,148327422,NA,4538710,NA,56647.81162,3378,5941.678271,134853.0509,181697.6998,NA,72788.0000000001,298059.4647,8170953.852,376561560,29787.23252,38980.9999999998,841342300.8,4605948.622,713798.4681,687707.2402,7696202.669,8494,2152309.274,82300.64801,375461330.7,23302.32995,3086455,197,772725260.8,NA,3229333,1163728805,258751.5115,486506.315,265914351.9,701532514.4,38493,5511,17060.01558,7642.394872,156,36037.34437,330247,3820183
"9033-B",42373471.7,62190.80116,1150106067,235363,3228506,2262,952579,280963724,1247264,8572708,1170350,262252416,525.9282747,76996209,17280428,98976.22409,2328,558.0924833,4948849.454,1069213.052,NA,205040.999999998,219082.5946,1668971.225,314479133,436897.7455,20918.0000000001,463358232.3,1665161.07,1023319.942,2067067.634,2667405.632,5688.99999999998,201387.9334,14491.2799,9677672.25,3631.078353,27869747,15337,414029247.1,NA,9263851,354944773.9,38837.84716,49904.0735,65134818.99,317686767.5,16937,3378,115457.3384,230403.5267,NA,2344164.898,730,2787577
"9033-C",25376077.76,546.1720129,131152356.4,5521.00000000003,NA,12,623408,1800988,1404684,NA,NA,NA,778.3162223,NA,NA,119266.4091,6041,340.196787,2644206.118,710278.5533,NA,71507.9999999999,130996.867,240471.8554,2339282852,356417.336,23140,275810002.6,874020.4162,592282.6061,6365879.616,1247535.384,1669.00000000001,166170.5135,8542.906909,10330817.45,25934.30692,3965527,0,289282048.6,NA,NA,206317901.1,22801.62634,57421.50334,42859157.85,205884125.7,9804,2328,100295.5843,373061.6538,119,2775680.78,261,617060
"9033-D",526971715.5,1335018.367,845478.7217,568287.000000002,2291752,8127,3576421,47101633,1104952,18408868,NA,430469411,NA,14645112,4339024,51178.10262,9931,5566.620618,1387722.625,683915.3605,NA,72856.0000000006,450229.4135,2176959.485,890486814,63954.63904,58213.0000000004,899596763,3448094.333,625293.9005,185403056.9,8876258.964,18861,1395954.999,78801.19191,45512176.43,1747.047024,17436355,4543,854705995.7,NA,908421,1008372334,19011.68701,43634.34018,280370084.1,1025627080,320975,6041,2197.196113,8674.992119,321,22528.37218,145270,NA
"9033-E",401730501.9,1279972.776,684661.7874,64967.9999999997,17724672,2939,8899688,30768317,1452243,9806494,NA,448041158,NA,13090610,6180799,53666.92581,2389,6945.158138,1190746.159,546584.2465,NA,41664.9999999998,304637.1543,6446145.365,470233267,23236.32557,68406,608786146.2,3828673.463,413689.9852,3563135.562,6466679.04,10714,2247644.489,79359.04364,83189879.37,2652.978157,32407575,5833,488685325.3,NA,1474095,791997712.5,364993.3481,874198.0732,211524178.5,697009162.5,53413,9931,3521.499234,4426.898588,1051,32778.76814,3888,4588219
"9032-A",267834903.9,557855.1378,807177.4194,1348846.00000001,NA,43,1031749,1302657166,1882715,NA,NA,NA,NA,783449931,NA,41866.97533,1931,3262.332091,273170.472,50175.40661,NA,332900.000000002,186104.8459,6204102.53,366459296,35147.51101,46222.9999999996,464222800.8,3493402.01,345400.2655,2029954.779,3596740.975,4134.00000000001,1095710.643,52835.54623,500499348.3,2891.89248,33621388,48,415494700.4,NA,4794938,595668946.3,226590.4282,364158.5609,164090813.7,493794894.6,27186,3468,5645.098208,3832.133906,282,33664.84016,41,5961930
"9032-B",2730508.327,210.1438734,11667934.44,812305.999999993,NA,NA,NA,86476477,3495467,NA,NA,NA,307.2958149,13511421,NA,35733.54008,1488,80.67835141,732978.6625,240582.6327,NA,103747.000000001,15044.61174,13703.28135,2276334336,25772.72048,12365.0000000001,30023882.46,31633.51695,54599.60232,137242.9573,234194.8925,3823.00000000002,10693.47196,812.0635109,1368727.028,5009.238583,3624426,31,27428696.23,NA,NA,18629087.95,1733.528556,4545.443662,4613517.183,25711643.8,16023,1931,3611.306625,101598.1212,NA,7310.261197,115,7301495
"9032-D",27146749.62,13180.12122,311714236.9,23630.0000000001,NA,900,4093403,15331690,NA,3184523,NA,48682351,808.8267034,8182989,1661755,110188.1341,8306,14326.81224,29715323.86,3372682.787,NA,4111,138921.9587,1900256.433,282469409,112414.9671,7528.99999999993,227713230.7,688570.8952,424881.4452,2443057.645,1218447.944,9059.99999999995,167323.0381,12572.648,6667151.691,66485.8963,5711596,1100,203632316.5,NA,745769,156361557.5,31738.76938,55623.04652,30124143.1,608537209.6,43524,900,86365.2868,159280.8435,3926,1694778.616,222,NA
"9032-E",20628261.45,NA,8354025.587,18381.0000000002,1889785,935,2826483,18771740,NA,4330995,NA,226364115,946.8620416,11786107,6825495,87092.19415,5511,8970.19459,1523081.994,1017925.214,NA,25254.0000000003,76919.30834,734145.9553,435061493,158978.7249,19660.0000000002,173313264.9,111560.6384,218356.0907,936834.7138,988862.1364,6459.99999999994,17683.08971,77819.12133,3035063.355,391353.9608,14134117,5760,150422670.7,NA,404770,109799872,17169.96106,33134.29033,19799073.49,3175661129,72891,8306,49172.13373,125241.6187,5313,675447.8601,334,123509
"9031-A",164237229.8,435552.9969,593593.8864,468729.000000001,NA,2349,NA,163741139,1704367,19225822,1348656,114149904,24.09851393,153960354,NA,48075.11774,4760,2212.101823,89715.22347,147200.1021,NA,997730.999999995,190530.6477,3257903.615,173424652,16836.35588,35194.0000000002,526510632.7,1340204.831,567057.8787,498236.0668,5725008.824,5715.99999999997,798867.8632,36193.84159,195519407.3,5005.4031,99941406,775,441911962.5,NA,20377170,517913328.4,129287.8185,283650.1407,93817416.4,355234705.4,12789,1585,7384.068181,5884.998858,421,48647.10305,971,6885878
"9031-B",8808395.236,241.3520056,30473344.33,808345.000000007,NA,NA,904293,7417076,1928610,NA,NA,NA,3457.305276,4637114,NA,156005.4577,1671,523.7587337,67333.4773,885725.782,NA,354783.999999997,58792.85092,55502.2527,188439722,126133.7927,15788.0000000001,128069313.9,180171.7603,241656.8058,1769071.634,765885.8027,12318.0000000001,58489.29479,4553.341961,2584448.283,106.9910952,3582709,327,120211841.8,NA,372010,82227392.92,11073.57836,21549.99711,17099228.51,104828735.5,22562,4760,99695.79545,820027.0291,2,6675.74671,78,1379609
"9031-C",10577974.11,1413.827262,113160353,8553.99999999996,NA,NA,242596,1940575,1113472,NA,NA,NA,3200.400681,NA,NA,158783.3427,6690,14124.14521,424905.6248,1038712.047,NA,104961,66385.76462,32004.00681,575643212,348104.7023,4550.99999999998,128696592.2,115651.2874,247436.0717,2430426.659,800041.4872,6732.00000000006,183223.754,3925.24525,4917820.451,14.12740538,1972944,113,113646529.2,NA,NA,107402046.5,12851.59201,25080.49145,21248280.6,155278249.8,10760,1671,179614.7453,579848.4867,6,7420.147997,163,934238
"9031-D",7072013.331,364.4344032,319603.8145,6894.00000000003,2306365,3502,1197200,8675732,NA,25601621,NA,409901759,NA,4718780,307693949,31855.77846,10748,1615.458634,197649.7952,1103855.047,NA,4751.00000000006,405446.596,764543.8402,187214220,60398.98572,7401.00000000004,821531153,3964412.414,114684.6703,67416354.52,8264119.521,9628.99999999999,146352.2149,62294.21652,262151364.3,68332.73987,2520775,336127,756500343.6,NA,3175003,710528516.1,7435.235389,14847.69363,11277421.75,820668123.4,21087,6690,20279.39931,6546.067016,2036,151413.8994,1072,1440855
"9030-A",169752592.8,486863.5428,8419179.104,25791.0000000002,2699202,7856,1618692,91437934,NA,15987426,748528,177312868,914.2748403,10350905,242937694,44945.75115,1081,6724.999381,319543.1201,307763.1967,NA,148941.000000001,212554.6783,4514107.073,444478465,15820.00232,39033.9999999997,428379907.7,2234274.379,305706.0784,1039489.859,9590013.687,8334.99999999993,1618383.291,64430.97972,55398809.81,38842.45866,11483030,386677,352723738.8,NA,787835,561121539.6,172391.6004,285531.0802,93119633.05,350329409.5,61587,4289,6914.965375,5057.971589,579,79499.24495,37196,13744754
"9030-B",37706884.32,15939.40284,279461275.8,556775,NA,12278,521618,4903444,2099432,NA,NA,NA,2234.255714,3642557,NA,113367.3823,852,13201.30839,5561755.863,3436522.533,2248396,271963.999999999,231518.7867,1077451.78,457857528,688670.4965,59524.0000000006,485940586.3,1671695.317,947850.274,7955655.079,2637687.454,11590.0000000001,249527.3525,15641.01291,10479021.28,74240.39185,4006245,72427,404039880.6,NA,NA,360104711.9,46739.6023,73462.62138,60683161.75,376025003.1,79602,1081,238336.5073,267295.0051,NA,38165.78357,2980,7974399
"9003-A",400007684.9,661155.3383,394131.5657,50357.0000000001,NA,62,723053,64869742,2582013,NA,NA,57264763,NA,48475376,NA,44133.87967,1134,2591.42879,128531.6552,438544.3763,8278272,335096.999999999,303127.8009,7556313.549,710288522,68847.01222,48546.0000000003,890190877.1,5582867.871,514184.3054,3844276.908,4747714.409,10495,1810295.191,61914.62988,900552112.6,5820.309633,10656860,50,392840417.2,3228.150657,2040543,987426482.1,276116.7741,561896.0947,213356521.4,710515240.4,7834,4503,7515.070474,6394.965722,NA,110030.2118,67,15714337
"9030-C",32703657.31,2688.502653,102466561.4,5482.00000000001,NA,NA,719983,3587210,804192,NA,NA,NA,1341.274497,NA,NA,102031.2698,7532,4751.020507,7293674.655,726035.2021,NA,97010.0000000009,147566.5609,71856.42096,1677035198,510769.5759,22374,335408166.4,676663.2026,565525.3849,1534786.301,1880460.891,2160,157190.2266,13234.13517,5075282.334,285412.4963,2662482,181,304017656.8,NA,537582,257094339.7,33051.31702,52542.74863,48591353.96,287101528.3,5173,852,102286.4266,158339.283,24,16649.83484,255,1175923
"9030-D",21151983.03,NA,10202155.42,662609.000000007,6939501,4075,1830789,15186520,1831944,96384388,NA,340059369,3255.662827,5074658,531538147,136622.662,10832,13117.86409,4817998.597,1421460.783,NA,188077.999999999,316014.2908,839541.766,891543043,30882.72616,60254.0000000005,200996006.2,122227.1038,281061.9861,952187.6998,974888.2696,11830,108092.6129,42765.89547,6994951.296,118708.838,5358360,671638,157862905.7,NA,182363,116898935.2,23807.80227,46104.48556,25607500.43,2641965106,148858,7532,53506.51142,79676.20493,146,1384710.185,1720,1244177
