"sample_id","12-keto Lithocholic Acid","12alpha-hydroxy-3-oxo-5beta-cholan-24-oic Acid","3-dehydrochenodeoxycholate","3-dehydrocholate","3-oxo-<U+0394>4-CDCA","3-oxo-<U+0394>4-LCA","3-oxo-<U+0394>4,6-LCA","3-oxoalloLCA","3-oxoLCA","3<U+03B2>-Cholic Acid","7-dhca","7-oxoCDCA","alloCDCA","alloisolithocholic_acid","alloLCA","alpha-muricholate","beta-muricholic acid","CA","CA-3S","CDCA","CDCA-3S","chenodeoxycholate/deoxycholate","DCA-3S","Deoxycholic acid glycine conjugate","GCA","GCDCA","HCA","HDCA","hyodeoxycholate/ursodeoxycholate","isoCDCA","isoDCA","isoLCA","LCA","LCA-3S","Lithocholic acid taurine conjugate","MDCA","T-<U+03B2>MCA","taurochenodeoxycholate","taurocholate","taurodeoxycholate","taurohyodeoxycholate/ tauroursodeoxycholate","taurolithocholate 3-sulfate","TCA-3S","UCA","UDCA-3S","W-muricholic acid","<U+0394>5-3b-ol"
"CE179",1028.277197,173.2304264,8.370553271,0.299740474,NA,1.277653305,1.785105359,NA,139.4699871,NA,NA,NA,NA,26.05258846,9.125894847,NA,NA,18.67151182,NA,32.72770831,1.096132259,3376.397751,4.841989586,10.09094224,5.160239027,11.83167036,0.324264186,12.88847109,NA,26.5497668,174.6217888,202.8478549,1434.067035,2.47859394,NA,NA,NA,1.14583695,1.08605182,0.547768047,NA,NA,NA,1.465006158,1.113850348,NA,1.618299645
"CE180",1052.771995,222.8037428,13.10741428,0.644713483,NA,3.522604912,2.40031884,20.85785261,250.5312355,3.496314579,NA,24.6526167,7.631201784,304.4558878,108.3169336,NA,NA,15.70609643,NA,88.59009314,NA,5637.791979,1.880903943,25.97621143,2.167689311,14.9680094,NA,9.756007753,48.86251647,39.05993436,287.7520411,579.8928335,4691.424688,5.641732388,NA,NA,NA,1.369390017,NA,1.266267259,NA,NA,NA,5.490698829,NA,NA,4.482063842
"CE182",348.7580274,106.8438504,3.629124057,0.518617584,NA,0.779081408,2.011649941,NA,50.62667386,6.772771766,5.61925971,16.36183658,5.192637502,5.464564229,8.452035071,NA,NA,26.81470393,69.70074433,40.49588085,558.3281786,4667.147628,2490.142467,3.2156597,3.154999308,5.166718974,4.215503631,NA,242.5161842,20.12517349,179.6560327,209.7494584,1941.083428,543.9421493,NA,NA,NA,0.889012721,1.216403759,1.801020165,0.272090156,0.82328554,NA,269.4741218,491.407483,NA,3.230897275
"CE183",456.6103838,98.31717086,129.6223589,0.188619191,NA,1.328770649,1.945570926,NA,273.0190913,8.408988562,NA,NA,4.111368047,9.904566063,20.95605699,NA,NA,13.96706118,56.97559115,47.23197916,665.8976093,3800.359545,1589.044987,6.162489527,3.460509725,17.57257647,2.404725299,5.268707075,7.211762881,13.22312219,118.4126615,731.9196223,4954.771402,151.8283295,NA,NA,NA,0.750162627,0.258723859,0.750179489,NA,NA,NA,6.623114476,195.4312231,NA,3.251655775
"CE184",620.5689001,271.493265,7.078779624,0.342563517,NA,0.77393139,2.162042249,NA,226.5781432,15.43970577,NA,5.43448161,12.12512799,38.54600017,28.6706931,NA,NA,11.1269709,NA,27.11592632,0.737100581,11098.58825,4.054683959,10.64765522,1.701515708,6.02434247,NA,5.992783147,5.115313213,50.67995494,469.2806651,1119.101851,7038.969526,7.565123493,NA,NA,NA,0.520945018,0.270179992,0.718840199,NA,NA,NA,5.508898505,0.207538075,NA,3.660848118
"CE185",2894.305189,575.7264865,13.05107834,0.34804201,NA,9.288805913,2.932520872,63.56648279,1234.120881,NA,NA,11.60356631,NA,197.7651623,65.40898696,NA,NA,3.791098952,NA,6.808007922,0.238883135,5496.142597,4.504465728,11.22858939,1.108376385,2.494617622,NA,4.649717514,NA,43.10818579,356.9152697,1116.829687,5620.288587,0.731177253,NA,NA,NA,0.21957889,0.334734855,0.569366684,NA,NA,NA,NA,0.705143045,NA,4.339036638
"CE188",785.4187788,142.3896603,7.270449516,2.175774936,NA,1.089698223,2.157001551,NA,100.8489304,25.93958272,16.66095355,NA,NA,121.6395987,41.89796187,NA,NA,885.3256967,0.182303898,82.03869634,0.220170288,21187.7798,1.808917803,24.42642755,2.840451535,3.893384417,NA,7.025192612,NA,67.47118741,657.0692009,898.3564947,5478.696397,1.067375691,NA,NA,NA,0.202595902,NA,0.781100677,NA,NA,NA,0.57011291,NA,NA,7.973020844
"KWS10452",65.63520689,28.9227349,2.691472775,2.103578218,NA,0.047262811,0.509291486,NA,4.628258673,22.44484228,18.27350777,37.01959351,NA,0.228715433,4.650112799,NA,NA,97.62489075,13.54327188,155.4463184,104.1606222,4258.809836,448.1351944,1.641661264,2.103801138,3.496228394,2.730103301,1.676989878,250.0517633,27.1662352,142.3592087,40.9614758,642.8893755,111.9849249,NA,NA,NA,1.624515826,1.164234854,1.093481094,0.455695339,0.762311259,0.29464519,405.5322775,87.24761802,NA,7.581895494
"KWS10454",757.3823309,206.9539541,4.90207927,NA,NA,3.824526085,2.80584533,NA,244.9090694,127.4150322,2.264311904,7.27567923,2.701526969,14.29930378,NA,NA,NA,11.30306922,59.33426547,28.5366155,850.7133876,9229.357997,2157.82377,3.730333324,2.453751,7.373880557,4.499372289,24.55048538,16.98323923,21.08360911,167.3956228,605.7651467,7403.91481,547.2146265,NA,1.314699391,NA,1.398398482,0.562904423,0.359890976,NA,NA,NA,11.6706692,124.5187252,NA,2.395786245
"KWS10459",128.6860782,28.89407959,4.293824064,2.704249543,NA,0.096515304,1.743767184,NA,22.06462442,42.22189893,10.03032806,28.43735994,NA,8.287698833,NA,NA,NA,235.6522193,2.025226395,408.4309825,17.8207131,5038.277643,46.54551652,2.731336651,5.415334483,4.521953213,2.244337622,6.76697829,40.39626636,59.08978963,158.0299622,245.1894932,2090.673085,75.17941963,NA,NA,NA,5.744259284,3.471513474,5.491715757,NA,1.636760324,0.174657073,16.0492212,1.423108603,NA,2.73760563
"KWS10460",721.5573615,207.0797815,5.305841035,0.470430599,NA,0.006538288,1.130224694,NA,85.30548944,44.57839914,7.511633541,19.61070583,NA,3.944434186,0.285873713,NA,NA,220.0066158,NA,218.4041052,0.384200474,22342.1811,1.088813951,97.84931516,126.5552827,92.73827024,0.760765607,15.55515398,111.3658675,142.3114746,1096.238652,659.9284613,6224.182862,2.200590097,NA,NA,NA,3.024623596,3.554527715,1.687227068,0.22503351,NA,NA,16.23645475,0.37907941,NA,3.663802645
"KWS10461",395.9223939,102.8808305,2.438886695,0.238770371,NA,3.210715349,2.239156817,7.675305821,186.0447175,NA,2.496153318,NA,NA,83.73897032,85.2708206,NA,NA,21.2739966,NA,32.23001819,0.069795187,5902.014256,0.501402008,12.44727217,12.07641288,21.85114953,NA,22.31046523,6.283006774,14.25690327,134.8661993,538.8738464,5115.09617,2.626901007,NA,2.279226201,NA,2.7551238,1.053506021,0.803726453,0.232651935,NA,NA,1.124120888,NA,NA,2.310651601
"KWS10463",1188.844723,288.7845047,NA,0.071757796,NA,23.35961526,2.657816161,15.03021652,1103.262372,NA,2.607518744,3.632710441,1.715762441,20.94976447,NA,NA,NA,5.431822363,0.420546572,6.600616088,NA,1374.017061,0.174438085,6.866160034,3.524523156,6.344736975,NA,9.333649822,NA,7.034406376,40.37251852,242.1844759,1193.885125,0.551999936,NA,0.879442681,NA,2.516751252,1.075252423,1.427071494,NA,NA,NA,NA,NA,NA,2.382265702
"KWS10464",380.6784826,277.5249162,11.37816364,1.660366092,NA,1.034556131,1.922558114,NA,117.9633419,53.76534892,12.27901637,49.95992299,NA,1.125200597,NA,NA,NA,32.31250929,4.934805323,66.53356333,NA,6191.657416,NA,7.499733727,8.567940624,11.84210194,9.904343028,6.036760761,36.13161687,25.64907019,186.6229562,214.8520019,1750.32675,0.218634115,NA,2.294316361,NA,14.35712259,5.257426182,4.814416482,0.375540889,0.50518226,NA,7.258328806,NA,NA,3.502387637
"KWS10465",1218.103609,195.8577545,4.933853549,3.386826263,NA,2.373494196,4.098205011,NA,202.0360076,271.0289207,8.804839178,38.28191389,NA,3.403193133,NA,NA,NA,59.46628203,93.02679043,140.42317,783.2154428,23317.13417,5892.124915,14.2164768,9.923929674,22.60231244,4.318217486,46.36922379,125.4654877,88.60760106,833.8084412,820.3698176,9576.595817,3891.55639,8.559590133,3.333294994,NA,6.425760365,4.968182071,25.48475561,0.318146554,3.437952052,2.429542899,36.44190952,102.9232065,NA,3.856306853
"KWS10466",273.526935,119.6702167,5.343369483,0.562071099,NA,0.648706911,3.146522855,NA,73.71737881,3.196700789,4.117303284,10.6327086,NA,17.72455926,NA,NA,NA,56.02748147,17.41557867,202.3562614,120.2045174,6639.974712,322.4562943,26.04304388,29.62631535,114.868129,0.833972599,45.5827706,9.767493367,46.33839218,226.4794623,328.2890281,2943.057733,188.0750931,NA,2.955735168,NA,6.198500206,2.068492226,1.002317458,0.120247672,NA,NA,1.846733669,25.23035571,NA,1.240251601
"KWS10467",793.8205853,168.2936679,8.792071053,8.578977477,NA,1.076536191,2.283906971,NA,68.20001905,60.84081689,105.4124881,187.3926701,NA,4.922334782,NA,NA,NA,1165.936792,12.64774208,745.2538344,NA,18865.75005,14.96320313,133.8590186,154.2389904,193.4639112,5.20161837,22.10291273,24.50571385,87.92169197,630.6916965,277.7502501,4999.841749,23.98465941,NA,1.681377751,NA,46.35944072,38.35159322,26.34548498,0.512874672,3.11057464,NA,16.08630433,6.035090739,NA,11.32877831
"KWS10468",65.23488251,19.18405455,2.110539696,0.243321774,NA,0.135631339,3.219667674,NA,10.4955081,7.691595763,16.73650356,23.55090083,NA,4.445033777,NA,NA,NA,30.74502537,26.64218397,102.1780279,275.0735139,2095.09843,544.8373242,4.416143072,4.330127036,31.09545861,7.011080615,24.33271839,49.17122861,27.29109892,73.4167977,92.40936937,1075.793257,802.8034796,NA,NA,NA,10.09104835,1.325897156,0.797970138,0.587525629,11.11250353,NA,11.72215514,167.9350513,NA,1.017859171
"KWS10469",681.8089381,159.8130489,7.46416043,2.422625666,NA,0.586207592,1.984687521,NA,58.45662272,89.17337637,41.26405533,87.35807533,8.073475886,2.596070013,NA,NA,NA,152.6171566,28.59157161,189.6083691,448.9509013,11223.88933,3604.957147,33.41670339,11.29123163,32.79995203,1.863516306,3.74240835,358.3451964,45.70902677,327.7466832,293.3412494,2248.97357,1851.844468,NA,5.417816519,NA,3.097647425,1.418583504,2.208925533,0.75126976,2.739204608,NA,229.8241657,227.4930346,NA,5.600653609
"KWS10473",173.0000569,39.76976245,2.067883679,0.242880759,NA,0.323059568,2.396342884,NA,132.5525165,48.04833901,5.790167365,14.50244502,NA,25.36327303,NA,NA,NA,37.50527347,NA,97.84976587,2.084966923,835.2921883,2.871196038,14.1032592,35.68478944,53.90265525,0.35774598,16.65999543,12.29534212,15.63983573,30.27138469,226.5829102,2548.57268,1.976917835,NA,1.803119971,NA,7.457814339,2.760812708,0.752404066,0.79724743,NA,NA,1.588828402,1.184077778,NA,0.76094941
"KWS10476",959.4705367,106.7477324,6.004453543,3.012931934,NA,2.562319331,2.533662699,NA,235.8029948,2.054732433,16.88170967,26.38419684,NA,20.2862503,NA,NA,NA,59.68317059,NA,79.13614289,0.452429248,1456.648278,1.24737019,15.58314355,34.49015772,31.3562539,0.254000001,33.67057779,13.8092267,14.62806201,70.13280337,245.106565,1786.968723,1.83424672,NA,3.568310159,NA,9.73023049,7.358590215,2.5355457,0.602973762,0.24639128,NA,2.972090358,0.402295684,NA,0.838324032
"KWS10477",520.1623382,100.4238306,5.432996789,2.765523121,NA,2.549881841,2.044710526,NA,208.7328214,15.91384707,39.01696525,52.26309495,NA,53.67330645,NA,NA,NA,292.6423405,0.907028472,345.2242478,9.246158252,7754.283207,14.43169046,66.30962652,191.1916311,330.1276852,0.789108006,14.72391415,121.2256206,38.99448187,212.8125048,800.5704303,6199.836496,11.7831343,NA,3.880741197,NA,51.55957912,19.04322308,5.98652374,6.818483276,1.513767121,NA,50.2039645,3.99925168,NA,5.037936652
"KWS10478",160.7724109,84.79358647,1.87298364,0.067826844,NA,1.361681377,0.693732232,NA,125.915161,NA,NA,2.691204107,NA,73.82831698,118.0957756,NA,NA,5.870669178,NA,22.15699463,0.25848276,5522.265144,11.53027387,102.8950939,13.53480588,26.79938178,NA,8.885607081,NA,32.66908193,334.1033309,795.4518133,3300.767606,20.02423358,NA,3.316689156,NA,4.103258863,1.155429133,4.992939137,NA,0.214645071,NA,1.101630943,0.289234179,0.706609126,3.820417174
"KWS10480",488.5392282,71.88519684,3.782696765,0.890586424,NA,3.488090799,2.262591512,10.18040902,259.3690484,0.722062236,5.947506037,10.62888482,NA,115.3642328,88.03464171,NA,NA,36.31724391,0.307959887,66.23430652,1.588781318,1293.241083,2.025815281,15.26884162,37.77810451,73.71443097,0.369762203,22.58523089,28.99508129,11.41213328,53.07794799,315.4625796,2498.795551,6.891341902,NA,2.50110924,NA,4.05475461,1.575982404,0.368157985,0.569444177,0.248379465,NA,10.71003882,1.125700664,NA,2.086844295
"KWS10481",1180.077237,251.2382978,5.430328529,1.098923234,NA,0.716127793,3.471208407,NA,133.9997032,4.376869993,20.66512209,10.89825165,NA,174.2434545,NA,NA,NA,45.5617031,0.309653656,45.02320035,1.970154694,14301.84702,10.2576413,36.07095337,35.99333837,32.23033166,0.153499633,16.09882873,8.796300385,61.79053133,567.0504789,576.2399089,4233.595555,6.96195177,NA,NA,NA,2.508337657,1.998285922,1.65764596,0.313157469,NA,NA,5.435892438,1.162658425,NA,3.731428085
"KWS10486",1060.713694,185.9260319,3.915983873,0.036003763,NA,2.557869264,1.976692524,NA,228.1172602,NA,2.279561854,15.417362,NA,112.0581022,NA,NA,NA,19.84850907,5.411341626,91.42539306,0.570939492,7351.889684,3.46054212,13.92685927,6.981779703,27.34312994,NA,30.42729101,9.367230713,40.90082486,272.6400162,995.9326071,6998.144078,12.44849318,NA,2.304088024,NA,3.089185282,1.528628224,1.160831141,0.250797373,0.440803124,NA,1.672513249,2.063150357,NA,5.211908061
"KWS10538",198.7988258,137.5891632,6.30868304,NA,NA,0.952099168,1.750720374,NA,126.3052624,1.027568044,2.867075797,11.37133366,NA,24.16356604,NA,NA,NA,18.55614713,NA,60.11430339,0.961630892,5258.559999,2.926411578,11.32234495,11.39632952,14.94911689,NA,7.394107833,11.79035871,27.84073828,205.4685859,452.9823624,1919.375633,3.798032628,NA,1.892668033,NA,3.308894836,2.125266494,1.53711399,0.162903969,0.302576475,NA,NA,0.606261929,NA,2.786173202
"KWS10539",98.04740261,58.96607008,4.534359686,0.272824933,NA,0.337423334,2.374759057,NA,53.51671223,13.15345006,6.078188421,42.98385099,NA,12.36711933,NA,NA,NA,50.124242,70.01157936,240.078017,809.360869,8126.549215,665.4989239,2.615845054,8.05961328,29.52456464,9.921672244,6.080925688,182.6073753,37.65061858,197.1053214,473.5213989,4545.049811,350.854182,NA,NA,NA,2.637112374,0.618121475,0.271190678,0.177575115,0.426480419,NA,26.27564473,411.6034505,1.1048996,2.59316414
"KWS10540",NA,NA,21.5797963,73.79318632,NA,1.023269573,1.579530203,NA,NA,244.7628333,703.9498159,187.0000007,NA,0.424042304,2.059084386,NA,NA,1942.038877,73.20566051,257.518344,504.252227,0.753119706,NA,NA,18.17830625,41.26410119,8.023625864,NA,642.9716995,27.00677161,NA,1.3461729,5.394658356,5.246512474,NA,NA,NA,4.898999957,3.531659036,0.056113668,1.407343351,NA,0.12848735,1420.489463,287.5642793,NA,11.58668728
"KWS10543",144.6244356,44.58778827,6.609470067,4.084789928,NA,NA,1.494837388,NA,8.651424139,59.3148053,43.51819104,100.1584041,NA,1.16405106,NA,NA,NA,370.6601405,18.41192513,824.1402475,15.46409454,8413.994472,12.34962219,6.086834273,7.999598426,23.85331508,7.372818567,5.232240272,740.7844543,103.600073,329.4072838,138.5521567,2607.424149,49.82574392,NA,1.96738639,NA,4.057112604,3.916940929,2.224605783,0.174013332,1.9825545,0.107577311,253.1433322,23.46604334,NA,6.334239029
"KWS10545",5.699883706,NA,5.280700339,14.42842455,NA,NA,0.456701787,NA,NA,97.42343249,142.479387,108.8709972,NA,0.027930438,0.519859489,NA,NA,1140.521047,20.74427517,505.9004871,240.9424016,39.77454041,14.3193353,0.571780391,78.73917482,91.95282142,10.16814219,NA,1015.315335,26.7357044,1.546685572,0.25446818,3.438412974,11.08803582,NA,NA,NA,6.33575986,4.808671359,0.047121904,1.903181281,0.184668136,0.661639592,2447.074892,206.1788601,NA,4.697394843
"KWS10546",1124.92749,269.208055,6.353380944,0.492284669,NA,1.476502161,2.724549505,NA,233.8543869,1.022032215,3.195733824,9.879946118,4.427640787,35.9583978,NA,NA,NA,29.43325935,NA,40.66679179,0.731263665,19264.76774,5.699888756,29.12317455,16.39812845,20.37584148,0.084211099,29.0776862,31.59163815,68.79859973,683.2830638,1182.031353,7160.57771,8.015694956,NA,1.497082201,NA,1.920784066,1.818659992,1.903187227,0.143867934,0.210373079,NA,13.15780165,NA,0.514044987,2.641438757
"KWS10547",1040.749457,188.9321681,4.37508774,0.200390501,NA,1.19746454,2.95313703,NA,70.6041504,1.717028608,2.479989071,12.1004812,NA,35.57962941,NA,NA,NA,35.30114396,2.861844265,179.1875078,4.325336925,10934.27792,20.02234713,7.957159424,15.30699892,25.70496365,0.261576191,22.51317141,28.86756964,71.22982838,497.2714065,506.2716478,4403.665734,55.31666138,NA,1.054877158,NA,3.961792591,1.613270987,0.617753803,0.403175725,0.104173614,NA,2.870285143,77.46097198,NA,2.580460302
"KWS10548",141.3608382,119.8716614,NA,0.560397661,NA,2.868384153,2.146478368,NA,221.6512849,32.33637733,9.058490864,9.518166092,12.62234659,8.876308678,NA,NA,NA,60.5217432,1.170074723,36.12078474,3.182547262,3051.86521,5.484277212,19.67718516,76.14161887,60.76648373,0.418214963,19.22820425,35.95202836,11.93369328,95.99405543,266.0331731,1891.106217,2.007561432,NA,2.271129013,NA,24.41199811,16.56203335,5.084968869,5.928141243,0.358530878,0.14228646,16.12242285,2.659923229,NA,13.76889541
"KWS10549",1524.809781,343.1311694,NA,0.100998586,NA,14.61204259,3.327835913,8.856774569,679.2925243,NA,2.607966115,NA,NA,62.77867772,NA,NA,NA,14.72614574,31.19163686,50.85990531,NA,4576.841364,13.88787745,20.83607181,6.113991294,26.7617959,NA,20.76289447,5.284557751,24.15141345,197.2476144,501.612806,3358.962184,18.87498852,NA,NA,NA,3.040547161,0.885546352,1.366207152,0.25462265,NA,NA,1.139867804,8.023937388,NA,5.51088131
"KWS10550",296.1973492,63.83835181,3.710430115,0.976473079,NA,0.585919504,2.110982614,NA,46.49863801,40.93952894,5.695217247,18.25108624,NA,7.034807059,5.564112036,NA,NA,30.690502,14.47415037,75.9936789,77.17506758,2699.491493,487.1552612,21.9386625,9.689844738,40.83304699,2.16747678,NA,40.83538319,15.45856572,103.9071891,146.1038405,1450.461741,28.06991271,NA,NA,NA,8.537171922,2.992664921,2.650520594,0.255896523,1.033214066,NA,9.175861414,16.70754625,NA,3.942195915
"KWS10551",863.7900114,138.9064195,5.011818267,0.306211308,NA,5.766641032,2.10883647,5.983866615,241.424146,NA,3.140317047,6.493402767,NA,60.93498423,17.85915863,NA,NA,26.79130813,NA,56.4192906,0.697265679,6149.881154,7.142747559,11.81392435,3.265431446,10.46022529,NA,14.06818296,NA,46.45592364,402.7060707,831.2226071,4104.911895,5.789972034,NA,NA,NA,2.833713541,1.385781923,1.516925344,0.197845599,NA,NA,NA,0.75315309,NA,5.334055345
"KWS10552",462.1075119,132.5932655,4.775075764,NA,NA,0.810490227,1.390895327,NA,80.58758126,0.513481246,2.31828779,NA,NA,71.56023359,NA,NA,NA,21.51839452,0.258309504,60.17495398,0.52054796,11657.57438,1.809633844,11.27276373,5.06532063,12.07212741,0.192268211,19.76044009,NA,54.40533077,521.0377054,623.5267954,3879.824455,1.762095956,NA,NA,NA,1.210359374,1.809698593,0.833599579,NA,NA,NA,NA,NA,NA,5.946600791
"KWS10555",473.9217852,114.5366064,28.9394191,14.44403447,NA,1.833545877,3.408572691,NA,97.45711223,67.09974513,111.2418923,157.6228015,10.35680145,1.996158469,5.306256094,NA,NA,1353.158029,55.01703625,488.1979194,503.2320597,1956.484032,303.1556954,9.294838442,124.1847808,98.49615948,6.5230798,NA,557.1730769,31.98880391,71.60806205,77.30049526,928.5378327,37.37414553,NA,NA,NA,79.65021096,76.97340065,8.473780122,16.28811435,0.714780175,0.823041078,698.0359609,204.6858976,NA,4.849903888
"KWS10556",18.37162276,5.182889249,16.68631013,22.02629665,NA,0.176891587,1.539359008,NA,NA,153.5638455,392.2174647,163.1292499,12.21906303,0.232060056,0.387304549,NA,NA,3127.648107,39.59412308,1847.355428,412.5607884,708.8741629,210.454233,0.999998529,9.731727712,16.71832439,23.29081797,NA,661.2864855,68.52192329,14.02993532,1.018293849,32.94824259,81.81013355,NA,NA,NA,8.243296893,2.7448895,0.300003573,1.751158943,1.130374512,NA,710.0914468,194.4613899,NA,8.574567227
"KWS10558",785.9465531,234.5508964,4.397555721,0.15393222,NA,2.453021283,1.68402671,NA,227.9391529,NA,NA,NA,NA,19.75621527,16.01087255,NA,NA,14.06447517,14.78955653,15.1813992,65.31947104,6998.850297,NA,6.180986217,2.092537138,4.577751821,NA,12.34337204,NA,26.01125572,247.7363131,513.1806519,4113.719322,3.055954677,NA,NA,NA,0.675685784,0.264498419,0.795680874,NA,NA,NA,0.322694752,4.203000899,NA,1.246591643
"KWS10559",913.7284634,344.1418296,10.57959265,0.755466249,NA,2.726788511,2.4156605,NA,252.0367184,4.368721451,19.02593313,7.896492182,NA,201.3605657,51.95878801,NA,NA,214.3695793,NA,110.3990464,1.112678859,10698.20158,4.894861552,9.894290895,5.083763571,18.83318401,NA,40.07496226,11.47876956,49.62001728,395.9420792,837.2196146,6873.826975,3.483876644,NA,NA,NA,3.479089779,1.207132945,0.611127693,0.452276763,NA,NA,3.733230151,1.19409111,NA,8.198296726
"KWS10560",566.10828,158.6652593,3.778223795,NA,NA,1.226230102,3.40316002,NA,99.44505088,0.930198577,3.401249547,NA,NA,28.36816244,NA,NA,NA,33.91416835,17.07996621,41.61381788,3.589718933,8361.381927,2.763699957,60.33008706,28.34865906,36.334271,NA,8.884502346,15.13105385,25.71913542,244.1676487,413.1137934,3004.136512,4.009734203,NA,2.531087563,NA,5.100574101,3.538285142,4.486835664,1.0271974,0.462956081,NA,10.9737763,NA,NA,1.75698827
"KWS10561",1539.249997,177.2802778,8.105264813,3.693365019,NA,0.638456965,3.371538265,NA,32.96341061,125.8422531,10.52924281,57.4724156,11.90975551,4.860393125,51.78446915,NA,NA,117.9965024,14.33821629,374.8709244,154.0229476,29389.01601,280.108797,6.50672758,5.558515824,13.65041618,10.40044776,9.614995758,1001.926192,211.9156044,1651.405537,540.3337069,11684.49323,346.6362453,NA,NA,NA,1.400301263,0.713332564,0.862807079,0.230980369,NA,NA,508.6540555,103.2013189,NA,2.268388338
"KWS10562",893.2882535,237.7617755,8.597250737,1.076827414,NA,2.28961213,2.218254754,NA,197.0236707,6.221468476,7.254748707,7.223205046,NA,67.58268066,15517.97885,NA,NA,125.8857482,27.30872634,167.8045835,430.2341389,20245.26386,1576.459294,33.36134232,50.70066293,110.5164914,NA,6.261820615,63.62083013,90.08912883,838.2365933,1837.004446,13492.46001,1756.895498,NA,7.503589838,NA,7.257208787,3.761492436,1.2215603,1.035308265,NA,NA,57.39313512,523.620141,5.466206239,5.347759648
"KWS10563",1027.734444,184.6889994,4.440935891,NA,NA,2.055254607,2.459925681,NA,278.0726017,1.861882366,4.435223431,NA,NA,147.427076,NA,NA,NA,45.45355985,NA,55.01666839,0.496229906,9740.718844,1.540842253,21.108212,25.8272677,48.83860375,0.112772922,25.29213726,14.84817384,30.35903541,277.3177084,1040.958722,6489.910542,1.457225391,NA,4.392725043,NA,6.807066832,2.700996647,1.429710352,0.939031302,0.243843901,NA,3.159507667,0.408953173,0.387233425,3.728660065
"KWS10567",458.3414888,97.5985763,10.31112916,2.113755564,NA,0.532442584,3.356898096,NA,30.08259905,140.4103809,37.63687612,138.0118463,NA,0.780358157,21.58931874,NA,NA,365.1744368,25.50020535,1062.58047,396.9345313,21424.23469,1356.659762,15.5058022,7.243370234,24.26603841,8.507387353,18.85486284,1151.498243,156.8539548,923.2865221,315.5564458,7253.76311,2430.025099,NA,NA,NA,7.43206641,1.082494619,2.322805801,0.36307868,6.189802542,NA,164.7698118,121.9992237,NA,9.324235687
"KWS10631",692.9155805,146.3863718,0.357889303,0.200024177,NA,1.910597243,4.05417498,NA,185.1751515,1.005400348,3.469978641,11.24758637,NA,47.04483059,NA,NA,NA,12.77139093,NA,40.70818935,0.640404504,7182.700043,4.469167557,26.62846695,10.51868772,23.74340977,NA,22.53213367,11.68231739,27.93662082,241.9655169,522.3253165,2985.431548,10.17835737,NA,5.056520578,NA,1.218810941,0.58414,0.739641451,NA,0.152462537,NA,1.278774133,NA,NA,2.49432877
"KWS10632",848.1018867,178.0983053,17.32709999,5.353955825,NA,0.325540167,3.542586794,NA,31.33835397,125.6853865,63.23998381,178.1553029,19.07353298,2.61062346,46.02529946,NA,NA,744.8679774,9.810840681,1181.419486,NA,21697.30966,NA,9.175488469,3.524618717,9.521779848,14.4924731,25.55318245,68.99825478,107.6904474,510.3799159,203.3387147,8154.065706,2.491721703,NA,NA,NA,0.901691967,0.399140213,0.786136943,NA,NA,NA,10.40594275,3.153777314,NA,2.53678933
"KWS10633",388.9533625,70.35616865,2.685425844,0.166375174,NA,1.001941549,0.812780677,NA,68.29934121,NA,NA,5.562458798,NA,17.97051212,13.40247116,NA,NA,2.775432731,10.17802806,5.76617666,NA,2864.386083,NA,2.231964523,2.654334383,2.820662947,NA,3.896461989,NA,15.26305163,130.3482258,245.5730296,1572.644823,0.651508938,NA,NA,NA,0.064546473,NA,0.039427847,NA,NA,NA,0.267651104,0.878090305,NA,1.138670231
"KWS10635",1538.596269,233.5726026,7.081164135,0.386906511,NA,4.726696468,3.690991828,NA,117.0099224,62.8148866,NA,17.5952851,NA,5.231451937,82.67008824,NA,NA,53.39250694,217.876699,139.0114431,984.9330212,21908.30541,7550.91592,11.34414015,9.268036231,15.09646385,5.432387354,19.30211349,278.3642834,112.6187784,1023.181344,1106.838822,13724.73824,439.3714365,NA,NA,NA,1.158463901,0.654329985,0.704800544,0.345551243,NA,NA,59.57101777,279.4639434,NA,3.990303553
"KWS10636",200.8815165,132.3368648,2.303921254,NA,NA,0.518111496,2.399173683,8.04770646,112.630408,0.767779349,2.217608492,NA,NA,89.54546806,NA,NA,NA,7.136332836,NA,18.40436057,0.003966106,10787.17249,0.263117619,14.65945299,6.591192209,7.430801666,NA,15.34526761,11.31901523,27.71272625,266.678307,499.4552916,5112.418853,0.268353914,NA,2.28958193,NA,1.937825105,0.831809154,1.32078462,NA,NA,NA,4.098506045,NA,NA,3.809591607
"KWS10637",29.47560265,15.88589185,0.48729408,NA,NA,0.12630266,0.79089792,NA,25.53437965,9.799185969,1.759534475,NA,NA,4.679360054,NA,NA,NA,8.302275982,54.42331339,23.32036441,482.1203108,571.7824808,2213.136086,16.57232255,9.330023859,26.00381155,NA,0.479191774,5.153786611,2.264451522,19.78478802,53.83516095,417.1755171,985.4011512,NA,NA,NA,1.88608366,0.546597957,0.72821535,0.140602292,0.287343898,NA,1.247720022,169.6451475,NA,0.55674442
