"sample_id",".epsilon.-Caprolactam","(+)-.alpha.-Tocopherol","(+/-)-Tryptophan","(2S)-2-hydroxypentanedioic acid","(N(1) + N(8))-acetylspermidine","(S)-3-Hydroxybutyric acid","1-monoheptadecanoyl glyceride NIST","1-monoolein","1-monopalmitin","1-monostearin","1,2-anhydro-myo-inositol NIST","1,3-Dihydroxyacetone","1,3-propanediol","1,6-ANHYDRO-B-GLUCOSE","2-(1H-indol-3-yl)acetic acid","2-deoxypentitol NIST","2-deoxytetronic acid","2-deoxytetronic acid NIST","2-hydroxybutanoic acid","2-Hydroxycaproic acid","2-Hydroxypentanoate","2-hydroxypyrazinyl-2-propenoic acid ethyl ester NIST","2-ketoisocaproic acid","2-monoolein","2-monopalmitin","2-Oxoglutarate","2-Phenylethylamine","2-picolinic acid","2-pyrrolidinone","2,3-butanediol","2,3-dihydroxybutanoic acid NIST","28.55_Phenol","29.90_1-phenylethanone","3-Aminoisobutanoic acid","3-hydroxy-3-methyl-Glutaric acid","3-hydroxypropionic acid","3-Phenyllactate","3,4-Dihydroxybenzeneacetic acid","4-aminobutyric acid","4-hydroxy-benzoate","4-Hydroxymandelate","4-hydroxyphenylacetic acid","4-Imidazoleacrylic acid","4-pyridoxate","5-alpha-cholestanol","5-Aminopentanoate","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","5,6-dihydrouracil","5'-adenylic acid","6-hydroxynicotinate","7-methylguanine","9Z,12Z-Linoleic acid","AA","acetyl-galactosamine","aconitate [cis or trans]","adenine","adenosine","adipate","Ala","ala-ala","allantoate","alloxanoic acid NIST","alpha-D-Glucose","alpha-glycerophosphate","aminomalonate","arabitol/xylitol","arabonate/xylonate","arachidate","Asp","azelaic acid","behenate (22:0)*","benzoate","beta-Ala","beta-gentiobiose","beta-mannosylglycerate","beta-Pseudouridine","CA","caffeine","caprate","CDCA","cellobiose","cerotinic aci","cholesterol","Citramalate","citrate","citrate/isocitrate","conduritol-beta-epoxide","creatinine","Cys","cystine","cytosin","D-(-)-Fructose","D-(-)-Mannitol","D-(-)-Ribose","D-(+)-Maltose","D-(+)-Mannose","D-(+)-Raffinose.1","D-Glucarate","D-Gluconic acid","D-gluconolactone","D-Glucose 6-phosphate","D-lyxose","D-sorbitol","D-threitol","D-trehalose","D-xylose","D-xylulose","D-<U+03B4>-Tocopherol","DHA","digalactosylglycerol*","Digalacturonate","DL-Leucine","DL-Lysine","DL-METHIONINE","DL-methionine-sulfoxide","DL-Ornithine","Dl-Proline","dodecanoate","dodecanol","elaidic acid","erythritol","erythronate/threonate","erythronic acid lactone","erythrose","ethanolamine","Ethanolamine phosphate","FA 18:1","FFA C14:0","FFA C18:0","FFA C19:0","FFA C24:0","fucose","fumarate","fumarate/maleate","galactinol","galacturonate","gamma-tocopherol/beta-tocopherol","Gln","Glutarate","Gly","glycerate","glycolate","guanosine","heptadecanoic acid","hexadecylglycerol NIST","hexaric acid","hexuronic acid1","His","homocystine","homoserine","hydroxycarbamate NIST","hydroxylamine","hydroxyproline","I(-)","indole-3-lactate","inosine","inositol-4-monophosphate","isoheptadecanoic acid NIST","isohexonic acid","L-(-)-Phenylalanine.1","L-lactic acid","L-malic acid","L-serine","L-threonine","L-tyrosine","L-valine","lactitol","lactobionic acid","lyxitol","maleimide","malonate","maltotriose","methyl O-D-galactopyranoside","methyltetrahydrophenanthrenone1 NIST","monomyristin","N-.alpha.-Acetyl-L-ornithine","N-Acetyaspartic acid","n-acetyl-d-hexosamine","N-acetyl-D-mannosamine","N-Acetyl-DL-glutamic acid","N-acetylputrescine","N-methylalanine","niacin","niacinamide","O-acetylserine","orotate","oxalate","palatinitol","palmitic acid","Parabanic acid","pentadecanoic acid","phenylacetic acid","phytol","pipecolinic acid","putrescine","pyrophosphate","pyrrole-2-carboxylic acid","pyruvate","ribonate","sebacic acid, di(2-octyl) ester NIST","shikimate","squalene","stigmasterol","succinate","sulfate","Syringate","tagatose","tartarate","taurine","threonic acid","thymidine","thymine","tyramine","tyrosol","UDP-glucuronate","uracil","urate","urea","uridine","xanthine","xanthosine","xylonolactone NIST","zymosterol"
"WANDRO_29",4401,437169,101058,10568,847,5689,596,160639,47483,8938,3641,19492,68810,2337,3272,622,1019,626,3910,9430,1493,732,623,18646,17248,7778,99227,352,983,250252,127,1206,16474,102,156,51627,19962,253,3997,751,165,6880,512,150,3434,15573,94,137,1055,380,353,787713,638204,9959,269,1906,3835,647,358897,2634,87,15463,179922,1006,212,1270,15483,305614,33233,1234,91871,3226,908,5314,8782,2398,1624,24162,16613,793,75181,1879,2192159,300,2087,359,449,56162,5840,16872,154,8235,3866,27953,86304,6936,60364,460,204,610,144,1233,4602,8223,168236,9497,16991,10729,228176,173897,1490,333859,30204,13270,6979,235243,356804,3327247,953,5773333,671,3849,138,384,74299,303,2283446,4740279,9467148,30249,22596,24568,6323,429,5839,507,35234,80896,357,18959,13933,2622,1066,220199,86239,347,7521,10687,1565,2405,9641,107895,3815,186744,26868,6731,776,78129,328,135254,13400,9665,6353,9462,121325,402107,553,18556,3599,1652,159,777,9874,2838,19289,1676,12680,6012,1693,613,593,25412,17256,5174,244,2814,100,3453,961923,1325,352862,1230,3958,357,319153,8710,719,47814,5640,5233,1815,29073,2492,591352,2430,97058,2537,58,2843,2534,549,4363,1666749,2054,1172,9919,21976,753,1581,3880,370,9994,76498
"WANDRO_30",195,49130,55908,681,491,4485,2618,131374,387013,22219,702,16091,353,758,4737,1793,1280,715,6641,1606,3239,836,839,22349,62048,1830,317,584,3790,12652,207,1136,7490,85,397,3598,2069,390,1173,357,580,4547,528,484,11549,1205,2906,88,537,2994,1697,874248,359131,1024,379,836,7613,1003,92303,1709,401,27368,34529,1642,156,2584,6261,129547,23304,736,73706,7172,144,4808,447,29910,2791,43251,4531,733,163657,2899,2498793,144,3547,154,197,4341,344,3266,352,401,4161,41047,9264,9304,38994,138,970,767,273,1357,9732,7827,1616,3018,2412,1715,89304,1547,1024,19093,26304,1935,3719,4196,2966,390208,1014,6157760,13191,371,216,326,13808,512,6093952,5305921,7984182,13685,18371,3356,5336,131,36403,1486,15798,237,1738,23180,4903,2709,836,155780,275246,339,18404,2424,6156,270,917,153061,17329,38747,1349,4243,736,47122,138,60767,11874,5082,16295,12175,13578,56497,660,11022,89561,1144,390,449,2131,1614,40199,262,2740,1149,82,3573,116,2550,12101,1123,109,1049,805,17640,2823844,1323,131380,1049,460,137,678562,440,179,19019,7923,5001,788,19796,5236,21654,2003503,9272,865,78,598,4643,2016,20139,69026,336,3969,11618,187058,984171,633,1304,1107,22004,57227
"WANDRO_31",6997,139970,26551,176023,687,10715,1602,278215,65805,23870,8791,29893,1862,19300,1405,2059,1429,4492,50080,48884,7069,4023,10455,35392,46977,2684,3784,804,184568,179409,406,5329,4510,2310,643,15049,21051,783,141659,1046,661,22462,2816,1728,25908,3464,2430,870,714,1668,882,99239,405464,85033,1145,5057,6145,2831,1796430,3981,759,2101,168550,31369,840,16179,8740,90099,79201,684,61017,11558,1139,23451,2660,2887,13743,63312,1414,3703,337040,4869,6466955,8805,47291,1605,469,56993,3129,123172,2074,19315,11744,26369,18310,5760,27806,1327,8432,5237,1853,20418,47563,23359,8076,53625,2218,915,33189,2450339,2989,33001,38593,13940,19975,12709,51565,27729,2018,1872057,31776,9568,625,1100,230607,7496,292950,239601,3100517,16194,24187,560507,12317,287,6925,3195,23861,953,876,293838,65703,1004,1205,70082,45644,278,263877,7419,10515,4352,3097,392865,35368,138771,14350,17423,2012,14834,1677,141975,297186,12279,1482258,80765,86925,244682,1784,29020,59824,2573,1719,1124,12847,4334,2807,819,8043,3213,1420,5210,4053,6785,26599,15244,3587,4134,2744,24435,636737,2047,43528,24100,953,505,603649,1799,263,7870,12192,9517,5772,9209,8838,1008984,8537664,72112,40396,780,209,10626,42599,42883,1478672,53508,7132,22345,4080,2052025,1031,6139,3261,6071,24246
"WANDRO_32",711,73760,172889,19016,230,4543,1386,130096,94878,8290,12905,5794,247,45695,454,660,709,919,8396,23698,2162,430,1664,6132,35919,75,14541,384,38778,5708,505,1090,3269,868,305,697,933,136,333264,511,184,645,3260,316,2163,2721,862,1594,1223,168,1097,391201,157094,167120,1808,12047,1208,672,1131596,7870,1382,3335,1035431,2693,895,3720,5559,104247,15506,230,34379,2989,832,6983,230,6106,768,31083,4172,5190,357548,1000,1551453,3384,821,131,182,19668,3234,8491,689,1677,32127,14251,125937,2059267,1266,723,31761,24103,71,651,8765,4070,45969,9704,1388,1016,15124,34465,776,697749,78764,20712,45935,42275,456745,547232,526,581494,19339,9619,126,564,337934,2759,3545175,5103169,5773273,17562,9464,2018037,11298,570,30344,1829,5661,1135,197,117574,73615,1852,1436,206737,31727,268,13258,185049,1141,995,5813,96992,6730,262637,550,10159,4035,86106,869,271709,58467,12241,104117,50796,16267,551339,4023,6379,23770,78,239,6317,41342,1463,16827,970,7220,3341,46877,667,20793,16830,9326,2000,5080,3005,265,11189,888616,1699,188694,694,1078,256,2875277,5296,715,203,5575,3347,3038,14917,3260,2475323,16075,3912,15009,139,5935,4746,1955,8348,2433480,847,4268,18202,19358,410658,1433,14883,2278,10620,47085
"WANDRO_33",647,485836,53268,1471,857,1713,1481,225242,272226,15014,5038,14035,2167,2320,3990,288,1359,1401,10385,8178,13693,412,2144,26427,70807,124,813,360,1313942,2614,231,79,14970,389,185,2561,2863,223,611773,1168,533,3010,2422,687,857,5340,112,7744,834,458,399,397436,1049091,683677,591,19052,1003,754,2935506,14662,4470,954,352817,2662,1622,7185,9432,297451,23761,334,126382,2209,1010,6462,12224,68241,943,20169,103632,3018,17752,2042,707453,1414,252,60,436,1985,16259,69713,867,2997,2978,87383,5355,24520,984,42,1763,8521,79,1161,2729,5461,1539,48760,9295,8317,170607,214500,320,776360,44299,181595,34248,28265,202994,4009606,693,352024,8027,10481,252,451,222938,3367,440556,6015493,3274667,107270,26771,712955,2485,394,4143,582,24664,1346,199,326096,20450,70,411,184730,77778,175,23154,200948,5749,1246,1735,68053,97706,1374563,198,3050,7388,154645,2107,1069777,17546,4342,205016,178288,3071556,608983,391,6790,7085,2212,112,235,13120,2031,43532,866,20299,3943,18955,858,7628,85339,13844,1315,24965,768,48,2615,1968189,4410,487489,2398,2967,143,714301,1579,1638,1375,8204,2609,645,14785,681,841944,143,64414,11467,83,1576,4476,11420,37705,78332,685,3663,114781,36214,122756,1091,37866,548,385,21654
"WANDRO_34",3787,105533,34824,2827,4649,3438,734,42023,89196,7751,1691,10405,238,1398,625,567,700,329,1377,13223,576,585,2082,5356,18222,174,425148,203,1079,64198,98,995,21566,31,69,1103,10142,151,3542,228,168,180,868,105,2998,3681,101,733,663,210,653,470360,1085801,1561,2498,599,700,622,131182,4055,119,253692,84015,470,387,481,23434,405144,26731,576,129370,1807,493,11799,9182,10123,1372,9284,8018,510,23797,2419,1712735,90,1654,146,259,25395,1968,6121,99,1626,1092,22598,23995,2436,16295,638,514,184,280,4079,11452,6776,48647,48109,16128,5474,289078,8110,1497,459478,16639,12457,13771,22659,341807,796460,530,4004721,170,3409,313,225,186460,143,1421189,4686836,8975859,37390,23915,7339,3131,399,5311,645,18128,25666,185,20196,11512,1998,217,280960,68494,253,5709,53925,8642,596,7552,65044,7880,199914,2683,2458,8511,142061,548,92243,2461,3913,6552,4943,58312,603686,415,11243,461,1936,139,564,8284,3087,5194,2971,3635,1137,424,482,7766,30455,5957,967,727,842,185,2487,2857530,1356,370832,303,3371,488,3801710,6075,788,371,29922,3538,841,11774,1308,62510,287,46544,18327,201,1189,8621,552,1941,3638360,3256,5355,3299,19035,208884,808,1052,207,5214,28927
"WANDRO_36",4417,52000,138447,3354,11577,3698,1295,141444,186893,16388,1161,3972,248,68130,756,1125,866,1160,4816,9502,2462,706,1817,18002,36088,129,199018,274,702,19125,178,972,9594,59,289,668,5300,477,33194,185,185,2653,778,173,1815,1780,427,173,535,108,917,523728,487263,1296,497,727,1235,559,240899,1811,154,124107,54651,1849,1468,5234,9912,348697,17989,276,100518,3154,551,7623,281,13417,1223,9279,2522,676,36160,3962,1840867,184,6571,456,142,60418,23495,29128,95,930,46683,9115,14697,3207,5204,26971,50267,6398,72,1285,26816,5830,30535,15849,4514,1424,227876,7369,1025,157449,67738,3255,14968,62101,219091,200664,702,4483199,3265,4554,223,1570,99289,100,4407151,3839641,7776312,32449,32442,8491298,1563,329,3351,2527,11627,26890,129,171248,4616,1793,336,333895,50446,1515,67479,88363,3113,385,3729,75973,20770,91898,17189,2224,4146,97485,31511,58737,4875,1210,13679,147137,41763,271008,591,7726,12226,2136,111,5583,2314,1252,6117,1043,10080,948,417,914,48854,10628,1125,1616,164,7462,402,2029,217,781,195725,396,684,633,754648,1729,251,1076,10731,3619,1464,6997,1295,51205,1241,45733,2297,185,8061,13663,251,1280,1059759,1465,111515,1452,32543,343180,1675,6797,203,7340,26555
"WANDRO_37",4014,23974,57584,2170,630,2600,2213,325118,510682,33524,1091,2432,172,46105,725,1106,906,1548,2718,7718,1976,581,1386,31854,67581,110,297048,176,474,14769,174,608,11403,25,451,618,4760,141,51329,244,223,2287,296,212,4088,1091,569,67,382,63,492,474872,1020523,104597,1363,603,1156,444,205465,1849,84,187048,43905,1202,1490,4259,7240,559890,25416,338,130798,1966,298,10381,411,15841,1394,9086,3447,544,44813,4800,1114805,148,7968,359,134,47617,9277,25626,107,545,67143,14345,24322,6194,4589,17463,38844,5921,142,5222,16445,4713,47804,13245,6255,1354,404087,7183,608,141489,92122,1729,17453,82175,163358,860885,544,3308780,2644,4015,199,731,82355,67,1546372,4386872,7737974,41961,51350,6026117,1242,167,3327,3238,10835,43308,161,138321,4345,1679,339,289421,83479,193,43402,89895,3005,298,1921,23135,18446,76746,7637,3007,7144,119144,15052,52081,4009,1664,16989,93610,37704,206517,749,13612,11571,632,116,4773,4471,2135,12286,1373,15939,1016,276,1020,36921,10666,3057,1907,110,4993,471,2536,2478945,818,366982,411,663,479,2075643,1409,129,649,8591,2668,1205,9351,1981,47425,3385,40632,8131,122,7490,13218,482,1499,2007058,1175,3331,3740,18771,300221,1446,2967,326,7953,28883
"WANDRO_38",36848,18610,37404,4948,1643,7058,491,80544,5736,9622,9462,18741,1176,1830,1244,3242,2078,15905,58940,6037,8402,2452,29462,16296,3502,22863,1594,4591,1101,22477,4205,3964,3344,245,2151,3371,10072,892,15754,2387,600,1769,4241,1123,31581,2812,8344,911,535,333,4793,11260,117764,3514,629,3247,413,5622,292157,9892,270,1813,238522,23864,1150,13319,4912,136539,194867,566,36208,25072,6061,8409,7512,39759,4426,84197,2440,1701,22151,1572,8307205,595,36311,804,506,72344,48064,40029,2712,6847,23252,27265,2304,38838,447,415209,2500847,243640,209,38909,10417,15676,2622,65913,23133,875,40729,1816667,3889,56588,175732,85488,35351,14310,194086,15859,1937,2091211,64251,22564,588,1288,198199,1397,115623,54162,3679177,37183,10655,108232,27583,182,8492,35227,4457,2348,440,215202,51272,8251,656,58180,36568,3169,178247,23794,8305,2430,1303,224117,58194,325973,2012,6698,1074,7418,486187,228492,152028,28392,182226,71496,492569,220935,523,4591,47646,3461,515,523,11372,4200,323,894,8346,8091,1044252,5118,904,16797,23225,8013,1927,2554,3016,15934,345648,4343,14996,2977,1786,1361,413223,1483,775,28159,6212,8477,7855,11953,10337,203378,7166499,226676,4367,2729,5498,11068,37783,38350,163820,3801,8317,26494,120666,3867083,454,39995,1067,41074,27695
"WANDRO_39",48172,9861,83924,5111,2016,5312,602,14901,10100,12293,6559,48364,1368,2236,2109,5743,5681,29172,37467,6456,14643,3247,2475,8435,23946,22132,3132,4397,3867,14237,5418,8227,3799,183,3969,4233,9300,778,15381,2552,955,1520,3948,1188,14181,5213,11303,1045,546,313,7827,32099,161287,2568,657,2453,1194,4397,665149,14560,7725,4614,393055,25255,1597,15676,6317,68906,131700,614,42085,18665,4214,10441,7393,64781,3058,66341,2106,2717,40826,1219,6522086,682,51006,1154,385,103684,208101,61749,6466,1687,42618,9759,2450,48972,453,554584,5469578,455492,189,20021,9762,18423,4983,39777,22452,2217,21397,3310536,5870,90545,310796,165960,30372,46876,859280,4546,2155,261796,69160,30204,412,2397,278092,2118,112147,64592,2607544,18644,5424,102227,33749,1259,14780,45114,2856,20666,490,321603,46529,11688,688,47294,19698,3073,93628,71657,3055,2230,5228,309007,140314,823403,2713,3309,995,6460,658200,374709,413618,37080,1687952,129240,704710,595434,1544,6388,64372,2962,447,561,9558,6432,884,1513,8627,10392,888771,4248,983,88619,20969,10928,344,2881,5923,19069,256267,6010,17890,2354,1395,3715,390428,7244,1231,36332,6283,11316,7024,3172,6441,304569,1705616,203768,5278,1045,11313,16963,50734,65141,278870,1572,10761,34428,151227,3969015,270,35817,1613,9114,1678
"WANDRO_40",4150,321460,83166,2201,997,8375,1802,1076174,160560,60764,3490,8506,322,71599,1404,8309,5316,2145,1987,6819,3094,1069,1940,71894,31023,1539,1065,1361,2247,30996,443,718,13416,215,521,2299,3540,240,2009,342,266,1568,906,307,6160,3429,1251,737,1707,762,741,855366,3165785,1559,2836,1733,1441,1015,56511,2105,624,4881,23113,2903,985,3204,363588,197629,28881,1151,246295,7345,650,66702,22051,28943,5982,16747,59570,1311,31978,913,2738615,204,7371,721,3295,12573,10815,9182,291,2007,9650,17929,13407,15709,5907,1800,1031,652,132,5519,8283,50316,7686,20583,8660,53945,121480,3893,982,189161,285562,23082,54378,18850,89097,434238,1376,5865964,1399,5972,388,902,252194,766,1547039,2656563,7122984,23227,25892,31713,8272,936,19189,3290,164404,12714,375,51911,16882,2545,1875,39943,52737,632,14922,85009,1653,1352,8279,97719,11022,224415,6371,7173,576,30563,1800,65191,2816,17353,14223,8595,275449,123165,1200,46075,20155,11740,199,13024,61255,5906,9709,656,5304,2245,244,2689,428,6021,10231,4285,324,4203,339,1051,2848634,3895,133264,914,14421,468,4167671,6347,1383,4922,826727,6215,1887,14124,12977,156771,593,33069,14887,449,4302,9102,619,3098,260462,10978,28972,3834,32757,540976,775,21613,494,673,72726
"WANDRO_41",5950,819188,90619,1658,464,9174,597,270101,39492,23889,2160,3208,339,57144,649,6498,4971,1620,2235,4728,2329,923,1434,30601,19837,1421,848,1073,1936,21646,370,799,17222,202,516,1801,2630,208,1381,227,178,1188,1036,239,7800,2546,1038,401,1081,503,507,810192,3922624,1570,1106,2422,1490,1061,57957,1812,643,4731,15195,1664,740,2528,160310,212908,10194,1181,238723,7181,494,43100,456,21395,9147,14314,52543,1464,25941,1838,3183634,189,2701,566,2642,9659,7249,6267,257,321,5174,4222,4339,11314,2329,787,423,576,125,3926,16308,42057,3680,15808,4344,88748,136083,3484,594,273005,152989,26146,30439,10813,104941,414328,1134,5176457,758,3780,301,742,197749,302,4051260,1685536,9267092,85472,25257,20058,7822,674,13106,1782,277749,1122,310,42071,10924,2730,534,45405,51367,612,16259,50861,1361,1847,9276,106988,10319,224416,3052,2600,556,10903,787,60566,2294,12009,6513,3621,199110,202003,603,20337,12865,5866,211,8615,35406,5245,3080,430,3429,1529,259,4601,180,8281,9349,1722,329,4415,287,2006,2839391,2590,98310,961,17600,634,1928202,4306,1066,2143,378539,8071,1628,14875,23158,157256,1884,23255,13072,317,2468,6514,385,2387,138526,10191,22011,2026,21890,260752,727,25142,298,699,99470
"WANDRO_42",240,130799,108515,7159,414,4234,1085,143915,310596,20423,367,2340,285,6942,1052,1272,2902,2260,41944,1739,2773,773,1442,8889,21024,285,547,753,1823,4598,855,2753,6562,110,301,623,4310,371,759,162,251,740,856,440,9129,824,2711,125,560,116,1046,592194,579340,495,967,2026,634,677,538117,1893,350,67723,29717,624,461,11766,5593,101313,45289,755,44188,4501,96,51256,27759,1658,2951,25357,4989,940,69625,3032,3401562,133,67076,1889,156,35720,3827,2011,175,180,4746,7724,9474,7454,19319,20015,1404,279,90,1724,4300,4452,6575,16821,1416,1421,187090,26498,1797,232978,1069,8153,4035,2683,76776,205071,809,6009003,8261,3142,160,448,72854,118,5798162,2090886,7098935,12207,16256,11349,8244,182,3014,48383,17558,481,228,326949,6924,2822,177,140286,219158,501,146991,2218,896,617,2199,140491,24501,206594,7555,1490,6229,62954,23591,199638,87147,7543,7373,3120,28875,471111,2235,48040,27053,86,224,14816,9482,1925,5197,1604,2075,565,396,3993,127,250587,5389,1706,118,670,773,2348,2242107,1462,88313,406,482,148,4822116,741,462,296,6360,5159,1975,32878,4160,817247,113687,29245,18524,156,994,8265,185,12400,9730,286,1271,6553,50418,286635,175,6386,379,1034,82705
"WANDRO_43",4360,38448,81682,16588,2186,19569,2637,2223796,754397,22362,10349,3670,37820,146040,4373,1725,3801,1117,14466,7688,3247,1347,2365,256965,185144,2783,14963,801,49711,16667,299,1992,25051,141,212,14688,3330,279,10331,651,561,49769,1867,715,8920,10086,286,1851,672,963,1407,698874,3349020,7481,1461,2388,1178,2168,165780,39390,355,18016,364653,1446,7254,1695,70810,362466,31429,7886,173359,5501,724,67890,2070,23754,12296,2445,199576,803,46890,1545,2719583,1601,1808,436,3102,12427,18496,8518,1438,2971,8048,33514,7790,4041,3734,233,919,928,527,10636,6847,40996,5073,9974,8778,21572,62776,20671,1670,76709,235986,2721,12061,41098,793609,1308974,1295,6653328,1028,6325,1299,2242,37109,178,5148620,1906887,1733859,50923,17046,80976,9291,1351,15937,1389,23662,1704,902,103163,78878,12042,3193,72292,33065,629,17737,59685,9636,719,411,1161,680185,36850,8988,28866,9740,18400,233,36393,16618,2946,24560,45739,20451,67424,931,43130,10619,21527,221,7534,28062,5087,65970,2916,6696,1284,1035,18854,933,16361,16151,1739,1097,1097,277,4631,3127856,23594,54251,29309,37385,1356,2132833,2893,5280,6380,1098643,10538,9238,21770,14756,40012,1590,3202,44552,569,5599,23846,989,3589,355914,825,44230,2110,243,59900,4374,432,630,880,72844
"WANDRO_44",2850,537872,648766,10920,825,17636,528,37041,31830,11022,48735,6154,2140,295511,1456,8193,35529,5315,5675,3706,3732,1320,2765,11821,17935,169,2150,959,3228,4066,1243,3623,6755,184,828,7313,6437,312,5271,392,468,679,439,408,10933,5885,357,1283,2313,445,2247,533330,419291,2891,1364,2198,615,8572,697160,83642,2416,3577,84740,2208,5489,14156,363439,41099,46670,1758,49314,6600,657,154982,1977,1210,4540,21105,29333,1393,118672,547,3310260,1520,7231,659,13178,102305,14358,6141,260,12807,64453,20444,13525,120786,3251,476,392,1164,216,5504,13777,156554,12431,44262,7616,49493,30259,4690,3293,511289,1808417,10509,18114,319159,301344,112562,1530,8384193,53384,4840,597,2978,18592,370,5936636,521365,3362695,12586,5686,49222,14532,786,19129,1885,136558,2576,834,172026,113396,7232,2066,33329,43880,489,29157,393873,7189,878,10460,67928,51338,373202,22578,8298,229,14489,2292,170581,11803,22512,17471,8346,70013,626155,1098,106935,37141,17909,336,15136,96948,4873,3848,1177,10780,1319,938,3325,247,16894,9979,3707,415,17297,552,3409,1264981,2273,40857,696,26081,5286,1855783,6756,675,1466,1111840,6600,3086,15611,9276,104931,859,25044,37625,578,6253,8716,373,2389,1783342,331,83251,7925,168711,330569,1219,1369,723,981,98100
"WANDRO_45",1064,574965,396321,13191,1156,19699,575,59262,13184,11982,51414,9994,1692,351792,2056,10503,51562,8634,4752,3844,3429,1475,4097,8756,21533,224,3056,485,2990,4176,1905,7651,9009,179,1032,7270,6457,496,5306,426,534,1109,468,751,11352,5453,536,1254,2086,481,3426,1124452,518174,2456,1249,2569,764,14121,658973,71319,3405,4067,96591,2637,4448,14597,246573,52565,27778,1851,80785,8245,764,148022,2156,3392,3997,23860,29916,1296,147009,992,4502604,1713,8804,868,14159,137138,11671,5984,383,8621,42998,24453,13789,3135,50311,2403,313,1173,287,5274,16043,185815,12706,25311,9085,47547,40591,5110,513,433318,1158067,13276,22278,279752,269639,163507,1400,9453521,69188,6212,756,3314,17658,302,5757241,638739,2019361,12305,5899,51854,10237,583,11486,2028,134497,2152,855,262884,126718,7521,336,53459,72368,445,32764,325309,7900,772,5927,55119,89998,388742,23063,9471,294,18965,2007,190497,9366,11773,19063,8988,88087,578679,1400,99805,41570,18928,351,12041,124484,4637,3505,1775,12067,494,839,2384,317,17024,11214,6876,447,14321,494,5946,1297076,1675,48730,1064,45874,5323,1880679,6668,364,1566,830549,8711,2969,20009,9017,99758,1617,32681,39363,626,9984,11922,843,3277,1098773,257,99788,9828,189190,418197,1396,2086,513,1126,131007
"WANDRO_46",1198,2559,314777,2136,116735,6611,1397,3220,3260,2071,9365,10838,317,8834,875,2114,2142,1748,39022,2966,3618,903,4741,3697,2697,882,9744,670,1823,21265,474,1171,1630,10,853,3833,3629,1170,20431,1745,814,28126,734,342,5176,13558,1271,232,373,300,3433,13977,41640,3500,11654,589,1069,639,891338,155638,4498,1707,628634,1119,633,4170,6473,15596,6147142,273,19790,5007,1074,6690,1820,6724,547,36600,919,903,18537,407,2169617,168,5191,406,183,49810,26562,262604,961,1139,142629,14136,3457,13897,12629,51691,289424,26008,84,11107,12584,5172,16654,31648,4120,620,5501,4334,642,1625293,2739747,61484,25224,42120,494734,38388,1064,438192,15190,8142,139,1251,13255,331,62167,99455,790250,4411,1573,835400,9543,493,2379,8969,925,5906,141,300769,7603,2042,608,22426,15078,723,42811,1949035,775,474,3189,129661,306038,376915,2682,2920,135,8864,44468,896399,20221,10905,40323,32263,41879,1190944,404,4190,14545,2109,242,7071,2795,14556,169,4539,21929,3278,626,63286,8726,599513,2654,4202,131,3408,734,1283,174362,4886,19452,2444,687,661,8713906,556,621,2798,12544,3838,1962,5135,157,139424,42143,13989,5710,986,11052,9539,1340,3138,4456477,7606,24305,956,9594,674361,962,306,208,57430,6305
"WANDRO_47",390,3158,239807,2378,115885,5814,1934,7785,235,1006,6480,2477,247,15525,863,1705,2141,1934,32946,1991,3490,1096,3951,4699,9143,740,5211,633,1959,20899,450,1087,1439,153,328,2337,3078,1122,16373,1913,878,24768,795,247,8924,11840,1104,218,298,377,3348,3872,30308,5247,11339,432,740,829,807621,155722,4980,1478,393726,1384,804,3618,5863,15776,7033826,487,18334,4758,1319,5544,1760,895,519,33502,610,965,14282,679,1636904,215,7131,328,126,44321,24659,251139,866,1009,67288,14572,3263,10182,11539,38043,24928,3559,158,2828,10545,3302,13421,36673,4138,560,10636,4083,345,1198939,1993478,41066,123553,98951,371219,18819,1060,61541,9193,6958,160,1172,9339,242,41698,45184,528437,4141,2295,891408,7231,493,2453,8879,923,3909,257,371795,8250,2067,658,14003,17859,674,53400,1698635,689,537,2693,108234,339997,266859,3276,3991,156,6405,44587,778750,30089,9856,36519,26686,36590,968330,294,3687,6432,1849,287,3851,2145,14177,97,10708,26441,2497,413,69994,9391,505848,3023,1657,381,4122,798,1361,89839,5524,11449,2153,834,420,9275534,750,589,2696,12813,4094,2002,7261,362,110442,99155,16922,7233,1026,4892,3579,909,2485,6835731,9202,22892,804,5614,875158,1214,281,236,48022,8655
