"sample_id","(+)-12-methyl myristic acid","(+/-)-Tryptophan","(12 or 13)-methylmyristate (a15:0 or i15:0)","11Z-Eicosenoic acid","13.36_acetic acid","16.89_propanoic acid","2-(1H-indol-3-yl)acetic acid","2-Aminobenzoic acid","2-Aminobutyric Acid","2-Methylbutanoic Acid","2-Methylsuccinic Acid","2-Oxobutanoic Acid","21.49_3-methyl-1H-indole**","26.93_hexanoic acid","3-methyladipate/pimelate","3-methyladipic acid","3-Phenylpropionate","30.08_Heptanoic acid","31.35_4-methylphenol","39.01_1H-indole","5-Aminopentanoate","5-Oxo-L-Proline","7Z, 10Z, 13Z, 16Z, 19Z-docosapentaenoic acid","AA","acetoacetate","Ala","Anteisomargaric Acid","Asp","azelaic acid","behenate (22:0)*","beta-Ala","caprate","Caprylic Acid","Cinnamic acid","citrate","Cys","Decanedioic acid","DHA","Dl-Proline","dodecanedioate","dodecanoate","Eicosatrienoic Acid","ethylmalonate","FA 18:1","FFA C11:0","FFA C14:0","FFA C18:0","FFA C9:0","Glu","Glutarate","Glutarate semialdehyde","isoheptadecanoic acid NIST","Isomyristic Acid","Isopalmitic Acid/Anteisopalmitic Acid","Isotridecanoic Acid","Isovaleric Acid","L-tyrosine","malonate","Margaric Acid","N-Acetyaspartic acid","niacin","Octanedioic acid","Palmitic Acid","Pentadecylic Acid","Phenylacetic Acid","putrescine","sarcosine","stearidonate (18:4n3)","succinate","Tridecanoic acid","undecanedioate (C11-DC)","Valeric Acid"
"Inf_19_UT",551296.812,114772.526,72485.742,12597.342,1754492.884,19981.503,68758.166,4171.275,235847.034,664731.805,140214.556,40444.639,1568.956,109489.991,8890.647,2014.593,7316.725,598,3943.534,225701.587,209665,96721.033,7802.412,1329.412,1860.612,39400.028,5211.319,604521.595,9552.564,9076.296,273884.634,39056.029,33543.022,7052.066,979934.543,16235.576,2799.99,642.721,334046.072,12791.219,19066.107,13040.416,4401.456,127024.648,7888.2,90602.297,536248.761,20461.217,522001.528,80600.089,2272.344,4834.319,29695.554,10263.105,10169.261,1665352.389,62198,37242.053,9138.973,36588.937,98680.338,21580.925,2092967.359,98787.368,414876.767,614925.006,10064.671,3122.4,207027.074,53221.838,1099.891,629052.22
"Inf_14_UT",3802.553,89380.165,3702.514,5212.884,2094056.496,8293.375,51742.104,3008.518,1357261.581,241698.843,18013.125,12967.766,649.383,2314.478,9147.248,1368.538,2383.621,355,215662.446,83145.3,1205803,77599.458,5236.572,11354.645,557.629,38405.089,2674.917,1327729.015,27984.679,1675.446,412907.991,9237.493,4772.458,26162.008,11518.502,18001.22,3227.885,2654.289,549760.889,2668.777,18631.193,49065.714,1633.647,99930.647,4912.724,95481.833,82603.517,4520.937,646957.393,12906.247,3683.07,4599.745,2590.483,3609.835,1650.618,426017.058,198020,419372.028,4047.803,548760.988,131676.395,6195.693,1328487.997,9394.932,154447.074,326118.697,1693346.824,5817.651,1274549.054,64321.503,817.227,17316.965
"Inf_16_UT",328685.701,105531.07,58087.407,60740.35,980585.405,21038.631,16475.62,2349.149,284193.555,175166.363,139101.978,21920.194,569.37,2703.731,3660.997,1058.757,1187.116,14263,2066.098,64470.842,2605173,24733.539,35429.566,25895.175,1141.397,50756.95,8227.98,1011375.971,3498.461,4421.155,99992.304,72683.131,19080.428,124150.619,41336.023,35262.008,1069.203,6108.3,510989.293,6579.832,122290.008,194689.579,3364.301,191319.61,3702.343,233434.313,144558.959,2886.426,469044.923,1825793.332,2009.126,7473.859,45348.02,11322.465,11773.6,447552.172,141879,70491.797,6260.207,86685.992,112664.937,3795.569,2029197.025,24790.38,99401.847,1837985.204,83540.938,16509.415,5637647.139,31009.236,640.321,8965.788
"Moth_36_UT",216540.283,38126.364,57196.395,22181.096,798812.917,9432.213,11285.299,7655.125,14249.925,560875.855,113816.518,17014.079,502978.677,266453.637,11823.108,31033.752,131952.74,1463.658,1264343.564,473689.938,69266,11894.393,0,4794.271,4503.912,16171.634,8185.392,406124.941,75782.45,33741.481,234504.82,267064.325,129101.826,3120.555,44995.197,6140.491,2557.204,892.118,168373.652,4257.337,15959.583,2740.171,5626.047,295338.484,1265.367,72432.791,778589.771,13593.81,373470.645,104098.707,2333.357,35225.071,21028.933,18007.288,5000.043,1280535.905,132727.281,75009.912,11788.034,32893.222,38920.909,16556.276,1997473.152,64726.437,282293.219,17566.579,11013.282,2308.456,236672.493,10766.571,1493.845,457660.372
"Moth_13_UT",355045.732,58537.174,75300.983,51545.337,1638218.621,36569.28,40614.606,13093.771,130485.445,820002.866,39995.971,43903.044,3879.678,27313.03,9991.569,3221.42,1034780.954,2350.848,839350.966,824753.588,120103.222,23331.123,9854.674,13296.507,1993.894,34527.177,7947.469,634439.366,40279.715,7264.045,324543.99,18236.561,12405.941,6850.503,31812.527,27379.702,3825.577,10930.554,440247.019,8865.315,10101.468,17095.498,2973.337,219242.057,1303.278,120806.582,749030.605,0,605814.306,126480.49,3299.46,11257.863,25335.857,7557.421,9024.89,1543599.485,275794.613,87033.837,16275.945,32844.99,329732.066,8242.778,2149175.82,60573.273,348537.1,35932.301,17477.6,6493.867,500169.886,11557.889,1938.804,824776.192
"Moth_14_UT",174175.026,63281.807,24770.296,6939.732,529213.365,12685.824,11656.778,6368.851,91152.152,390678.351,100256.759,17228.209,1953.754,7379.075,16106.627,1753.513,7050.062,791.793,383219.991,322787.037,302760.341,12701.179,815.138,2933.123,1544.72,25932.017,3267.379,531587.842,33499.792,1337.867,137231.986,15500.319,33546.18,6355.216,10785.978,4224.696,2009.719,700.781,239600.232,3575.155,1838.813,7407.151,3031.799,232356.013,0,20958.494,393312.521,0,333089.778,116414.042,2388.283,5009.243,5896.498,3476.722,2972.53,683211.228,598486.643,88453.724,5175.802,26909.504,29082.958,10457.97,1339431.986,11972.648,147368.172,4898.497,4289.685,2536.513,184025.436,1072.933,1751.693,27806.383
"Moth_53_UT",240597.509,53288.873,59128.108,35130.718,2385259.818,32839.39,22366.674,18747.432,44767.135,1464897.679,29111.745,48612.051,242040.292,1017328.459,39597.734,9455.618,1058751.164,3176.711,1374210.642,154108.798,125115.373,27810.964,0,3564.652,3082.136,16243.387,6053.265,505533.016,231966.304,16632.094,172456.08,277968.293,501507.294,4131.8,21491.091,2214.211,5612.21,428.649,160170.376,10023.42,75519.353,1155.683,1020.343,362091.468,7521.387,100437.494,903387.546,18520.139,326878.775,727793.282,3150.376,16023.96,28631.408,20394.263,14610.05,2739350.807,270726.842,159023.522,12606.359,139890.443,113335.003,41863.431,1843112.625,81149.182,539493.482,8310.913,9102.342,964.728,258472.467,20996.909,3644.1,1389624.812
"Inf_18_UT",38469.972,58723.328,7926.872,120.489,1433224.814,8607.527,11875.302,3441.007,595736.752,200558.277,52209.301,20517.388,587.923,7222.807,7800.498,3694.95,82928.101,299,2517.865,244304.156,832220,33788.87,1810.842,5089.393,1173.872,32718.033,853.793,1146465.5,85050.317,6927.103,477611.904,50666.559,61691.956,24281.803,739274.799,17475.392,2264.321,1937.975,248114.101,7652.559,29327.794,6507.264,1280.705,75394.602,735.368,56832.872,275510.31,5634.791,463617.391,100406.575,3286.765,1235.579,5223.185,2944.397,2049.499,513677.082,244242,321289.116,3029.78,440084.539,255842.521,14731.937,1418938.84,9118.102,145762.777,528315.422,11048.647,1625.373,245836.436,7635.933,1634.453,25695.098
"Moth_33_UT",335907.906,34331.504,71416.306,61403.907,710341.937,4865.577,8654.422,9114.479,74054.525,259572.004,78244.912,5612.597,113405.63,12114.225,40550.73,39009.409,102370.5,496.063,355323.376,27887.138,225292.344,44078.733,0,2815.13,2848.42,21621.805,12305.622,516684.23,275838.75,7506.095,109784.429,9770.255,7774.758,4735.405,17146.763,5222.287,7266.356,595.309,285652.777,5802.751,2723.811,714.81,2709.345,383387.422,5942.719,36406.979,1001155.865,5211.119,420705.745,8914.707,7149.156,18027.509,25882.889,37896.081,10354.397,552008.863,194614.209,107989.276,8788.063,20472.997,85706.449,25377.876,1723582.239,67597.236,129798.867,7720.764,31948.668,538.148,321081.432,15179.33,1948.692,158659.846
"Moth_16_UT",213378.737,96151.405,39509.492,13889.2,1614449.118,27944.859,66348.621,11390.43,75195.889,945705.853,181257.434,47055.919,7221.742,311051.989,20235.036,1335.304,711211.637,2225.469,1508782.447,355631.738,79545.836,54010.43,780.913,5378.507,2546.536,45493.207,5008.381,732604.641,63339.262,18103.11,498212.254,0,42140.641,27010.91,53632.238,8044.808,6633.144,774.814,520354.504,8202.994,4020.102,2669.776,2755.018,256488.639,489.981,70266.832,904010.244,2920.099,606359.183,131654.401,3839.888,9640.095,13739.412,4908.784,5507.48,1621585.675,520105.83,258858.184,10477.884,65832.708,186571.039,27763.886,1960992.701,70564.62,386346.814,24304.903,26880.043,1468.968,807405.179,8126.364,4327.892,792705.223
"Moth_34_UT",99856.527,35932.236,31295.226,16878.932,1007914.068,23993.478,22762.182,9856.355,119921.173,684915.97,91624.38,28936.118,64333.46,468338.247,18053.569,24338.688,503084.205,1771.653,384672.55,158099.457,444005.767,23009.653,0,3327.232,2628.093,28580.802,3226.431,947975.139,115298.686,5145.578,680402.925,255085.468,142496.746,7083.677,88023.833,6037.193,6538.649,721.402,393336.532,6251.174,14456.845,905.479,2982.472,240817.494,75668.804,53541.541,573616.791,13988.869,498153.96,22731.401,6787.236,4600.551,9591.509,7272.979,3848.809,1395635.331,237588.789,84622.404,5155.032,61378.633,164885.991,21606.827,1430424.436,35977.332,257055.398,48103.596,14517.408,1950.785,644470.122,22430.59,3171.759,765023.146
"Inf_20_UT",153490.226,97648.322,18847.9,9004.828,3804268.613,9885.636,10427.126,3062.874,399335.388,99972.601,15460.438,17304.899,529.943,1670.398,5871.152,1002.711,9908.978,1133,40513.257,93052.661,1436278,86837.842,2950.831,16944.815,1573.876,29540.888,1382.873,786395.292,6572.653,4364.826,77966.785,138094.149,30636.504,11288.15,246951.055,78463.308,4380.319,2305.945,700086.749,6509.729,191998.785,34412.014,497.421,107039.946,1182.752,255070.101,122124.128,7496.284,335406.006,24957.616,2176.718,861.654,9677.367,2613.904,4917.696,197240.567,145289,1265837.439,2994.931,130741.096,61506.694,4183.305,2279634.155,8820.726,78824.665,277460.399,10498.164,3580.633,4046056.764,12517.621,1126.811,14488.671
"Moth_44_UT",188491.034,64284.063,44602.736,2689.116,843688.912,13658.65,3976.514,4716.594,128409.114,387880.549,68300.909,16380.92,123925.793,19946.195,28542.731,77078.541,125634.203,1458.207,1057784.678,651341.589,145462.822,26368.151,0,2365.129,2221.524,33677.262,5250.54,439310.625,74154.583,12273.071,233083.839,39213.82,29084.273,44428.634,41444.032,10712.383,5232.283,175.449,392319.605,8833.994,24165.425,1627.932,607.456,96284.489,2293.254,83747.509,632688.612,17367.489,503548.632,256383.657,4791.278,10350.316,12095.135,8533.267,5538.775,788651.418,415589.817,110807.205,7001.041,24241.981,98671.215,40622.009,1865039.764,46212.752,183769.902,11471.51,14817.509,2705.504,747588.032,7934.121,3377.885,301737.924
"Inf_12_UT",3260.955,36761.951,1393.899,1182.732,961702.834,6333.21,43716.798,3713.971,123421.101,125677.394,26490.01,7255.099,1168.889,2002.374,2895.23,2246.929,40439.146,391,12730.057,118855.154,2364117,56383.497,1149.21,13187.601,586.936,25552.535,927.592,840004.091,7993.903,3867.969,149626.23,24849.636,12413.823,93129.829,23456.874,20002.824,2167.218,4426.678,156315.667,4165.379,12645.466,10165.688,2333.339,80424,2897.901,80929.838,208536.698,5198.375,539516.518,98796.301,6865.336,2097.233,1730.004,2377.996,1811.493,238249.109,88039,219237.095,5644.536,140780.291,80755.031,5701.936,1415834.551,9241.378,67114.374,1060081.624,499646.779,2545.849,487916.338,46786.421,666.28,4981.593
"Inf_06_UT",160138.234,123710.962,10100.562,24977.25,1371487.701,15631.155,38919.717,3677.34,327392.887,608505.343,10649.842,31127.875,1025.097,5460.063,6535.247,1234.028,26056.054,1700,61645.376,129608.589,198915,39804.869,18982.142,282343.039,2453.885,38488.896,951.435,916607.952,20986.754,14683.263,190669.091,885508.553,68826.613,42812.288,1774859.47,34864.332,2355.022,73866.274,554999.545,28335.989,10460.594,72308.297,1711.047,152783.481,2268.801,64898.606,238667.028,11273.092,369955.542,47545.187,3957.131,1653.632,25857.579,5639.533,2470.418,466300.062,94469,81254.289,6919.177,201495.444,55362.028,10328.512,2443175.645,18827.713,302725.005,749922.023,613633.845,7228.447,3879805.86,6778.421,1699.831,45799.382
"Gran_07_UT",165831.974,38623.616,74351.68,43928.991,2244471.129,30053.33,14983.492,14066.524,964220.63,1284697.17,48749.538,30382.317,194893.375,45956.453,18539.694,23422.482,171974.619,767.625,2352504.57,250255.813,134447.261,29195.875,918.415,1008.264,1464.261,38027.652,6456.998,665247.638,166474.843,7233.02,77118.028,20689.681,15455.186,10647.266,26928.925,4769.9,7880.929,1460.376,449982.451,2823.852,9418.678,2968.783,4068.632,226304.168,10233.274,77746.858,533664.89,21509.444,408742.997,24295.925,5344.186,17157.354,18659.283,16498.172,17664.368,2675837.108,125468.488,66397.33,8974.923,71697.031,28351.468,24567.466,2092616.294,85828.013,578737.288,3863.826,49068.243,4922.992,420475.996,23304.825,6261.156,886089.037
"Moth_12_UT",152270.08,32856.054,26726.58,22789.631,1455020.893,15253.245,35896.433,10136.941,30449.679,473037.365,81737.168,19368.583,2886.673,21710.695,12400.118,3040.597,584801.877,1233.343,575714.614,567232.569,93592.636,20555.419,17488.11,3224.047,6575.711,21107.409,4301.673,656145.889,45074.784,16577.218,129074.974,72204.696,113249.637,4580.783,26692.241,12250.375,2693.588,1734.204,186489.301,6212.977,62935.728,16004.579,3343.291,288908.696,796.13,57348.18,418378.96,0,511470.981,141294.59,2901.249,5012.199,17742.924,7214.49,3865.016,880174.144,218022.635,100350.38,5493.993,81426.4,137950.352,11822.336,1628154.184,23891.783,236243.154,40970.412,17352.925,8776.072,158058.43,11033.292,1797.33,479460.995
"Gran_14_UT",170165.38,184256.641,44254.503,52889.879,460578.056,17268.79,28133.217,7077.735,220580.505,593979.941,90778.785,36837.944,1806.142,17216.036,14856.691,1035.827,7687.457,1095.348,640379.653,302956.209,36100.139,57467.236,3091.715,7832.619,1367.045,65912.51,8309.317,870647.695,32361.898,6823.776,198772.431,64427.339,20594.271,29412.605,21379.906,17334.795,4000.621,875.808,739521.688,12388.259,20324.198,12275.596,4021.652,146102.003,3945.082,195235.394,409349.402,11187.151,646452.313,130787.189,2041.823,15780.987,12212.372,7804.376,4153.745,972899.239,224753.417,60880.188,13341.316,208297.495,164991.929,12574.826,2492761.343,55802.297,263880.97,8842.831,73152.371,5959.355,779788.647,13507.475,2701.748,409896.579
"Gran_05_UT",582333.373,22034.257,91255.113,128249.282,471936.45,11624.23,17592.745,8134.098,549031.521,595724.887,104645.965,11928.009,64452.734,237795.915,19712.062,104005.521,412766.082,402.242,281478.756,112471.823,103337.908,47161.485,1095.115,3326.21,2203.908,42108.483,26800.358,417973.811,183430.415,1758.952,117361.881,28604.265,44241.431,33275.912,19406.517,1866.392,7377.184,739.061,394935.875,4014.348,15702.498,2165.873,4518.929,260060.236,7280.192,141812.018,517880.432,7189.707,481075.725,12617.735,4326.945,49105.319,107236.062,74909.612,19614.796,953075.214,153154.635,83255.147,22109.828,85113.307,81902.897,20086.906,2296117.736,215981.813,245950.01,5393.635,2646.596,9748.394,347977.359,46205.768,4185.037,354472.523
"Inf_29_UT",5071.793,83957.895,2139.958,11123.774,718496.19,874.37,9638.762,1607.064,300757.461,3072.779,2707.24,1349.355,1281.372,2220.963,2435.285,889.6,1527.186,2173,2825.842,5007.874,127,40960.904,2554.313,26307.417,1876.453,34757.336,3676.307,875526.872,4485.412,27403.653,13703.363,860810.89,256364.976,105601.106,1055733.623,34175.772,1198.319,11494.153,789925.538,23751.627,148850.64,12814.486,334.366,116341.524,3940.381,161615.407,555762.869,10264.539,311587.671,3432.629,894.15,7398.377,7873.981,4179.575,1085.353,14268.131,72456,66786.958,9542.381,178815.924,40244.339,3354.318,2339036.789,9366.817,4653.508,73123.486,42020.771,3029.149,1216144.009,9437.727,714.352,2874.659
"Moth_29_UT",384672.683,55144.401,56496.489,9088.773,1079052.433,15517.442,12419.219,9128.966,159504.615,536254.808,229590.106,29877.55,99776.791,79318.704,28893.9,40300.202,264901.194,2831.92,613353.973,235980.762,267626.559,23160.364,0,4723.093,2747.386,31374.103,12777.938,1200227.73,209671.188,13417.809,133285.718,4668.545,12999.329,10599.469,52938.866,6129.97,6621.454,726.134,333586.977,5973.87,5437.221,1052.303,2606.123,241742.969,3210.27,51722.885,862229.682,6506.561,683720.847,275948.557,4889.36,30577.96,78305.107,38006.903,8567.191,962442.855,468655.011,127869.591,18406.082,57795.686,134334.301,26648.673,1850963.544,74913.564,218948.33,8682.647,13384.304,1079.03,479120.031,28404.105,4419.926,397059.38
"Inf_53_UT",110547.939,65211.06,16495.633,6144.944,2124531.891,14914.458,10234.298,2249.889,1041897.596,288601.266,23741.829,12423.443,96.248,1023.981,5601.64,449.386,0,407,791.358,127317.001,94473,34417.186,1899.597,5010.541,2031.702,27609.03,1144.446,844328.234,8873.534,1016.822,61110.756,400374.866,14795.873,25131.095,1508422.011,18432.46,1891.914,715.088,347530.76,1548.771,308118.588,10155.098,664.604,200713.053,3089.182,288052.222,42314.59,3228.071,319947.923,25774.231,1640.425,1037.004,7701.081,1937.338,4026.274,536376.539,153815,26474.519,1591.453,136996.624,78138.445,9695.412,1862568.262,7604.186,164009.511,90330.012,1112.755,2680.211,555007.187,11350.793,670.126,222101.394
"Gran_44_UT",214822.851,27335.342,77842.374,70227.357,514829.189,7428.8,15959.991,10118.902,45147.77,271196.626,45812.111,7477.794,63279.166,23897.995,17935.412,59309.799,147960.808,898.233,432342.513,50082.794,207094.66,21582.947,991.423,2484.575,2159.81,24774.007,8418.808,300403.811,121549.674,6346.135,231382.838,40537.68,17056.95,28512.35,14690.991,4226.402,4034.856,607.533,288829.727,6609.373,10499.56,4361.484,1014.056,269920.556,4034.222,105693.251,683791.025,19922.953,546979.534,122308.235,4593.316,18677.96,18056.296,20688.052,9446.484,595196.126,83923.886,99336.984,9747.973,58675.899,111470.736,27980.52,2064964.054,86239.823,155380.186,11848.029,16583.558,2262.603,395336.551,18171.447,2252.267,209306.651
"Gran_27_UT",485736.218,75416.621,121517.301,33661.909,1056767.375,24647.273,30028.078,8539.854,217617.382,340556.702,29027.449,29791.345,51515.169,348549.97,19313.899,67906.771,645913.207,1081.726,194533.574,325901.022,259130.324,23828.062,3153.084,25824.293,1666.712,40669.158,8995.398,864011.33,82192.195,13153.952,405078.566,12891.225,28149.008,27781.694,23294.021,4444.633,4441.765,5608.72,501211.415,6054.071,9409.612,13704.973,2628.212,114501.95,9686.973,129784.575,435381.484,13318.081,702793.574,76107.491,4044.844,19332.115,54461.246,38949.569,20350.562,767982.79,105136.601,195520.564,9842.247,78158.944,206503.185,25400.714,2034704.168,152861.506,180184.363,24290.36,39213.546,4350.181,740821.434,49206.952,3467.081,438931.914
"Moth_30_UT",196760.322,124489.688,45922.198,5111.084,5613653.113,84420.156,198741.924,18633.825,311504.764,1211387.742,58278.478,158790.998,119149.881,2450783.288,13204.208,21137.669,966335.811,4241.066,574671.016,468842.823,453102.134,42113.272,0,10996.824,3401.062,34635.312,11118.832,1021309.392,96433.515,7201.512,723412.837,221879.793,184738.585,11876.962,80401.903,9245.169,4743.248,286.33,456174.676,7778.254,40366.662,3924.816,3488.533,177995.685,33933.152,192370.395,778923.902,6303.479,417562.377,54178.027,6077.126,17195.345,14162.408,25615.194,6717.952,2320519.886,515259.609,109109.99,14285.38,256999.646,239614.301,13518.547,2283390.938,63331.172,482855.579,135161.331,181616.543,1014.496,542191.137,25917.972,2748.097,1977779.935
"Inf_58_UT",4778.256,124786.199,1396.876,9449.391,499460.809,3901.219,1879.742,1573.977,274124.719,3192.223,4043.972,13578.63,534.581,2219.795,958.621,1363.443,1379.058,1532,2620.864,4126.408,4109,33648.695,1929.567,37298.238,480.005,50460.402,2413.783,743865.171,1866.581,6349.363,40534.139,7487.75,5523.639,109364.976,112567.571,49596.671,866.46,7452.617,764964.313,10479.474,20760.414,38392.859,321.982,140925.731,3462.179,163685.366,373983.761,5461.629,51617.863,2465.152,1222.432,5272.113,1570.172,3735.579,826.411,13592.51,29670,11258.756,8583.496,72633.817,46715.396,3558.283,2133664.496,16218.37,4378.034,579941.074,399739.189,4516.15,963223.28,90697.117,418.228,3613.272
"Inf_66b_UT",3595.836,19625.179,1552.635,19107.908,1677734.312,7428.561,7030.997,940.605,30313.908,67124.415,56104.86,11443.879,634.308,2119.267,4181.461,1110.727,13586.118,708,2893.148,5132.849,1043702,19298.031,285.862,3910.768,1436.053,20156.655,879.907,583828.221,6934.736,8294.902,94083.312,6318.174,3496.807,79636.287,75806.784,6564.205,1030.789,3461.37,94979.046,1710.169,22061.031,2513.475,2331.275,112784.644,3479.182,72601.344,391752.613,0,448540.911,96401.113,3501.677,2492.061,2107.971,2149.877,1280.386,130650.153,35247,774403.118,9612.08,131192.977,143362.066,3173.576,2689468.405,10364.92,29058.831,186498.777,1165539.281,2402.463,286064.662,73148.763,997.016,23058.735
"Inf_31_UT",3641.314,35894.779,1813.557,11903.491,857151.851,8668.446,3354.153,1056.408,811740.126,28586.251,6088.987,15482.125,993.788,1207.503,3136.499,0,49947.55,15836,3210.304,10436.019,1130022,41488.623,1656.384,20627.328,2080.02,40322.98,1689.421,427909.722,3688.028,3801.529,13847.851,160742.23,230811.223,183364.107,514872.505,9504.571,862.192,6134.058,366761.339,3901.273,39286.486,8238.22,187.823,94862.896,1013.787,114648.657,153512.926,35.1,136849.394,3889.584,1961.806,2559.414,2534.19,2019.683,1138.243,45655.464,13987,53242.559,3870.388,57750.944,31490.729,2432.436,1842705.702,5577.7,6753.867,141422.439,51180.365,3160.503,1713519.064,28344.827,403.806,3083.843
"Gran_66_UT",117214.14,33190.703,28472.532,14343.204,353580.797,6630.773,2400.354,5529.668,74999.749,350675.979,9702.04,4847.61,10684.844,9860.709,4758.847,682.792,252455.287,273.236,213878.348,268449.902,26612.52,16742.623,960.738,547.647,1349.004,24344.186,4932.15,556976.362,31894.091,4521.065,57651.167,6409.88,1898.709,8117.086,46640.934,6666.43,3521.329,1313.19,280331.091,6226.678,7906.653,1960.685,1113.334,158553.907,1604.52,53044.428,724700.645,2791.05,353585.596,647677.425,1962.122,7411.05,32083.004,17827.653,5114.522,591787.358,150425.528,61196.055,6789.742,13451.813,21664.883,10335.04,1710753.24,55229.9,174756.656,4902.99,2937.014,729.804,342032.771,13697.6,2945.926,195035.64
"Inf_67a_UT",15291.865,85069.44,7738.374,7108.856,3537473.668,11454.007,4297.303,846.072,189655.244,9826.127,5325.433,44554.88,491.676,6508.592,3067.911,0,1511.539,17439,0,3365.495,44181,54391.357,4886.161,27667.263,2544.182,39138.937,2607.93,322729.517,8051.074,16792.014,22970.717,43424.225,15157.359,276775.88,1372610.391,6679.135,964.631,16190.675,563859.525,4882.705,113676.25,15013.777,1539.736,126125.617,722.616,275501.09,202427.183,3051.398,253348.668,4334.514,1165.254,3588.288,3432.867,3910.284,1615.358,44831.254,93200,62471.875,5530.483,90236.974,28714.768,9420.766,2213942.119,9485.767,12707.697,137380.132,22773.834,1823.907,2461999.505,21201.963,808.574,849.674
"Gran_25_UT",334189.384,25863.262,80383.746,11060.769,989663.885,23740.561,59059.949,7245.634,52659.82,575837.617,8834.441,23950.246,25652.313,378135.859,7643.514,1499.427,55878.183,672.273,585024.785,512200.247,34877.185,20010.804,1783.926,5817.152,1255.797,17500.806,5514.766,225103.42,167315.526,19871.712,97806.061,17417.247,25322.619,3928.386,13971.488,5027.621,2506.012,584.568,150120.952,4036.047,7520.84,5534.129,2285.171,249245.435,9215.804,60328.772,948143.88,3602.657,343949.118,56004.108,2513.739,24083.882,36795.118,11658.529,10057.797,941845.751,106961.402,49174.16,13766.047,75959.846,80691.709,10332.075,2032133.83,134903.414,243749.533,7268.968,9491.419,1406.569,274229.263,35477.127,2023.881,743549.073
"Gran_34_UT",125052.957,30489.227,31267.532,10344.855,871647.444,13162.924,40364.579,7751.329,116444.794,393421.429,177392.429,13984.633,27065.692,449954.926,9501.606,46077.794,925690.32,993.585,226050.093,146040.198,212223.294,14196.22,1638.969,4004.4,2636.873,31592.684,9240.498,531247.752,37778.873,3102.96,205280.854,160773.063,129992.19,6577.877,30479.02,2641.631,4868.237,20.877,263197.337,6470.301,16382.456,2831.991,2706.216,205981.272,21020.489,145024.749,545336.436,4694.288,538446.086,174063.479,3194.347,12684.923,23823.906,43135.317,6004.611,680702.921,136188.187,73967.607,10780.03,63992.995,118313.688,11637.793,2295664.147,62478.947,179628.707,16641.315,8307.172,2786.619,434279.075,15474.249,2576.622,435647.953
"Gran_03_UT",434028.452,22724.357,141310.463,40784.155,195044.149,6555.297,10306.94,10883.442,117367.409,497804.884,14730.347,4369.302,133148.438,173474.184,13640.083,28140.925,428882.463,565.703,611289.576,409858.495,65661.359,17764.751,1510.941,3581.99,1943.328,27933.44,10086.297,197726.353,77324.258,15737.092,190409.337,18105.084,42440.259,7323.324,5185.163,2331.951,1930.862,2914.488,221466.905,11180.009,7966.087,3109.54,1184.247,289671.954,11175.611,117599.93,1005494.561,7077.698,399885.245,12837.902,4237.806,44650.157,53505.71,27875.722,19163.778,859533.255,118783.755,52745.562,16678.63,50447.261,60745.988,18561.756,2512207.745,164170.532,257914.721,6031.991,6965.915,2414.292,274959.187,26268.413,1219.674,351842.113
"Gran_02_UT",344931.612,56025.915,92781.973,11466.586,1073622.689,16426.484,28104.641,5171.883,937394.98,385704.653,30741.594,22656.662,110507.935,462631.368,31880.15,67810.754,326287.116,1636.21,284176.658,176169.153,405322.899,20745.722,1164.948,5252.525,2191.882,47631.933,10924.059,565670.912,161127.354,16083.638,313740.492,24253.924,95195.535,92646.404,31533.196,6701.762,10056.328,1047.003,584139.906,5212.735,10362.561,3965.977,4350.511,191495.392,6601.455,119894.441,674949.032,12215.433,727228.787,287300.529,5890.56,18978.627,39605.834,27918.076,12252.153,830065.057,220613.205,67431.268,14342.61,31783.272,140908.126,34709.762,2139340.873,127514.469,183191.143,17704.666,6415.866,1971.955,981311.029,22603.403,6377.778,432589.943
"Moth_03_UT",234826.477,21911.655,41649.053,33642.85,878800.905,13791.834,12033.452,9357.704,114528.23,666113.024,29829.307,8735.014,174278.118,247616.61,41127.739,83176.427,300559.796,963.507,645463.632,62340.116,357814.96,30641.975,0,2329.779,3020.055,19636.985,7982.063,291222.348,258785.176,7478.87,588138.905,64193.836,62183.342,6543.74,12647.587,7337.982,11830.356,611.197,213763.111,8495.576,13398.208,1046.671,5860.808,321017.472,55620.355,52031.278,829791.487,13715.184,477688.629,16327.006,7491.46,11794.409,32772.95,13010.462,6610.652,1222514.405,111802.388,136779.262,12718.516,33212.144,135511.334,48691.793,1729530.364,79059.549,282426.224,19406.406,15464.051,887.615,392443.495,23526.797,4913.564,498078.495
"Gran_33_UT",326256.814,13812.981,106287.404,95301.292,475029.645,11931.164,5356.456,13266.006,69133.879,331074.679,106240.442,7785.059,51059.149,247759.134,6018.689,15662.512,130409.297,474.357,626927.041,154217.328,56612.908,31892.453,7954.659,11744.683,1875.176,19896.112,11490.603,187789.6,21627.774,13074.155,84273.429,20186.459,63962.209,11870.943,14441.126,3378.42,3555.564,11720.586,147141.59,6439.725,6182.078,9424.771,2599.847,307326.868,3894.145,110520.677,662005.68,3787.197,374175.484,71408.907,2515.837,18790.71,21710.764,18244.988,8719.678,773757.632,40285.7,43597.004,11301.02,22982.649,59560.717,9345.62,2634490.242,95216.899,221900.799,4957.41,3793.899,4981.334,414344.634,17025.326,1677.659,318794.547
