"sample_id","(+/-)-Tryptophan","(N(1) + N(8))-acetylspermidine","1-Aminocyclopropane-1-carboxylate","1-Methyl-xanthine","1-methylnicotinamide","1-methylurate","1,5-Anhydro-D-glucitol","1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE","1,6-ANHYDRO-B-GLUCOSE","1,7-dimethylurate","1,7-Dimethylxanthine","12-Hydroxydodecanoic acid","1H-Indole-3-propanoic acid","2-(1H-indol-3-yl)acetic acid","2-AMINO-2-METHYLPROPANOIC ACID","2-Aminobenzoic acid","2-METHOXYCINNAMALDEHYDE","2-METHYLHIPPURIC ACID","2,6-DIMETHOXYBENZOIC ACID","3-aminosalicylic acid","3-Carboxypropyl trimethylammonium","3-HYDROXYINDOLE","3-HYDROXYPROPIONIC ACID","3-Methyl-L-histidine","3-METHYLCATECHOL","3-methylxanthine","4-acetamidobutanoate","4-acetamidophenol","4-aminophenol","4-HYDROXY-PHENYLGLYCINE","4-Hydroxybenzenesulfonic acid","4-methylcatechol","4-pyridoxate","4-QUINOLINECARBOXYLIC ACID","5-Aminopentanoate","5-HIAA","5-Hydroxy-L-tryptophan","5-Hydroxyindole","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","5-Oxo-L-Proline","5,6-DIHYDRO THYMINE","5'-Deoxy-5'-methylthioadenosine","7-methylxanthine","ACETYL-CARNITINE","adenosine","Ala","ALLO-ISOLEUCINE","allo-threonine","alpha-glycerophosphocholine","Alpha-Lactose","Alpha-n-phenylacetyl-l-glutamine","AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID","Arg","Asp-Phe","azelaic acid","betaine","biotin","BUPROPION","butyrylglycine","C10 carnitine","C3 carnitine","C8 carnitine","carnitine","catechol","choline","choline phosphate","Cinnamaldehyde","citrulline","creatine","creatinine","cystine","diltiazem","DL-Lysine","DL-METHIONINE","DL-Ornithine","Dl-Proline","doxylamine","elaidic acid","Galactitol","Gln","Glu","guanosine","hippurate","His","homocitrulline","homocystine","hypoxanthine","indole-3-lactate","INDOLEPYRUVIC ACID","inosine","isovalerylglycine","kynurenine","L-(-)-Phenylalanine.1","L-malic acid","L-serine","L-tyrosine","lisinopril","metformin","N-6-Trimethyllysine","N-Acetyl-DL-tryptophan","N-Acetyl-L-tyrosine","N-acetylneuraminate","nifedipine","Octanedioic acid","Octyl gallate","omeprazole","PANTOTHENIC ACID","PHENYLACETIC ACID","propionylglycine","propyl 4-hydroxybenzoate","putrescine","pyridoxamine","serotonin","taurine","theophylline","TMAO","trigonelline","TRYPTOPHAN ETHYL ESTER","uracil","uridine","VALPROIC ACID","xanthurenate"
"4009_4",26425350,34708,86763,190196,4371,4147,33045,25464,119913,12360,273489,3369,102742,93844,264416,101582,59519,243,214938,40494,471483,21460,55162,59141,35949,171279,58568,3347,3311,5294,51243,5141,16728,9108,5702556,12791,41336,51653,117319,748440,51795,11261,453328,276891,0,588073,33374134,353551,883171,9742,1463293,5893,368362,643415,338955,14909,1799,1593,24921,2424123,229155,1082220,2876340,37160,6065683,16351,12292,166413,595912,1337776,16073,293330,271178,2798465,136875,3880873,387,43878,4421,878508,102357,44582,542226,44374,6812,652,472891,45145,32748,96163,16313,608279,12761759,3631,66986,8141078,192,0,58073,12085,2307,46327,41336,72667,12646,480,227300,80617,48944,1021416,9001,93804,35676,46678,69619,1838613,132087,7152,634492,51702,31836,6840
"4009_3",33215132,28222,95884,15618,4042,7279,18056,43455,133569,64418,43080,67341,761363,917741,163886,106352,4187,3400,1142055,96641,699073,39103,73942,59823,75465,32915,72850,7058,4764,6419,84071,71781,25863,10368,6761474,20141,54511,121694,150813,1170303,59845,19814,97433,126756,8,650067,32068132,286052,1656058,10242,1943690,12830,583053,28030,1710665,27060,3457,1288,35326,15074,209646,631431,3584727,53893,5553129,35641,21784,156210,956107,1900268,21272,474743,819308,2084315,219533,6714844,840,414830,1406,928714,76341,74132,544999,110968,8489,572,547572,206480,47947,244808,33544,607348,17932730,8156,47464,8867164,222,0,67956,16578,1399,6371,22139,494020,2780,1772,280174,97380,65195,3600980,6747,187925,71305,51874,31444,3177047,959677,19506,460923,54788,13854,4945
"4009_2",24843604,28375,85291,51808,3911,4013,30920,38894,117811,4490,47148,121769,129491,82880,236597,50600,46887,2661,177044,52949,466852,25334,50731,33437,20850,48142,65362,4358,4547,5764,84024,4962,17606,7918,5765241,11920,41435,66607,81753,800461,39545,14301,122505,266953,0,589460,33225844,360619,775093,8233,2301208,7119,364184,709651,231844,15194,685,1482,21423,2098300,248113,1015841,2962520,97899,5714610,12266,11399,171096,580316,1096805,41717,216838,274843,2556498,135119,4738435,200,55943,2776,939432,109760,39909,787420,43744,8868,527,410751,38582,27818,78206,17867,547513,13088158,4660,79075,8081057,0,0,52026,7056,2262,45448,29961,66080,23643,757,231539,49685,52867,1963004,8945,93348,38377,41288,24407,3419758,160356,6156,884336,49555,35230,10096
"4009_1",28431426,25916,100276,65280,6035,9780,19837,31558,148489,25753,167346,30207,765681,1215765,187377,85096,21367,478,1355372,97566,587471,35553,70978,96518,66761,84255,72650,8017,359,4984,601345,78705,35516,9912,6600490,21189,58353,121983,87585,1042813,64205,19002,245095,87301,0,550733,31234088,384352,1534506,10498,2402592,7105,563612,36236,2035150,34380,2156,0,28716,15329,114775,917130,3439067,119595,4972043,34955,30637,150079,852290,1951600,27533,621230,833493,2694976,257401,4244050,420,219609,2304,814878,83785,48531,710986,107353,8374,1065,566054,181117,38870,153196,26727,504776,17286132,6927,42450,7018638,0,0,46844,12252,1264,5063,25808,613702,8076,3402,347048,121280,67707,4356915,6963,186903,53957,43375,86279,1965126,268752,19504,766,45672,13561,4741
"4008_4",23646290,27237,82587,35561,5441,19383,41310,28723,105726,34990,706660,12904,55473,189870,234617,65984,43761,3016,608163,63866,406705,20831,51692,29734,29397,57099,65220,3725,12677,1218,86386,27653,13710,7801,6245534,13037,44740,23397,127841,784247,57636,14389,96147,52995,318,574463,34214532,286134,1255913,7291,1142069,5271,261384,974858,320443,28785,709,2897,36369,4277608,193792,1683027,3470148,34879,6604214,24872,20153,135833,197828,1148492,39029,498833,336300,2662980,185005,6363276,590,38168,1543,924628,142265,49411,1136685,46046,5586,671,709226,34640,36365,108883,15614,338032,16615043,1790,56926,9770691,125,392,51953,9505,3238,31483,42965,99494,14454,590,113034,80279,40871,4868714,24136,105764,139544,82305,191139,2677430,254707,14146,774131,50890,42640,10057
"4008_3",30515408,32828,82325,92377,5529,22895,43587,29342,117715,28378,915421,23606,90197,64109,258003,57270,43232,883,376259,64055,418143,25526,63306,29386,17324,119325,69776,11482,13782,4903,77824,4970,25413,7205,6077258,11996,43269,13574,74194,670892,61202,14134,232872,86629,0,555939,36547532,279392,984613,7128,416249,3952,309584,487867,126332,26397,491,5348,26062,3364630,218153,1380298,4203152,23575,6365996,18136,15805,128574,228450,1030815,27117,194679,362406,2590598,157768,4182780,518,35186,928,945433,109756,170929,1312030,40927,4961,81,806693,29119,49276,636858,12715,414614,15541040,11464,66899,8940004,132,0,55584,9992,1319,28314,24309,58754,13970,620,106497,47613,37593,4422058,22722,115270,167390,38816,234891,1245546,174731,15677,594932,51678,23449,10261
"4008_2",22848086,36573,75292,47856,5320,29768,37623,34555,113291,26072,909363,12505,65461,90586,201579,47607,42441,3001,311700,52103,407943,16606,52710,29023,18909,72135,67353,3553,17801,1246,196691,23182,17819,6987,6139862,12846,42049,19529,78732,655204,58168,14410,108696,123317,0,585226,32937478,254755,1010705,7254,948145,5793,263598,314800,106570,25571,2210,1729,21244,4568483,220164,1797150,3648404,28048,6678441,20153,19793,141134,184183,1096297,26569,158912,351385,2482195,176417,4524427,593,31313,2618,931373,89666,187778,1001488,45232,7162,492,607598,32058,44571,500959,12119,338344,14318568,12827,61748,8661151,0,0,49420,7538,920,19985,36594,53290,15128,416,105013,49428,44008,4118532,25739,113161,158129,66600,292205,1270406,334548,14968,669701,47132,31558,9397
"4097_4",26173340,25601,87034,44062,7210,19553,12670,22786,59947,31013,3320141,28608,361026,66825,194360,69417,10517,2563,139540,61981,345377,20260,32111,48566,50587,67048,65760,8401,138270,4921,44564,10599,13930,10901,4474491,16755,39631,48954,62390,1269246,68118,19607,94357,1566004,707,512229,24154076,298675,561178,4855,547784,7599,267594,35014,291836,6639,0,70117,35272,30993,454370,1363356,2307058,32830,4807839,15195,18590,74326,306201,897636,33069,275912,376100,2415824,230808,2888323,374,225094,434,719327,99590,7945,749584,58897,3778,127,635464,48561,58579,13754,15181,391608,13758732,992,53081,6980936,0,202,74622,18147,2437,5235,7012,61746,8335,244,86680,70115,47270,382580,13079,120738,5010,99495,617123,8010664,572800,17916,1073608,70849,11673,8526
"4097_3",21499012,21320,69851,86861,4795,16733,11409,25780,81867,64046,3772504,22841,100943,72636,209918,126115,12383,1265,127106,47299,339506,34229,33986,57094,62427,104409,53547,4401,216727,670,54226,31338,13695,8595,5379326,15440,35832,80268,77241,1197657,39573,17905,235670,1593978,253,473100,29097178,225900,607474,5559,1243622,8827,272172,12197,373809,8205,990,48612,34541,1806161,355070,1139918,2629359,34297,6241350,13627,10251,77655,241598,1014838,22796,306449,353764,2170692,237963,3239165,581,259600,586,641132,114428,6131,382842,55207,2243,283,533509,40877,50911,12336,17023,392103,12652878,0,42351,6906193,89,0,63834,9116,2482,4608,7331,66970,56275,0,36462,65035,41278,242701,11279,112659,3897,85261,613778,3430396,720936,17355,838939,47998,8078,5789
"4096_4",31172320,31440,90765,27757,6672,19291,36246,31097,114013,39485,1480298,50040,103779,83553,306525,61750,50604,3038,144650,54352,561654,16512,53722,29484,32439,54699,59703,7447,12272,7511,42426,12577,141340,8389,8361635,15298,32905,51829,108329,1146576,46087,10548,63541,1279038,458,664446,38764008,271331,644453,8758,786130,17368,209822,1097605,392976,19177,1010,702,38753,6465234,776877,2658327,4157866,31284,8129586,9202,9883,163596,400781,1505733,25502,364403,348345,2542562,244772,6211699,611,53370,2076,794364,229047,6680,558376,48132,5739,1283,942742,60984,50018,13746,20329,480237,21606360,399,64797,8795916,147,285,55340,10871,3644,47380,42885,90905,35346,260,114607,75645,50417,925357,10869,111060,93216,113975,265697,1407684,249730,16357,1434832,58859,28727,7164
"4096_2",32095700,26210,87448,61115,8367,19193,20263,32969,141600,75687,781443,35647,470261,591378,163838,43177,3996,1632,1385426,113476,637559,28019,68786,145294,75162,114930,60202,8126,5348,1783,262988,67735,22649,9344,7581446,10141,44734,145792,92412,1234732,58565,16656,232901,131389,7,650006,37578036,338519,1995540,10793,774267,22085,334602,54497,2044055,23263,2229,0,53327,12928,228346,1122917,3929648,31696,5501670,43424,38174,127124,531583,2128987,24789,641656,781589,1333844,302181,6642803,291,121957,1793,791019,148691,9327,1043720,94864,4714,531,826940,330252,58184,18448,40872,542027,21720116,1985,41206,7993120,177,0,112348,19503,3072,4884,38836,643225,15796,3665,117901,143641,47912,2530805,9556,175049,146256,81186,304451,2172653,523411,91406,941133,42047,16710,6007
"4096_1",27878896,27147,79260,102744,2690,16515,23324,43008,131037,96430,929513,51562,477358,798399,230330,86464,22824,9706,1311363,134006,817315,36027,68091,69935,98215,103395,65633,6852,4290,6497,371123,83509,9311,7942,6161390,24645,48523,83612,101715,1729645,70379,17272,278664,562534,0,610538,29888006,199672,1289810,9717,936400,26128,267994,74154,2720706,27600,1230,0,56324,39224,346635,2581942,4947824,76457,7168967,28704,27213,125593,527032,2238337,20678,797468,786589,1139229,377539,4660484,484,23046,1026,726399,209417,5901,3326460,92574,6027,1217,923457,197011,63152,13101,24323,388249,21813234,1253,44302,7926193,259,0,43298,17030,2285,5200,39453,835745,32328,1347,150453,142361,59247,2694518,9690,177925,120287,86982,336593,2965033,273278,87148,1839572,57392,16694,13075
"4094_4",28804176,24899,74768,26816,6726,8838,29493,29375,120698,26370,831784,39126,36345,27163,218090,65912,41136,283,454606,40799,450194,20023,59706,69574,16967,47311,41415,2130,7265,4628,123720,22996,12590,5268,6458733,11040,35448,34015,75092,904379,36326,12550,97360,25684,469,646220,33531900,235135,1487660,7321,320768,2492,332589,794599,215060,18865,1931,2002,36343,914041,67529,443644,3355514,22855,6182105,30010,15018,132782,988255,846838,18419,361022,350385,2304259,189665,4430124,552,24209,2351,783390,173726,7171,57955,42532,4331,444,887360,26186,36274,22452,12084,341480,13563065,389,67030,8557205,0,384,38956,10017,1207,51101,48354,81296,8350,224,90467,51492,37011,284832,9942,124835,103520,97129,144109,1270636,179935,6853,817831,63048,24777,805
"4094_3",30045312,24617,72566,54687,5954,8108,31029,31972,133429,20404,908280,45918,35934,26758,229506,81222,39419,814,254809,39320,423277,24572,60257,48384,23681,77073,43529,7390,5642,3900,99471,10524,13270,8537,6742201,10480,37939,53260,71136,903223,37701,14032,177445,414375,0,664274,31885650,227873,896196,10160,329115,3717,342492,688510,148240,19690,630,1622,34189,1498436,174490,721339,3227862,19802,5971668,18181,14744,147703,868963,783927,27752,236121,388401,2191313,250610,4907267,248,28087,2316,810354,127218,7411,63896,53663,4889,345,667400,24362,58367,21090,10658,357358,15298792,0,47351,8149921,109,0,40975,8231,2897,13270,43678,64168,11549,119,88180,49016,36553,374733,13955,121150,117330,107571,156299,1523413,211221,9132,814137,55160,19237,1856
"4008_1",23762392,26589,75655,157659,4244,60427,39333,36704,126052,42277,1951736,53497,70944,152317,237282,68668,41968,5852,297464,65135,399304,23417,57469,31579,21144,192108,76210,10980,16599,5516,104382,20819,29106,10825,6609982,14989,40437,26052,101317,605974,61469,14345,343182,299888,0,610799,36839464,254625,821288,9668,967275,4798,261638,145691,120770,32164,541,3309,27050,4642356,280486,1866064,3790787,29654,6675916,13521,11342,136239,213735,1195419,48752,137354,329443,2398810,157134,4616947,349,34590,1835,930946,93535,171443,5300762,42832,7175,1442,595220,37648,51458,613283,13219,455029,14241105,10253,47563,8451971,212,0,69042,8384,1890,28128,40278,56945,11884,704,126038,60875,49062,4142023,18236,106517,126935,42990,503732,1637885,405057,25481,792531,50034,30263,28298
"4094_2",27957306,25927,79556,10283,8310,6459,27649,35771,123305,41301,694637,14663,24706,26225,238666,65694,35980,1509,296280,34451,390300,20319,55628,56112,31706,24052,37907,1736,7168,2777,98811,21943,14630,6843,6465311,8851,31807,38084,121350,882204,40389,11329,41573,464260,0,613842,31555932,242736,747995,8990,433219,2570,332730,754926,241338,14460,812,1510,43739,1403045,213750,676408,3261337,18970,5812550,15449,12410,125426,750326,748250,27415,360392,439844,2185576,234797,3928339,513,23532,1319,788562,137652,6447,81656,52704,3990,1117,647507,21556,60034,14410,9038,351383,14839776,363,50473,7787624,173,0,44012,8854,1133,12619,64842,85696,5609,107,89044,65489,32502,313674,9873,131284,133951,125444,125447,1732303,165916,8042,684073,55673,23056,1304
"4094_1",29063188,25475,73518,28992,4659,7604,33357,38964,138610,32761,677158,123832,35088,18540,235510,76743,40769,689,273342,45562,409657,28576,60360,87636,30234,49995,42833,3625,7573,2959,74950,25496,11741,7376,7091062,11959,37782,47807,156617,1000504,33928,14967,104865,588607,10,670812,34441836,217340,656948,10546,538478,1897,323677,861370,218400,18010,566,2022,40378,1842103,292057,876950,3128325,26246,6318798,13037,16313,141730,1300211,748772,28850,339554,395505,2216847,260603,4714759,324,26881,2182,815828,171961,9771,164856,54907,4689,1065,712195,23873,64934,25943,12240,320607,15452134,980,58386,8067532,0,0,41065,8739,1060,13817,59959,83825,10989,212,98647,60914,34581,349184,11396,133631,184113,125179,130943,1509234,167228,7307,973469,63917,41407,2305
"4093_4",26040082,22258,72205,5963,5530,8431,13910,21903,59164,46203,431672,51414,390775,49579,186700,68186,6317,8275,207058,37181,548348,28810,35377,60757,97496,29065,55371,12048,149133,5741,29877,31956,15670,12096,6987874,12387,38278,38641,97496,1006768,46595,14455,19419,709910,0,520439,33598284,178054,536411,4476,1144683,9780,472758,39140,662855,34696,807,393,52816,1126186,303794,803617,1805027,41664,7898568,12918,12328,126772,287257,1657212,30808,536967,494745,2656552,205140,6099537,123,166539,1730,710965,100770,13022,2701423,57460,5868,727,503480,59970,50017,35068,21706,380242,20326638,615,35956,7895150,0,0,75833,19993,2123,3608,7413,107233,37338,593,108361,117250,44842,2092549,11493,155408,81754,47499,112373,2734904,514121,13652,808458,66066,9138,14787
"4093_3",27220238,26530,74188,63356,16781,10024,12399,25287,46163,29797,656803,4137,238147,77591,213973,43979,3128,15691,146330,47723,475480,23486,28253,66401,65792,77988,66538,3919,161100,2847,62386,25323,22511,7911,6832362,7748,42599,35636,95569,1333070,36691,16510,163188,637971,0,706424,33996960,188766,559948,2887,979873,8010,362937,42590,361465,34594,920,525,39963,17960,425846,434514,1708024,30997,8378083,12316,17479,127238,402098,1621624,31979,334318,474685,3144383,237177,8990332,1045,157256,20917,694966,139425,5804,1952100,67716,6316,1120,620543,66479,52661,15297,26021,343198,19642264,1292,34369,9307907,199,367,69684,12614,1571,4283,11717,71681,31481,570,129712,84866,43888,1758800,8245,147032,68773,68061,141428,2433427,509978,19171,1001851,54232,16951,14802
"4093_2",28924172,21154,79627,3088,6369,18532,12272,27816,56378,53719,1412577,13600,163364,90613,207659,37824,13866,3421,182213,57930,436607,39096,29244,92938,59262,49906,56415,7468,255982,2926,36221,30060,18180,9415,7076206,16583,43924,42896,90081,1527072,57995,14076,26352,924933,778,468730,30194010,174608,610864,3532,863656,8838,325620,59660,627441,20962,1057,0,43997,14277,359978,879504,1421437,33736,7904318,16366,21325,120024,405894,1176460,19777,648856,382690,1671123,238718,5558182,438,210323,2087,670001,195341,8833,1578612,53698,4872,407,1079803,61613,56964,31238,21416,374536,19772656,283,40413,7835832,149,0,89424,17855,2364,5631,5489,154515,40750,327,115369,89430,58482,1469904,9801,128554,69762,83221,194419,6545244,434971,24125,1237687,71195,10613,13935
"4093_1",32072448,30047,72809,92204,8199,17200,12404,30307,45901,28190,925902,26245,341915,109876,177461,110832,13423,11109,302772,62253,485848,36169,37820,41143,81539,120002,71683,8716,158233,19058,61470,34849,48649,8371,7214862,11598,54586,38459,109148,1133525,47340,19890,249303,1106519,0,595103,43851628,181766,550223,3524,625239,10872,498813,47284,510541,40441,0,860,43612,15982,251427,939217,1832630,57348,7039045,13812,21655,132426,259022,1944724,36850,507850,483049,3817015,308085,8992138,628,52794,1907,697261,108995,4897,1870381,58079,8822,741,621223,75268,60654,13510,21135,357514,25666546,0,40518,15684237,0,0,73813,15320,1621,4576,8649,125150,30315,416,135392,127274,49287,1374850,9693,158901,84968,75170,175604,2171280,791757,21025,1137165,64496,32676,11088
"4092_4",23649694,23123,83546,203918,9593,10631,8211,26923,59489,28374,488981,11207,107674,68154,258028,67358,2972,1818,191306,48195,350596,37227,32570,50336,63485,324692,41643,11092,3055,2360,66716,18965,12749,7518,5618138,11030,33072,46652,75585,1064860,34646,15866,796511,1611256,461,583257,31635622,268028,545797,3683,1601132,5352,324072,30920,533807,14137,0,0,33743,31891,382000,1173754,3670768,41416,4920912,17542,28293,99361,388087,1403207,23803,531437,386126,2561006,245563,4460680,605,170382,1301,701160,145064,3671,1120918,88796,5006,240,618001,50448,41347,11390,18993,336745,14113918,624,42999,6181319,107,0,55395,10468,1003,6640,10473,117988,21012,587,136808,90945,47580,326067,10777,126479,69083,90252,117964,2298673,190465,6084,1263036,53657,12956,8357
"4092_3",22595912,21881,76273,25161,8545,10016,16243,27007,56664,44802,969186,14753,239060,71252,129725,125823,13095,1768,225281,48604,565539,37371,39129,30837,64371,38740,67412,3776,778,2662,154105,27485,17793,7789,5582805,10698,34459,35722,88921,1191086,46240,13496,77081,1414211,0,431632,30872956,220956,596551,4178,1244872,7705,321844,45142,461871,21357,477,774,32142,21680,355323,992896,3802079,28532,6605488,15260,16404,129125,498114,1435583,24956,442616,404482,2537576,320860,6571336,232,184352,1229,905593,100047,7014,545627,60714,7107,487,624404,35595,47288,17394,14230,344141,15667624,249,44686,8839771,162,1297,45339,10591,3758,3475,6236,91601,13868,1143,156752,87807,42096,209209,12972,131688,86875,80729,274891,1221853,277177,2662,1135298,51984,10463,5790
"4092_2",19024100,18747,73993,106299,3195,27711,20198,22390,55117,36543,2548979,8866,183758,133657,83697,82883,10037,5470,161025,40523,463873,32265,33542,60133,49878,162049,62320,25589,8984,3451,26794,26539,29057,8957,4278821,9699,32648,73532,65761,773615,43818,15315,381479,676799,239,582844,23520290,228006,557579,4281,1536305,8276,363911,21964,271640,15011,1225,660,26111,4957,438919,246203,3513977,26104,4261606,13708,9146,116385,688780,1389676,26549,245536,377865,2321357,200291,8320237,439,217384,2088,730687,47401,33224,1281108,58846,6403,515,453022,42118,51621,92858,15381,351419,13089673,2010,38274,8736418,0,0,47778,9132,1291,2679,8358,55959,20021,106,90118,78093,34829,296024,13140,127954,82106,50608,519697,2221060,486665,6963,816147,53235,13180,8400
"4092_1",17623426,24131,61337,32458,10206,12709,15612,16903,46532,49371,905588,23780,94498,74790,200936,97871,8198,584,315070,52395,462500,19504,34618,48907,94569,50516,56242,7716,3559,3037,29281,31280,22101,6174,7015890,8969,35147,40700,130012,843426,46351,14841,101929,1570052,0,349780,33825652,181982,457555,3480,1517961,7496,370946,26991,651698,11876,0,0,33429,17311,350749,1090532,2704360,39555,4722450,11410,20192,107806,1302930,920916,28543,612898,419767,2353182,172822,5617575,0,356849,1029,656163,69351,71034,565421,65774,8526,554,505585,40086,47631,237870,21107,326118,15663873,7334,38217,6946217,0,0,92159,10468,8845,3140,9555,112764,18925,226,128215,121762,43224,263551,10531,137458,100587,40099,207033,8579213,221212,3517,584272,59196,12748,4746
"4007_4",19827122,19906,66326,11391,6076,12924,11690,26257,65311,19714,1698196,16773,172293,70187,185224,78979,15737,878,104829,52596,461365,15539,36819,25368,64738,37532,42586,12563,8768,3481,167,15285,7766,6646,5044188,10216,35012,30770,96191,803694,45217,12947,47124,2679748,0,338276,24018298,186397,367614,3795,469735,9625,294463,14306,356770,21460,0,1074,16357,2377922,333637,1390206,3041261,33856,4709358,8958,14056,81571,613788,1428309,27511,314993,377121,1956743,163078,3161288,409,193336,963,695430,115372,83930,314109,54568,3296,288,519014,47483,56136,238370,15508,264314,14033976,7286,38236,7407985,0,0,43521,13336,1423,4762,7117,59419,11367,149,107278,88659,38413,613616,8888,128040,72229,39176,343618,1042257,360654,12274,689905,60139,12755,4479
"4083_3",20393698,14782,67904,74527,6052,21996,15574,14236,107025,43269,3846902,25740,38243,53824,259724,89578,16229,3616,88106,56493,416720,35180,45959,40589,118439,106579,52102,6678,11717,2758,23281,39702,17100,6861,9205090,8833,30932,43680,91056,730647,39365,14206,208107,3675356,5721,327180,33053622,145032,240755,6925,738484,13184,288271,272,512391,29964,1030,0,12721,2132353,688630,977452,4008975,56563,6222882,7806,15940,86613,1021263,1243740,37409,222884,380809,1809510,151061,5498610,126,370267,893,582837,186484,244043,161427,49377,2744,260,591703,48978,25606,856364,16475,257607,9767489,19691,39230,6098235,0,153902,57803,10125,2433,8163,5387,37334,27943,56,162584,184315,35863,265476,11256,124226,83101,28741,548638,1088492,355323,12138,459639,70680,10356,2851
"4083_2",19830740,20359,64920,32137,3584,13635,14140,15229,91307,27940,2304468,12504,43620,35904,166236,76854,3731,919,70347,28809,492577,27833,40599,26864,87456,46021,44912,12517,9374,2682,54235,28052,7114,6925,7583587,10534,23155,46772,78304,640081,35467,13548,81981,1777307,2534,559900,27470618,155666,326936,6878,632059,12494,318694,1297,319898,19425,908,1000,36543,3114803,699504,1468515,3835467,27532,5295308,7268,10278,79390,675073,1201831,31406,134401,332045,1683771,139133,6356264,366,369849,564,649227,117367,273083,431500,43246,3066,425,536821,37595,28193,677620,14610,261132,9500746,18061,40721,6246454,94,14522,52709,8056,1201,9476,4501,26220,39359,123,112597,107203,33675,317819,9269,111584,93663,44218,372939,1490475,368688,12411,420946,47744,8198,5295
"4083_1",18098124,18758,65827,81722,6954,19196,13536,16036,96512,38037,2098908,13613,142669,61605,149089,99563,17167,2347,91267,38950,385423,28329,34087,19653,107794,116133,58356,8748,10095,951,46889,26553,17475,6174,7781175,5320,25500,48653,92622,596612,29645,14648,238433,2060340,870,486939,28734210,162104,306650,6117,743029,13885,345838,2591,1182073,19865,540,191,40751,2027343,589908,1029750,2580370,53257,6022734,7895,10310,78667,861118,948598,33923,352450,369953,1263641,157744,6198284,168,16474,825,637131,180354,201999,415729,51398,3213,350,590426,30374,29470,393744,11218,208401,9984816,14121,54559,6158133,0,83598,82840,6780,2409,8061,7179,46203,31778,202,146633,161935,33374,378984,13330,121315,105389,62029,431803,3922266,610753,14045,616601,51888,8134,3701
"4082_4",32865162,33739,93216,1370,21678,10583,18222,38298,112355,23853,858532,16738,215136,23046,309768,71502,36989,1181,463939,78619,451180,12271,58744,76588,25280,22231,69467,4998,7232,5837,152444,10445,41178,6916,5819632,8110,49395,41937,99822,1039957,29949,13007,27840,119117,0,563637,32047424,292972,1598507,8424,950712,45020,320435,1176778,276331,9343,4331,553,40732,1096594,135842,506944,4449480,25089,4414258,29758,12509,139433,1052039,1006460,15300,409509,405439,2826959,217047,4301612,401,30441,8470,878526,187165,8408,503295,51708,9932,831,857603,57878,35591,19111,13663,435266,18140570,1165,73676,9564232,106,537,65074,8961,1445,51130,53006,104011,16857,453,119475,58607,31551,1078587,16506,132878,77778,95712,217850,3195212,276433,10713,1083050,67376,11508,4630
"4082_3",33038550,25458,71290,1521,19797,10234,16953,37780,119733,42091,690905,59150,97918,32565,349629,72622,40672,987,452034,55268,567590,22021,61232,98276,25610,16311,61689,8296,14729,6774,76788,16324,36924,8339,4962582,7256,40638,45420,106420,732250,38521,11397,26681,137290,0,505689,29267494,277077,1514024,10395,1649427,41648,300710,563762,268028,8060,7022,2059,38134,1403402,135479,593599,3598847,28628,4530872,26831,10809,110083,1110965,807493,30489,364629,320514,2331281,127971,3510248,123,34678,6905,779776,92425,95239,399841,42339,7596,1544,590673,58591,34995,246457,16900,398590,16203780,7482,50126,8429995,0,0,56545,9422,2133,24624,49694,96561,20123,237,103841,70053,31466,1050930,10981,102703,88561,55638,185540,5333472,182737,12652,746706,50705,46397,5657
"4007_1",22438450,16696,56708,9680,8606,6534,11076,16641,63406,10963,880346,7734,138776,65080,185161,120491,13108,1133,137363,51841,472587,26955,38844,23526,35396,23841,40134,12874,8742,3255,60114,15600,5856,8188,5030450,7503,35922,34315,72710,789631,38416,14997,31623,1021513,0,319112,23884396,172715,642409,4187,778196,10176,282613,20100,211343,18759,0,284,10056,25039,246697,896806,3324673,19234,4165680,17147,18982,87431,869393,1335198,27010,177031,382559,1830524,158139,2693798,158,142386,1098,733379,81250,145595,161175,47921,7408,303,450866,38472,46311,415401,14396,280711,13058524,12016,37249,7088616,0,0,42512,8127,1222,4341,4568,43558,14542,917,55685,49635,46254,952913,10488,127243,95158,37174,228082,1615719,296916,11397,1159822,61074,11019,1832
"4082_2",30676852,28055,72634,5309,17933,8529,20992,36984,139610,12915,663334,160246,172192,26883,377465,75238,46131,2258,136671,49814,279315,25280,58109,32728,12067,15495,50505,4063,13435,4478,20222,22753,38484,8267,5359406,4261,41084,31683,45667,696839,40259,12498,26974,139760,841,519660,27395066,308742,981865,12483,1529344,33613,341315,247237,69500,4477,3708,3482,14712,1896298,170443,784840,1199740,18095,2801752,18935,10167,121172,675747,550367,39580,63545,356979,2409723,145186,3139420,324,33795,7022,759956,73611,169598,697184,40997,7475,1208,476807,61394,36169,481661,15478,494320,14538433,10265,62418,8971692,123,0,263045,6574,1750,25117,21773,45839,58350,333,98701,32729,34189,1723042,11490,124905,85915,53350,240092,30308786,122188,10219,940786,50715,12492,7574
