"","sample_id","GALACTITOL","MALIC ACID","HOMOCYSTINE","N-ACETYLTRYPTOPHAN","GLUTAMIC ACID","2-AMINO-2-METHYLPROPANOIC ACID","ELAIDIC ACID","ALLO-ISOLEUCINE","5-AMINOPENTANOIC ACID","BETA-LACTOSE","PANTOTHENIC ACID","ALLOTHREONINE","ALANINE","PYROGLUTAMIC ACID","ORNITHINE","PROLINE","TRIMETHYLAMINE N-OXIDE","PUTRESCINE","3-HYDROXYPROPIONIC ACID","1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID","CHOLINE","SERINE","4-AMINOPHENOL","CATECHOL","URACIL","CREATININE","BETAINE.1","4-METHYLCATECHOL","3-METHYLCATECHOL","TAURINE","5,6-DIHYDRO THYMINE","METFORMIN","PROPIONYLGLYCINE","CREATINE","ASPARAGINE","CINNAMALDEHYDE","5-HYDROXYINDOLE","1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE","HYPOXANTHINE","PHENYLACETIC ACID","TRIGONELLINE","2-AMINOBENZOIC ACID","1-METHYLNICOTINAMIDE","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","VALPROIC ACID","N-BUTYRYLGLYCINE","4-ACETAMIDOBUTANOIC ACID","DEOXYCARNITINE","GLUTAMINE","LYSINE","METHIONINE","4-ACETAMIDOPHENOL","3-AMINOSALICYLIC ACID","HISTIDINE","ISOVALERYLGLYCINE","CARNITINE","1,6-ANHYDRO-B-GLUCOSE","2-METHOXYCINNAMALDEHYDE","1,5-ANHYDRO-GLUCITOL","PHENYLALANINE","1-METHYLXANTHINE.1","3-METHYLXANTHINE","7-METHYLXANTHINE","4-HYDROXY-PHENYLGLYCINE","PYRIDOXAMINE","3-METHYLHISTIDINE","4-QUINOLINECARBOXYLIC ACID","AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID","PHENOLSULFONIC ACID","SUBERIC ACID","ARGININE","INDOLEACETIC ACID","CITRULLINE","SEROTONIN","HIPPURIC ACID","THEOPHYLLINE","PARAXANTHINE","PROPYLPARABEN","TYROSINE","1-METHYLURIC ACID","2,6-DIMETHOXYBENZOIC ACID","4-PYRIDOXIC ACID","PHOSPHOCHOLINE","AZELAIC ACID","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE","INDOLEPROPIONIC ACID","HOMOCITRULLINE","5-HYDROXYINDOLE-3-ACETIC ACID","2-METHYLHIPPURIC ACID","1,7-DIMETHYLURIC ACID","INDOLEPYRUVIC ACID","ACETYL-CARNITINE","TRYPTOPHAN","XANTHURENIC ACID","INDOLELACTIC ACID","KYNURENINE","OMEGA-HYDROXYDODECANOIC ACID","PROPIONYLCARNITINE","5-HYDROXY-TRYPTOPHAN","N-ACETYL-TYROSINE","TRYPTOPHAN ETHYL ESTER","BUPROPION","CYSTINE","URIDINE","BIOTIN","SN-GLYCERO-3-PHOSPHOCHOLINE","PHENYLACETYL-GLUTAMINE","ADENOSINE","INOSINE","DOXYLAMINE","ASP-PHE","OCTYL GALLATE","GUANOSINE","OCTANOYLCARNITINE","5'-METHYLTHIOADENOSINE","N-ACETYLNEURAMINATE","DECANOYLCARNITINE","OMEPRAZOLE","NIFEDIPINE","LISINOPRIL","DILTIAZEM","3-HYDROXYINDOLE"
"71","4008_4",1543,1790,671,9505,142265,234617,38168,34214532,6245534,7291,113034,286134,574463,784247,185005,6363276,2677430,24136,51692,82587,6604214,56926,12677,34879,774131,1148492,28785,27653,29397,82305,57636,392,40871,197828,27237,20153,23397,28723,709226,80279,254707,65984,5441,127841,42640,36369,65220,406705,924628,336300,2662980,3725,63866,46046,15614,3470148,105726,43761,41310,16615043,35561,57099,96147,1218,105764,29734,7801,5271,86386,99494,261384,189870,135833,139544,1136685,191139,706660,4868714,9770691,19383,608163,13710,24872,320443,51953,55473,5586,13037,3016,34990,36365,52995,23646290,10057,34640,338032,12904,193792,44740,3238,14146,2897,39029,50890,709,1255913,1142069,318,108883,590,974858,14454,49411,1683027,14389,31483,4277608,590,42965,125,498833,20831
"72","4008_3",928,11464,81,9992,109756,258003,35186,36547532,6077258,7128,106497,279392,555939,670892,157768,4182780,1245546,22722,63306,82325,6365996,66899,13782,23575,594932,1030815,26397,4970,17324,38816,61202,0,37593,228450,32828,15805,13574,29342,806693,47613,174731,57270,5529,74194,23449,26062,69776,418143,945433,362406,2590598,11482,64055,40927,12715,4203152,117715,43232,43587,15541040,92377,119325,232872,4903,115270,29386,7205,3952,77824,58754,309584,64109,128574,167390,1312030,234891,915421,4422058,8940004,22895,376259,25413,18136,126332,55584,90197,4961,11996,883,28378,49276,86629,30515408,10261,29119,414614,23606,218153,43269,1319,15677,5348,27117,51678,491,984613,416249,0,636858,518,487867,13970,170929,1380298,14134,28314,3364630,620,24309,132,194679,25526
"73","4008_2",2618,12827,492,7538,89666,201579,31313,32937478,6139862,7254,105013,254755,585226,655204,176417,4524427,1270406,25739,52710,75292,6678441,61748,17801,28048,669701,1096297,25571,23182,18909,66600,58168,0,44008,184183,36573,19793,19529,34555,607598,49428,334548,47607,5320,78732,31558,21244,67353,407943,931373,351385,2482195,3553,52103,45232,12119,3648404,113291,42441,37623,14318568,47856,72135,108696,1246,113161,29023,6987,5793,196691,53290,263598,90586,141134,158129,1001488,292205,909363,4118532,8661151,29768,311700,17819,20153,106570,49420,65461,7162,12846,3001,26072,44571,123317,22848086,9397,32058,338344,12505,220164,42049,920,14968,1729,26569,47132,2210,1010705,948145,0,500959,593,314800,15128,187778,1797150,14410,19985,4568483,416,36594,0,158912,16606
"74","4097_4",434,992,127,18147,99590,194360,225094,24154076,4474491,4855,86680,298675,512229,1269246,230808,2888323,8010664,13079,32111,87034,4807839,53081,138270,32830,1073608,897636,6639,10599,50587,99495,68118,202,47270,306201,25601,18590,48954,22786,635464,70115,572800,69417,7210,62390,11673,35272,65760,345377,719327,376100,2415824,8401,61981,58897,15181,2307058,59947,10517,12670,13758732,44062,67048,94357,4921,120738,48566,10901,7599,44564,61746,267594,66825,74326,5010,749584,617123,3320141,382580,6980936,19553,139540,13930,15195,291836,74622,361026,3778,16755,2563,31013,58579,1566004,26173340,8526,48561,391608,28608,454370,39631,2437,17916,70117,33069,70849,0,561178,547784,707,13754,374,35014,8335,7945,1363356,19607,5235,30993,244,7012,0,275912,20260
"75","4097_3",586,0,283,9116,114428,209918,259600,29097178,5379326,5559,36462,225900,473100,1197657,237963,3239165,3430396,11279,33986,69851,6241350,42351,216727,34297,838939,1014838,8205,31338,62427,85261,39573,0,41278,241598,21320,10251,80268,25780,533509,65035,720936,126115,4795,77241,8078,34541,53547,339506,641132,353764,2170692,4401,47299,55207,17023,2629359,81867,12383,11409,12652878,86861,104409,235670,670,112659,57094,8595,8827,54226,66970,272172,72636,77655,3897,382842,613778,3772504,242701,6906193,16733,127106,13695,13627,373809,63834,100943,2243,15440,1265,64046,50911,1593978,21499012,5789,40877,392103,22841,355070,35832,2482,17355,48612,22796,47998,990,607474,1243622,253,12336,581,12197,56275,6131,1139918,17905,4608,1806161,0,7331,89,306449,34229
"76","4096_4",2076,399,1283,10871,229047,306525,53370,38764008,8361635,8758,114607,271331,664446,1146576,244772,6211699,1407684,10869,53722,90765,8129586,64797,12272,31284,1434832,1505733,19177,12577,32439,113975,46087,285,50417,400781,31440,9883,51829,31097,942742,75645,249730,61750,6672,108329,28727,38753,59703,561654,794364,348345,2542562,7447,54352,48132,20329,4157866,114013,50604,36246,21606360,27757,54699,63541,7511,111060,29484,8389,17368,42426,90905,209822,83553,163596,93216,558376,265697,1480298,925357,8795916,19291,144650,141340,9202,392976,55340,103779,5739,15298,3038,39485,50018,1279038,31172320,7164,60984,480237,50040,776877,32905,3644,16357,702,25502,58859,1010,644453,786130,458,13746,611,1097605,35346,6680,2658327,10548,47380,6465234,260,42885,147,364403,16512
"77","4096_2",1793,1985,531,19503,148691,163838,121957,37578036,7581446,10793,117901,338519,650006,1234732,302181,6642803,2172653,9556,68786,87448,5501670,41206,5348,31696,941133,2128987,23263,67735,75162,81186,58565,0,47912,531583,26210,38174,145792,32969,826940,143641,523411,43177,8367,92412,16710,53327,60202,637559,791019,781589,1333844,8126,113476,94864,40872,3929648,141600,3996,20263,21720116,61115,114930,232901,1783,175049,145294,9344,22085,262988,643225,334602,591378,127124,146256,1043720,304451,781443,2530805,7993120,19193,1385426,22649,43424,2044055,112348,470261,4714,10141,1632,75687,58184,131389,32095700,6007,330252,542027,35647,228346,44734,3072,91406,0,24789,42047,2229,1995540,774267,7,18448,291,54497,15796,9327,1122917,16656,4884,12928,3665,38836,177,641656,28019
"78","4096_1",1026,1253,1217,17030,209417,230330,23046,29888006,6161390,9717,150453,199672,610538,1729645,377539,4660484,2965033,9690,68091,79260,7168967,44302,4290,76457,1839572,2238337,27600,83509,98215,86982,70379,0,59247,527032,27147,27213,83612,43008,923457,142361,273278,86464,2690,101715,16694,56324,65633,817315,726399,786589,1139229,6852,134006,92574,24323,4947824,131037,22824,23324,21813234,102744,103395,278664,6497,177925,69935,7942,26128,371123,835745,267994,798399,125593,120287,3326460,336593,929513,2694518,7926193,16515,1311363,9311,28704,2720706,43298,477358,6027,24645,9706,96430,63152,562534,27878896,13075,197011,388249,51562,346635,48523,2285,87148,0,20678,57392,1230,1289810,936400,0,13101,484,74154,32328,5901,2581942,17272,5200,39224,1347,39453,259,797468,36027
"79","4094_4",2351,389,444,10017,173726,218090,24209,33531900,6458733,7321,90467,235135,646220,904379,189665,4430124,1270636,9942,59706,74768,6182105,67030,7265,22855,817831,846838,18865,22996,16967,97129,36326,384,37011,988255,24899,15018,34015,29375,887360,51492,179935,65912,6726,75092,24777,36343,41415,450194,783390,350385,2304259,2130,40799,42532,12084,3355514,120698,41136,29493,13563065,26816,47311,97360,4628,124835,69574,5268,2492,123720,81296,332589,27163,132782,103520,57955,144109,831784,284832,8557205,8838,454606,12590,30010,215060,38956,36345,4331,11040,283,26370,36274,25684,28804176,805,26186,341480,39126,67529,35448,1207,6853,2002,18419,63048,1931,1487660,320768,469,22452,552,794599,8350,7171,443644,12550,51101,914041,224,48354,0,361022,20023
"80","4094_3",2316,0,345,8231,127218,229506,28087,31885650,6742201,10160,88180,227873,664274,903223,250610,4907267,1523413,13955,60257,72566,5971668,47351,5642,19802,814137,783927,19690,10524,23681,107571,37701,0,36553,868963,24617,14744,53260,31972,667400,49016,211221,81222,5954,71136,19237,34189,43529,423277,810354,388401,2191313,7390,39320,53663,10658,3227862,133429,39419,31029,15298792,54687,77073,177445,3900,121150,48384,8537,3717,99471,64168,342492,26758,147703,117330,63896,156299,908280,374733,8149921,8108,254809,13270,18181,148240,40975,35934,4889,10480,814,20404,58367,414375,30045312,1856,24362,357358,45918,174490,37939,2897,9132,1622,27752,55160,630,896196,329115,0,21090,248,688510,11549,7411,721339,14032,13270,1498436,119,43678,109,236121,24572
"81","4008_1",1835,10253,1442,8384,93535,237282,34590,36839464,6609982,9668,126038,254625,610799,605974,157134,4616947,1637885,18236,57469,75655,6675916,47563,16599,29654,792531,1195419,32164,20819,21144,42990,61469,0,49062,213735,26589,11342,26052,36704,595220,60875,405057,68668,4244,101317,30263,27050,76210,399304,930946,329443,2398810,10980,65135,42832,13219,3790787,126052,41968,39333,14241105,157659,192108,343182,5516,106517,31579,10825,4798,104382,56945,261638,152317,136239,126935,5300762,503732,1951736,4142023,8451971,60427,297464,29106,13521,120770,69042,70944,7175,14989,5852,42277,51458,299888,23762392,28298,37648,455029,53497,280486,40437,1890,25481,3309,48752,50034,541,821288,967275,0,613283,349,145691,11884,171443,1866064,14345,28128,4642356,704,40278,212,137354,23417
"82","4094_2",1319,363,1117,8854,137652,238666,23532,31555932,6465311,8990,89044,242736,613842,882204,234797,3928339,1732303,9873,55628,79556,5812550,50473,7168,18970,684073,748250,14460,21943,31706,125444,40389,0,32502,750326,25927,12410,38084,35771,647507,65489,165916,65694,8310,121350,23056,43739,37907,390300,788562,439844,2185576,1736,34451,52704,9038,3261337,123305,35980,27649,14839776,10283,24052,41573,2777,131284,56112,6843,2570,98811,85696,332730,26225,125426,133951,81656,125447,694637,313674,7787624,6459,296280,14630,15449,241338,44012,24706,3990,8851,1509,41301,60034,464260,27957306,1304,21556,351383,14663,213750,31807,1133,8042,1510,27415,55673,812,747995,433219,0,14410,513,754926,5609,6447,676408,11329,12619,1403045,107,64842,173,360392,20319
"83","4094_1",2182,980,1065,8739,171961,235510,26881,34441836,7091062,10546,98647,217340,670812,1000504,260603,4714759,1509234,11396,60360,73518,6318798,58386,7573,26246,973469,748772,18010,25496,30234,125179,33928,0,34581,1300211,25475,16313,47807,38964,712195,60914,167228,76743,4659,156617,41407,40378,42833,409657,815828,395505,2216847,3625,45562,54907,12240,3128325,138610,40769,33357,15452134,28992,49995,104865,2959,133631,87636,7376,1897,74950,83825,323677,18540,141730,184113,164856,130943,677158,349184,8067532,7604,273342,11741,13037,218400,41065,35088,4689,11959,689,32761,64934,588607,29063188,2305,23873,320607,123832,292057,37782,1060,7307,2022,28850,63917,566,656948,538478,10,25943,324,861370,10989,9771,876950,14967,13817,1842103,212,59959,0,339554,28576
"84","4093_4",1730,615,727,19993,100770,186700,166539,33598284,6987874,4476,108361,178054,520439,1006768,205140,6099537,2734904,11493,35377,72205,7898568,35956,149133,41664,808458,1657212,34696,31956,97496,47499,46595,0,44842,287257,22258,12328,38641,21903,503480,117250,514121,68186,5530,97496,9138,52816,55371,548348,710965,494745,2656552,12048,37181,57460,21706,1805027,59164,6317,13910,20326638,5963,29065,19419,5741,155408,60757,12096,9780,29877,107233,472758,49579,126772,81754,2701423,112373,431672,2092549,7895150,8431,207058,15670,12918,662855,75833,390775,5868,12387,8275,46203,50017,709910,26040082,14787,59970,380242,51414,303794,38278,2123,13652,393,30808,66066,807,536411,1144683,0,35068,123,39140,37338,13022,803617,14455,3608,1126186,593,7413,0,536967,28810
"85","4093_3",20917,1292,1120,12614,139425,213973,157256,33996960,6832362,2887,129712,188766,706424,1333070,237177,8990332,2433427,8245,28253,74188,8378083,34369,161100,30997,1001851,1621624,34594,25323,65792,68061,36691,367,43888,402098,26530,17479,35636,25287,620543,84866,509978,43979,16781,95569,16951,39963,66538,475480,694966,474685,3144383,3919,47723,67716,26021,1708024,46163,3128,12399,19642264,63356,77988,163188,2847,147032,66401,7911,8010,62386,71681,362937,77591,127238,68773,1952100,141428,656803,1758800,9307907,10024,146330,22511,12316,361465,69684,238147,6316,7748,15691,29797,52661,637971,27220238,14802,66479,343198,4137,425846,42599,1571,19171,525,31979,54232,920,559948,979873,0,15297,1045,42590,31481,5804,434514,16510,4283,17960,570,11717,199,334318,23486
"86","4093_2",2087,283,407,17855,195341,207659,210323,30194010,7076206,3532,115369,174608,468730,1527072,238718,5558182,6545244,9801,29244,79627,7904318,40413,255982,33736,1237687,1176460,20962,30060,59262,83221,57995,0,58482,405894,21154,21325,42896,27816,1079803,89430,434971,37824,6369,90081,10613,43997,56415,436607,670001,382690,1671123,7468,57930,53698,21416,1421437,56378,13866,12272,19772656,3088,49906,26352,2926,128554,92938,9415,8838,36221,154515,325620,90613,120024,69762,1578612,194419,1412577,1469904,7835832,18532,182213,18180,16366,627441,89424,163364,4872,16583,3421,53719,56964,924933,28924172,13935,61613,374536,13600,359978,43924,2364,24125,0,19777,71195,1057,610864,863656,778,31238,438,59660,40750,8833,879504,14076,5631,14277,327,5489,149,648856,39096
"87","4093_1",1907,0,741,15320,108995,177461,52794,43851628,7214862,3524,135392,181766,595103,1133525,308085,8992138,2171280,9693,37820,72809,7039045,40518,158233,57348,1137165,1944724,40441,34849,81539,75170,47340,0,49287,259022,30047,21655,38459,30307,621223,127274,791757,110832,8199,109148,32676,43612,71683,485848,697261,483049,3817015,8716,62253,58079,21135,1832630,45901,13423,12404,25666546,92204,120002,249303,19058,158901,41143,8371,10872,61470,125150,498813,109876,132426,84968,1870381,175604,925902,1374850,15684237,17200,302772,48649,13812,510541,73813,341915,8822,11598,11109,28190,60654,1106519,32072448,11088,75268,357514,26245,251427,54586,1621,21025,860,36850,64496,0,550223,625239,0,13510,628,47284,30315,4897,939217,19890,4576,15982,416,8649,0,507850,36169
"88","4092_4",1301,624,240,10468,145064,258028,170382,31635622,5618138,3683,136808,268028,583257,1064860,245563,4460680,2298673,10777,32570,83546,4920912,42999,3055,41416,1263036,1403207,14137,18965,63485,90252,34646,0,47580,388087,23123,28293,46652,26923,618001,90945,190465,67358,9593,75585,12956,33743,41643,350596,701160,386126,2561006,11092,48195,88796,18993,3670768,59489,2972,8211,14113918,203918,324692,796511,2360,126479,50336,7518,5352,66716,117988,324072,68154,99361,69083,1120918,117964,488981,326067,6181319,10631,191306,12749,17542,533807,55395,107674,5006,11030,1818,28374,41347,1611256,23649694,8357,50448,336745,11207,382000,33072,1003,6084,0,23803,53657,0,545797,1601132,461,11390,605,30920,21012,3671,1173754,15866,6640,31891,587,10473,107,531437,37227
"89","4092_3",1229,249,487,10591,100047,129725,184352,30872956,5582805,4178,156752,220956,431632,1191086,320860,6571336,1221853,12972,39129,76273,6605488,44686,778,28532,1135298,1435583,21357,27485,64371,80729,46240,1297,42096,498114,21881,16404,35722,27007,624404,87807,277177,125823,8545,88921,10463,32142,67412,565539,905593,404482,2537576,3776,48604,60714,14230,3802079,56664,13095,16243,15667624,25161,38740,77081,2662,131688,30837,7789,7705,154105,91601,321844,71252,129125,86875,545627,274891,969186,209209,8839771,10016,225281,17793,15260,461871,45339,239060,7107,10698,1768,44802,47288,1414211,22595912,5790,35595,344141,14753,355323,34459,3758,2662,774,24956,51984,477,596551,1244872,0,17394,232,45142,13868,7014,992896,13496,3475,21680,1143,6236,162,442616,37371
"90","4092_2",2088,2010,515,9132,47401,83697,217384,23520290,4278821,4281,90118,228006,582844,773615,200291,8320237,2221060,13140,33542,73993,4261606,38274,8984,26104,816147,1389676,15011,26539,49878,50608,43818,0,34829,688780,18747,9146,73532,22390,453022,78093,486665,82883,3195,65761,13180,26111,62320,463873,730687,377865,2321357,25589,40523,58846,15381,3513977,55117,10037,20198,13089673,106299,162049,381479,3451,127954,60133,8957,8276,26794,55959,363911,133657,116385,82106,1281108,519697,2548979,296024,8736418,27711,161025,29057,13708,271640,47778,183758,6403,9699,5470,36543,51621,676799,19024100,8400,42118,351419,8866,438919,32648,1291,6963,660,26549,53235,1225,557579,1536305,239,92858,439,21964,20021,33224,246203,15315,2679,4957,106,8358,0,245536,32265
"91","4092_1",1029,7334,554,10468,69351,200936,356849,33825652,7015890,3480,128215,181982,349780,843426,172822,5617575,8579213,10531,34618,61337,4722450,38217,3559,39555,584272,920916,11876,31280,94569,40099,46351,0,43224,1302930,24131,20192,40700,16903,505585,121762,221212,97871,10206,130012,12748,33429,56242,462500,656163,419767,2353182,7716,52395,65774,21107,2704360,46532,8198,15612,15663873,32458,50516,101929,3037,137458,48907,6174,7496,29281,112764,370946,74790,107806,100587,565421,207033,905588,263551,6946217,12709,315070,22101,11410,651698,92159,94498,8526,8969,584,49371,47631,1570052,17623426,4746,40086,326118,23780,350749,35147,8845,3517,0,28543,59196,0,457555,1517961,0,237870,0,26991,18925,71034,1090532,14841,3140,17311,226,9555,0,612898,19504
"92","4007_4",963,7286,288,13336,115372,185224,193336,24018298,5044188,3795,107278,186397,338276,803694,163078,3161288,1042257,8888,36819,66326,4709358,38236,8768,33856,689905,1428309,21460,15285,64738,39176,45217,0,38413,613788,19906,14056,30770,26257,519014,88659,360654,78979,6076,96191,12755,16357,42586,461365,695430,377121,1956743,12563,52596,54568,15508,3041261,65311,15737,11690,14033976,11391,37532,47124,3481,128040,25368,6646,9625,167,59419,294463,70187,81571,72229,314109,343618,1698196,613616,7407985,12924,104829,7766,8958,356770,43521,172293,3296,10216,878,19714,56136,2679748,19827122,4479,47483,264314,16773,333637,35012,1423,12274,1074,27511,60139,0,367614,469735,0,238370,409,14306,11367,83930,1390206,12947,4762,2377922,149,7117,0,314993,15539
"93","4083_3",893,19691,260,10125,186484,259724,370267,33053622,9205090,6925,162584,145032,327180,730647,151061,5498610,1088492,11256,45959,67904,6222882,39230,11717,56563,459639,1243740,29964,39702,118439,28741,39365,153902,35863,1021263,14782,15940,43680,14236,591703,184315,355323,89578,6052,91056,10356,12721,52102,416720,582837,380809,1809510,6678,56493,49377,16475,4008975,107025,16229,15574,9767489,74527,106579,208107,2758,124226,40589,6861,13184,23281,37334,288271,53824,86613,83101,161427,548638,3846902,265476,6098235,21996,88106,17100,7806,512391,57803,38243,2744,8833,3616,43269,25606,3675356,20393698,2851,48978,257607,25740,688630,30932,2433,12138,0,37409,70680,1030,240755,738484,5721,856364,126,272,27943,244043,977452,14206,8163,2132353,56,5387,0,222884,35180
"94","4083_2",564,18061,425,8056,117367,166236,369849,27470618,7583587,6878,112597,155666,559900,640081,139133,6356264,1490475,9269,40599,64920,5295308,40721,9374,27532,420946,1201831,19425,28052,87456,44218,35467,14522,33675,675073,20359,10278,46772,15229,536821,107203,368688,76854,3584,78304,8198,36543,44912,492577,649227,332045,1683771,12517,28809,43246,14610,3835467,91307,3731,14140,9500746,32137,46021,81981,2682,111584,26864,6925,12494,54235,26220,318694,35904,79390,93663,431500,372939,2304468,317819,6246454,13635,70347,7114,7268,319898,52709,43620,3066,10534,919,27940,28193,1777307,19830740,5295,37595,261132,12504,699504,23155,1201,12411,1000,31406,47744,908,326936,632059,2534,677620,366,1297,39359,273083,1468515,13548,9476,3114803,123,4501,94,134401,27833
"95","4083_1",825,14121,350,6780,180354,149089,16474,28734210,7781175,6117,146633,162104,486939,596612,157744,6198284,3922266,13330,34087,65827,6022734,54559,10095,53257,616601,948598,19865,26553,107794,62029,29645,83598,33374,861118,18758,10310,48653,16036,590426,161935,610753,99563,6954,92622,8134,40751,58356,385423,637131,369953,1263641,8748,38950,51398,11218,2580370,96512,17167,13536,9984816,81722,116133,238433,951,121315,19653,6174,13885,46889,46203,345838,61605,78667,105389,415729,431803,2098908,378984,6158133,19196,91267,17475,7895,1182073,82840,142669,3213,5320,2347,38037,29470,2060340,18098124,3701,30374,208401,13613,589908,25500,2409,14045,191,33923,51888,540,306650,743029,870,393744,168,2591,31778,201999,1029750,14648,8061,2027343,202,7179,0,352450,28329
"96","4082_4",8470,1165,831,8961,187165,309768,30441,32047424,5819632,8424,119475,292972,563637,1039957,217047,4301612,3195212,16506,58744,93216,4414258,73676,7232,25089,1083050,1006460,9343,10445,25280,95712,29949,537,31551,1052039,33739,12509,41937,38298,857603,58607,276433,71502,21678,99822,11508,40732,69467,451180,878526,405439,2826959,4998,78619,51708,13663,4449480,112355,36989,18222,18140570,1370,22231,27840,5837,132878,76588,6916,45020,152444,104011,320435,23046,139433,77778,503295,217850,858532,1078587,9564232,10583,463939,41178,29758,276331,65074,215136,9932,8110,1181,23853,35591,119117,32865162,4630,57878,435266,16738,135842,49395,1445,10713,553,15300,67376,4331,1598507,950712,0,19111,401,1176778,16857,8408,506944,13007,51130,1096594,453,53006,106,409509,12271
"97","4082_3",6905,7482,1544,9422,92425,349629,34678,29267494,4962582,10395,103841,277077,505689,732250,127971,3510248,5333472,10981,61232,71290,4530872,50126,14729,28628,746706,807493,8060,16324,25610,55638,38521,0,31466,1110965,25458,10809,45420,37780,590673,70053,182737,72622,19797,106420,46397,38134,61689,567590,779776,320514,2331281,8296,55268,42339,16900,3598847,119733,40672,16953,16203780,1521,16311,26681,6774,102703,98276,8339,41648,76788,96561,300710,32565,110083,88561,399841,185540,690905,1050930,8429995,10234,452034,36924,26831,268028,56545,97918,7596,7256,987,42091,34995,137290,33038550,5657,58591,398590,59150,135479,40638,2133,12652,2059,30489,50705,7022,1514024,1649427,0,246457,123,563762,20123,95239,593599,11397,24624,1403402,237,49694,0,364629,22021
"98","4007_1",1098,12016,303,8127,81250,185161,142386,23884396,5030450,4187,55685,172715,319112,789631,158139,2693798,1615719,10488,38844,56708,4165680,37249,8742,19234,1159822,1335198,18759,15600,35396,37174,38416,0,46254,869393,16696,18982,34315,16641,450866,49635,296916,120491,8606,72710,11019,10056,40134,472587,733379,382559,1830524,12874,51841,47921,14396,3324673,63406,13108,11076,13058524,9680,23841,31623,3255,127243,23526,8188,10176,60114,43558,282613,65080,87431,95158,161175,228082,880346,952913,7088616,6534,137363,5856,17147,211343,42512,138776,7408,7503,1133,10963,46311,1021513,22438450,1832,38472,280711,7734,246697,35922,1222,11397,284,27010,61074,0,642409,778196,0,415401,158,20100,14542,145595,896806,14997,4341,25039,917,4568,0,177031,26955
"99","4082_2",7022,10265,1208,6574,73611,377465,33795,27395066,5359406,12483,98701,308742,519660,696839,145186,3139420,30308786,11490,58109,72634,2801752,62418,13435,18095,940786,550367,4477,22753,12067,53350,40259,0,34189,675747,28055,10167,31683,36984,476807,32729,122188,75238,17933,45667,12492,14712,50505,279315,759956,356979,2409723,4063,49814,40997,15478,1199740,139610,46131,20992,14538433,5309,15495,26974,4478,124905,32728,8267,33613,20222,45839,341315,26883,121172,85915,697184,240092,663334,1723042,8971692,8529,136671,38484,18935,69500,263045,172192,7475,4261,2258,12915,36169,139760,30676852,7574,61394,494320,160246,170443,41084,1750,10219,3482,39580,50715,3708,981865,1529344,841,481661,324,247237,58350,169598,784840,12498,25117,1896298,333,21773,123,63545,25280
"100","4082_1",5822,6385,2038,12139,109863,245540,31876,25935586,4576681,10180,103204,274891,567766,706022,145096,3946618,1921134,12238,69983,84546,4056333,50854,15695,25971,545262,1045668,13990,9303,20714,42875,33199,0,35171,555600,27795,16162,34016,31050,776246,72291,406987,70196,17575,101236,38378,24913,50731,654557,825455,337852,2330796,5342,51151,45829,14452,3829739,134953,44783,19141,15992522,15647,41835,49184,7043,113670,80858,8868,37999,215002,106789,392135,22728,129567,83003,890363,385113,2217362,973742,9929165,19399,420979,49627,25859,307519,71286,328821,10951,5647,3425,43335,32024,46764,27117412,8788,47680,484036,90998,93636,60136,3188,14881,6020,26631,59903,2286,1390557,1573164,0,414723,408,599540,18445,91910,615507,10138,25651,1572061,708,43653,0,493478,18967
"101","4081_4",3327,1177,135,18738,107350,104995,204167,21197520,5284518,4556,38484,234872,549935,592999,190893,3107208,1563543,15786,27909,69906,4985023,37594,2872,4238,790859,1229596,13671,10367,2884,58469,35933,0,31407,717613,20146,8983,35846,13076,753271,1727,157687,148815,5353,43639,8070,6581,37752,476889,769871,429703,1102363,15071,30052,44456,13440,3062143,71497,5885,4865,9274063,21779,37415,59338,3980,137762,62157,7341,2826,56292,2927,370408,57077,107451,48245,641485,124729,671341,1221528,5779946,11759,3078,30520,8106,1302,54515,422701,4123,11829,1392,10161,45163,1477712,16121318,4889,40699,319870,17899,369073,39872,778,2534,125,28034,71783,1473,321066,706627,1300,35314,0,5313,13161,3405,755764,10220,2025,1612070,205,517,0,247,13639
"102","4081_3",3000,0,0,27872,85439,118020,361454,25885564,5464538,4070,197828,261235,595127,606051,178535,3432661,1682840,14553,31655,77511,5245636,36982,8907,56821,699393,1330089,14517,38999,140551,53301,40394,0,43375,738083,20896,13020,36304,17503,491109,187407,175035,174656,4823,93705,12246,40943,41957,504879,779931,436307,1601230,19460,35675,42403,15735,3141548,64884,2521,5584,11507795,15905,43167,66156,4328,145362,61651,8951,3340,18137,59316,417416,71817,112674,67173,756158,142205,780571,717070,6435580,9388,154304,30707,10903,582181,50619,434780,4547,4696,1666,61048,39855,1181086,19415896,4763,50014,376602,11209,365146,38295,1541,3583,0,28753,50249,0,426220,783125,3,20490,0,4574,19156,5028,926576,12323,4211,2016801,239,9081,164,330289,41025
