"","sample_id","Acidaminococcus_fermentans","Acidaminococcus_intestini","Actinomyces_odontolyticus","Adlercreutzia_equolifaciens","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_massiliensis","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Allisonella_histaminiformans","Alloprevotella_rava","Anaerostipes_butyraticus","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerotruncus_colihominis","Anaerovorax_odorimutans","Bacteroides_barnesiae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_clarus","Bacteroides_coagulans","Bacteroides_coprocola","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecichinchillae","Bacteroides_faecis","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_intestinalis","Bacteroides_massiliensis","Bacteroides_nordii","Bacteroides_ovatus","Bacteroides_pectinophilus","Bacteroides_plebeius","Bacteroides_salanitronis","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Bifidobacterium_adolescentis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bifidobacterium_stercoris","Bilophila_wadsworthia","Blautia_coccoides","Blautia_glucerasea","Blautia_hansenii","Blautia_luti","Blautia_producta","Blautia_stercoris","Brachyspira_aalborgi","Butyricicoccus_pullicaecorum","Butyricimonas_virosa","Butyrivibrio_crossotus","Carnobacterium_divergens","Carnobacterium_maltaromaticum","Catabacter_hongkongensis","Catenibacterium_mitsuokai","Christensenella_minuta","Cloacibacillus_evryensis","Cloacibacillus_porcorum","Clostridium_algidixylanolyticum","Clostridium_aminophilum","Clostridium_bartlettii","Clostridium_bolteae","Clostridium_cellulosi","Clostridium_chauvoei","Clostridium_citroniae","Clostridium_clostridioforme","Clostridium_disporicum","Clostridium_fusiformis","Clostridium_glycyrrhizinilyticum","Clostridium_hathewayi","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_lavalense","Clostridium_leptum","Clostridium_methylpentosum","Clostridium_neonatale","Clostridium_nexile","Clostridium_paraputrificum","Clostridium_propionicum","Clostridium_ramosum","Clostridium_scindens","Clostridium_spiroforme","Clostridium_stercorarium","Clostridium_symbiosum","Clostridium_xylanolyticum","Clostridium_xylanovorans","Collinsella_aerofaciens","Collinsella_tanakaei","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Coriobacterium_glomerans","Dialister_invisus","Dialister_propionicifaciens","Dialister_succinatiphilus","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Eggerthella_sinensis","Enterococcus_avium","Enterococcus_faecium","Enterorhabdus_caecimuris","Escherichia_coli","Eubacterium_biforme","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_limosum","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_siraeum","Eubacterium_tenue","Eubacterium_ventriosum","Eubacterium_xylanophilum","Faecalibacterium_prausnitzii","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Fusobacterium_mortiferum","Fusobacterium_varium","Gordonibacter_pamelaeae","Haemophilus_parainfluenzae","Holdemania_filiformis","Hydrogenoanaerobacterium_saccharovorans","Intestinimonas_butyriciproducens","Lachnospira_pectinoschiza","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_mucosae","Lactobacillus_reuteri","Lactobacillus_rogosae","Lactobacillus_sakei","Lactobacillus_salivarius","Lactococcus_lactis","Lactonifactor_longoviformis","Megamonas_hypermegale","Megasphaera_elsdenii","Megasphaera_micronuciformis","Mitsuokella_jalaludinii","Odoribacter_laneus","Odoribacter_splanchnicus","Olsenella_uli","Olsenella_umbonata","Oscillibacter_valericigenes","Oxalobacter_formigenes","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_merdae","Paraprevotella_clara","Paraprevotella_xylaniphila","Parasutterella_excrementihominis","Parvimonas_micra","Pediococcus_acidilactici","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Prevotella_copri","Prevotella_oryzae","Prevotella_stercorea","Pseudobutyrivibrio_ruminis","Pseudoflavonifractor_capillosus","Rikenella_microfusus","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Rothia_mucilaginosa","Ruminococcus_albus","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Selenomonas_bovis","Slackia_isoflavoniconvertens","Sneathia_sanguinegens","Solobacterium_moorei","Streptococcus_anginosus","Streptococcus_australis","Streptococcus_gordonii","Streptococcus_mitis","Streptococcus_mutans","Streptococcus_oralis","Streptococcus_parasanguinis","Streptococcus_pasteurianus","Streptococcus_pleomorphus","Streptococcus_salivarius","Streptococcus_thermophilus","Subdoligranulum_variabile","Sutterella_stercoricanis","Sutterella_wadsworthensis","Terrahaemophilus_aromaticivorans","Turicibacter_sanguinis","Varibaculum_cambriense","Veillonella_parvula","Veillonella_ratti","Victivallis_vadensis"
"27","SC028-T3",0,0,0,0,0,0,0,0.00192525481313703,0.0200453001132503,0,0,0,0,0,0,0.056964892412231,0,0,0,0,0,0,0,0,0.0443941109852775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305775764439411,0.0373725934314836,0,0.0246885617214043,0.0821064552661382,0.0014722536806342,0,0,0.0439411098527746,0.0278595696489241,0,0,0,0,0,0.0185730464326161,0,0,0,0.00339750849377123,0.00271800679501699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600226500566251,0,0.0292185730464326,0,0,0.0114382785956965,0,0,0,0,0.0014722536806342,0,0,0,0,0,0.00135900339750849,0,0,0.0159682899207248,0,0,0,0.00351075877689694,0,0,0,0.0150622876557191,0,0,0,0,0,0,0,0,0.00215175537938845,0.00532276330690827,0,0.0313703284258211,0,0,0,0.00985277463193658,0,0,0.00158550396375991,0,0.315855039637599,0.00339750849377123,0.0139297848244621,0,0,0,0,0,0,0,0.0146092865232163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00770101925254813,0,0,0.0173272933182333,0,0,0,0.0109852774631937,0,0,0,0,0,0,0,0,0,0,0,0.000453001132502831,0,0.0195922989807475,0,0,0.014722536806342,0,0.00554926387315968,0,0,0,0,0,0,0.0317100792751982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161947904869762,0,0.00713476783691959,0,0.0130237825594564,0,0.00498301245753114,0,0,0,0
"28","SC028-T4",0,0,0,0,0,0.00335763622409823,0,0,0.022544128933231,0,0,0,0,0,0,0.0535303146584804,0,0,0,0.00940138142747506,0,0,0,0,0.0283960092095165,0,0,0,0,0,0.0539140445126631,0,0,0,0,0,0,0,0,0.0481580966999233,0,0,0.0371258633921719,0.0112240982348427,0,0.00326170376055257,0.0663852647735994,0.0543937068303914,0,0.00278204144282425,0,0,0,0.0275326170376055,0,0,0,0,0.00335763622409823,0,0,0,0,0,0.00134305448963929,0,0,0,0,0,0,0,0,0,0.0172678434382195,0,0,0,0,0,0,0,0.022256331542594,0,0,0.010264773599386,0,0,0,0,0.00115118956254797,0,0,0,0,0,0,0,0,0,0,0,0,0.0115118956254797,0,0,0,0.0113200306983883,0,0,0,0,0,0,0,0,0.0021105141980046,0,0,0.0407712970069071,0,0,0,0.00364543361473523,0.000575594781273983,0,0,0,0.290771297006907,0.00278204144282425,0.0385648503453569,0,0,0,0,0,0,0,0.0184190330007675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124712202609363,0,0,0.00354950115118956,0,0,0.00182271680736761,0.00815425940138143,0,0,0,0,0,0.00470069071373753,0,0,0,0,0,0.000671527244819647,0,0,0,0,0,0,0.011991557943208,0,0,0,0,0,0,0.0238871834228703,0,0,0,0,0,0,0,0,0,0,0,0.00259017651573292,0,0,0.0141980046047583,0,0.00872985418265541,0,0.012279355333845,0,0.00805832693783576,0,0,0,0
"29","SC028-T5",0,0,0,0,0,0,0,0,0.0253117782909931,0,0,0,0,0,0,0.0431408775981524,0,0,0,0,0,0,0,0,0.052378752886836,0,0,0,0,0,0.00554272517321016,0,0,0,0,0,0.00914549653579677,0,0,0.0290069284064665,0,0.0231870669745958,0.00397228637413395,0.0117321016166282,0,0,0.0333487297921478,0.0104387990762125,0,0,0,0,0,0.0376905311778291,0,0.00517321016166282,0,0,0.00267898383371824,0.00471131639722864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151501154734411,0.00545034642032333,0,0,0,0,0.00711316397228637,0,0.00240184757505774,0,0,0,0,0,0,0,0.00175519630484988,0,0,0,0,0,0,0,0,0.0161662817551963,0,0,0,0.0133949191685912,0,0,0,0.0149653579676674,0,0,0,0,0,0,0,0,0,0,0.0265127020785219,0.00886836027713626,0,0,0.00397228637413395,0.00258660508083141,0,0,0.00535796766743649,0,0.377921478060046,0.00193995381062356,0.0146882217090069,0,0,0,0,0,0,0,0.0108083140877598,0,0,0,0,0.0210623556581986,0,0,0,0,0,0,0,0,0,0.0046189376443418,0,0,0.00785219399538106,0,0,0,0.00979214780600462,0,0,0,0,0,0.00434180138568129,0,0,0,0,0,0,0,0.016905311778291,0,0.0036027713625866,0.027066974595843,0,0.0106235565819861,0,0,0,0,0.00600461893764434,0,0.022540415704388,0.0173672055427252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217090069284065,0,0,0,0,0,0
"30","SC028-T6",0,0,0,0,0,0,0,0,0.0164418212478921,0,0,0.0021079258010118,0,0,0,0.0370151770657673,0,0,0,0,0,0,0,0,0.0487352445193929,0,0,0,0,0,0.00801011804384486,0,0,0,0,0,0,0,0,0.0259696458684654,0,0,0.0762225969645868,0.018212478920742,0.00278246205733558,0,0.0830522765598651,0.0174536256323777,0,0,0,0,0,0.0260539629005059,0,0,0,0.00564924114671164,0.00177065767284992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851602023608769,0,0,0,0,0,0.00345699831365936,0,0.00860033726812816,0,0,0,0,0,0,0,0.00109612141652614,0,0,0,0,0,0,0,0,0.0131534569983137,0,0,0,0.00623946037099494,0,0,0,0.00682967959527825,0,0,0,0,0,0,0,0,0,0.00649241146711636,0.00893760539629005,0.0125632377740304,0,0,0,0.0081787521079258,0,0,0.00623946037099494,0,0.288954468802698,0,0.0351602023608769,0,0,0.000421585160202361,0,0,0,0,0.00733558178752108,0,0,0,0,0.00345699831365936,0,0,0,0,0,0,0,0,0,0,0,0,0.0021079258010118,0,0,0,0.00202360876897133,0,0,0,0,0,0.00446880269814503,0,0,0,0,0,0.000252951096121417,0,0.0595278246205734,0.00733558178752108,0,0.0545531197301855,0,0.00497470489038786,0,0,0,0,0.0051433389544688,0,0.0168634064080944,0.0172849915682968,0,0,0,0,0,0,0,0,0,0,0.00556492411467116,0,0,0,0,0,0,0.0199831365935919,0,0.00480607082630691,0,0,0,0
"31","SC030-T1",0,0,0,0,0,0,0,0,0,0,0.00111664662429136,0,0,0,0,0.0138292389623776,0,0.00249098093111149,0,0,0,0,0,0,0.0249957052052912,0,0,0,0,0.00781652637003951,0,0,0,0.0164920116818416,0,0,0,0.213623088816355,0,0.0454389280192407,0,0,0,0.0097062360419172,0,0,0.0479299089503522,0.120769627211819,0,0.00334993987287408,0,0.0061845043806906,0,0.0203573269197732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236213708984711,0,0,0,0,0,0,0,0.00446658649716544,0,0,0,0,0,0.00257687682528775,0.00446658649716544,0,0,0,0,0,0,0,0.00343583576705034,0,0,0,0,0,0,0,0,0.00180381377770143,0,0.0134856553856726,0,0.00171791788352517,0,0,0,0,0,0,0,0,0.0374506098608487,0,0,0,0,0.000687167153410067,0,0,0,0.180123690087614,0.000687167153410067,0.0481017007387047,0,0.00137433430682013,0,0,0,0,0,0.0216457653324171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163202198934891,0,0,0,0,0,0,0,0,0,0.0158907404226078,0,0,0,0,0,0.00146023020099639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987802783026971,0.0523964954475176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369352344957911,0,0.0020615014602302,0,0,0,0
"32","SC030-T2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110885112525425,0.00164031231546486,0.00715176169542681,0,0,0,0,0,0,0.0179778229774949,0,0,0,0,0.00747982415851978,0,0,0,0.0124007611049144,0,0,0,0.286332917787547,0,0.130962535266715,0,0,0,0.00557706187258054,0,0,0.0178465979922577,0.0373991207925989,0,0.00321501213831113,0,0,0,0.00807033659208713,0,0,0,0,0.00229643724165081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688931172495243,0,0,0,0,0,0,0.00170592480808346,0,0,0,0,0,0,0.00538022439472476,0.0061019618135293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282133718259957,0.007282986680664,0,0,0,0,0,0,0,0.000262449970474378,0.00498654943901319,0.0417951577980447,0.0318220589200184,0,0,0,0,0,0,0,0,0.202414539728364,0.00209959976379503,0.0410734203792402,0,0.00229643724165081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00780788662161276,0,0,0,0,0,0,0,0,0,0.0151564857948953,0,0,0,0,0,0,0,0,0.00262449970474378,0,0.00393674955711567,0,0,0,0,0,0,0,0,0.00104979988189751,0.0286070467817072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331999212650089,0,0.0012466373597533,0,0,0,0
"33","SC030-T3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124594075154086,0.00145801577307973,0.00503678176154815,0,0.00934455563655643,0,0,0,0,0.015375439061568,0,0,0,0,0.00324739876731394,0,0,0,0,0,0,0,0.268937636688979,0,0.115116972629068,0,0,0,0.0186891112731129,0,0,0.0514944661674067,0.18178805752535,0,0,0,0,0,0.0127907747365631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149777983961826,0,0,0,0,0.00934455563655643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000927828219232554,0.00377758632116111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510305520577904,0.00722380542116774,0,0.000729007886539863,0,0,0,0,0,0,0,0,0.0426800980846975,0,0,0,0,0,0,0,0,0.120220027834847,0.0019882033269269,0.0227317913711976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189542050500364,0,0,0,0,0,0.00291603154615945,0,0.00178938299423421,0,0,0,0,0,0,0,0,0,0,0,0,0.00702498508847505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438730200808536,0,0,0,0,0,0
"34","SC030-T4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047426527756181,0.0017882133416265,0.00318768465246462,0,0,0,0,0,0,0.0189706111024724,0,0,0,0,0.00909656352044783,0,0,0,0.0157829264500078,0,0,0,0.16910278339294,0,0.0659306484217074,0,0,0,0.0163271652931115,0,0,0.0373969833618411,0.137070440055979,0,0.00241020059088789,0,0,0,0.0195925983517338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179598818224226,0,0,0,0,0,0,0,0.00637536930492925,0,0,0,0,0,0.00458715596330275,0.00567563364951019,0,0,0.00062198724926139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124397449852278,0,0,0,0,0,0,0,0.000233245218473021,0.0062198724926139,0.0279116778106049,0.0501477219716996,0,0,0,0,0,0,0,0,0.17345669413777,0.00209920696625719,0.0305551236199658,0,0,0,0,0,0,0,0.0119732545482818,0.00256569740320323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497589799409112,0,0,0,0,0,0,0,0.000233245218473021,0,0.0139169647022236,0,0,0,0,0,0,0,0.00101072928004976,0,0,0.00419841393251438,0,0,0,0,0,0,0,0,0.00334318146477997,0.0235577670657752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00808583424039807,0,0,0.0417508941066708,0,0.00202145856009952,0,0,0,0
"35","SC030-T5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735997644807537,0.0611614042835063,0.00382718775299919,0.0161919481857658,0,0,0,0,0,0,0.0242879222786487,0,0,0,0,0.00250239199234562,0,0,0,0.00868477220872893,0,0,0,0.278501508795172,0,0.0604990064031795,0,0,0,0.0117023625524398,0,0,0.0374622801207036,0.188341797306249,0,0.00183999411201884,0,0.000294399057923015,0,0.00750717597703687,0.00426878633988371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079487745639214,0.00964156914697873,0,0,0.00147199528961507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00375358798851844,0.0114079634945168,0,0,0,0,0.00625597998086406,0,0,0,0,0.0131743578420549,0.0658717892102745,0,0,0,0,0,0,0,0,0.056156620298815,0.00183999411201884,0.0071391771546331,0,0.00147199528961507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161919481857658,0,0,0,0,0,0,0,0,0,0.0102303672628248,0,0,0,0,0,0,0.00198719364098035,0,0,0.0188415397070729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196511371163612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010451166556267,0,0,0.0432766615146832,0,0,0,0,0,0
"36","SC030-T6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312158917266972,0.00203740085861893,0.0090227752310267,0,0.00363821581896238,0,0,0,0,0,0,0,0,0,0.00327439423706614,0,0,0,0,0,0,0,0.259404787892018,0,0.0662882922214946,0,0,0,0.0150622134905043,0,0,0.0355089863930728,0.151422542385214,0,0.00225569380775668,0,0,0,0.00647602415775304,0.00196463654223969,0,0,0,0,0,0,0,0.000509350214654733,0,0,0,0,0,0,0,0,0,0,0.00341992286982464,0.0184093720439496,0,0,0,0,0,0,0,0.0198646583715346,0,0,0,0,0.000654878847413229,0.00327439423706614,0.00509350214654733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807683911809649,0.00691261005602852,0,0.00101870042930947,0,0,0,0,0,0,0,0.0296150767663538,0.0288874336025613,0,0,0,0,0,0,0,0,0.155060758204177,0.00349268718620389,0.0288874336025613,0,0.00181910790948119,0,0,0,0,0,0.00232845812413592,0,0,0,0,0,0,0,0.00101870042930947,0,0,0,0,0,0,0,0,0,0.0061122025758568,0,0,0,0,0,0,0.00574838099396056,0,0,0.0211744160663611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996871134395692,0.00844066069999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633049552499454,0,0,0.0363093938732446,0,0,0,0,0,0
"37","SC033-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127033492822966,0,0,0,0.0700956937799043,0,0,0,0,0,0,0,0,0.0225677830940989,0,0.17615629984051,0,0.11866028708134,0,0.0556618819776715,0,0,0.0380382775119617,0,0,0,0,0,0,0.005103668261563,0,0.00414673046251994,0,0.0543062200956938,0,0,0,0.0076555023923445,0.00287081339712919,0,0,0,0,0,0,0,0,0,0,0,0.00334928229665072,0,0,0,0,0.00175438596491228,0.00207336523125997,0,0,0.00207336523125997,0,0,0,0,0,0,0,0,0.017304625199362,0.0032695374800638,0,0,0.00590111642743222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311004784688995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133971291866029,0.00390749601275917,0,0,0.00558213716108453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263157894736842,0,0,0.00534290271132376,0.0141945773524721,0,0,0,0,0,0,0.0121212121212121,0,0,0,0,0.00215311004784689,0,0,0.0106060606060606,0.0139553429027113,0,0,0,0,0,0,0,0,0,0.0225677830940989,0.0116427432216906,0,0,0,0,0,0,0,0,0,0,0.00741626794258373,0,0,0.00629984051036683,0.00829346092503987,0,0,0.0181818181818182,0,0,0,0,0,0
"38","SC033-T2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234935827713726,0,0,0.00275542020158074,0,0,0.0704807483141179,0,0,0,0.0400261039808571,0,0,0,0,0,0,0,0,0,0,0.0108766586904503,0,0.205351316075702,0,0.210427090131245,0,0,0.0706257704299906,0,0,0,0,0,0,0.00268290914364441,0,0.00435066347618012,0,0.00587339569284316,0.00261039808570807,0,0,0.00232035385396273,0.00290044231745341,0,0,0,0,0,0,0,0,0,0.00217533173809006,0,0.00355304183888043,0,0,0,0,0,0,0,0,0.00290044231745341,0,0,0.00435066347618012,0.000435066347618012,0,0,0,0,0.049525052570517,0.00993401493727794,0.00174026539047205,0,0.00442317453411645,0,0,0,0,0.0109491697483866,0,0,0,0,0,0,0,0,0,0,0.00485824088173446,0,0,0,0,0,0,0.000725110579363353,0,0,0,0,0,0,0,0,0,0,0,0,0.0899137118410558,0.0073961279095062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197955188166195,0,0,0,0,0,0,0,0,0,0.00464070770792546,0,0,0.010586614458705,0,0.00833877166267856,0.00833877166267856,0.00609092886665216,0,0,0,0,0,0,0.00449568559205279,0,0,0,0,0.00529330722935248,0,0.00942643753172359,0.00435066347618012,0,0.00478572982379813,0,0,0,0,0,0,0.00355304183888043,0,0.00725110579363353,0.0433616126459285,0,0,0,0,0,0,0,0,0,0,0.00464070770792546,0,0,0,0,0,0,0.0073961279095062,0,0,0,0,0,0
"39","SC033-T3",0,0,0,0,0,0,0,0,0.00151515151515152,0,0,0,0,0.00168350168350168,0.00631313131313131,0,0,0,0,0,0.0182659932659933,0,0,0,0.035016835016835,0,0,0,0,0,0,0,0,0.0111952861952862,0,0.110858585858586,0,0.0845959595959596,0,0.0891414141414141,0,0,0.0402356902356902,0,0,0,0,0,0,0,0,0.00740740740740741,0,0.0990740740740741,0.00757575757575758,0,0,0.0134680134680135,0.00244107744107744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356902356902357,0,0.00227272727272727,0,0.00151515151515152,0,0,0.0196969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0.00151515151515152,0,0,0,0,0,0,0.0021043771043771,0,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0.153198653198653,0.00269360269360269,0,0,0,0,0,0,0,0,0.00505050505050505,0,0,0,0,0.0320707070707071,0,0,0,0,0,0,0,0,0,0,0,0,0.00328282828282828,0,0,0.00547138047138047,0.0101851851851852,0,0,0,0,0,0,0.0179292929292929,0,0,0,0,0.00260942760942761,0,0.0233164983164983,0.00437710437710438,0.0611952861952862,0.0101851851851852,0,0,0,0,0,0,0,0,0,0.00858585858585859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011026936026936,0,0,0,0.0155723905723906,0,0,0,0,0,0
"40","SC033-T4",0,0,0,0,0,0,0.0117145073700543,0.00209464701318852,0,0,0,0,0,0,0.0145849495733126,0,0,0,0,0,0.0140418929402638,0,0,0,0.025989138867339,0,0,0,0,0,0,0,0,0.0193173002327386,0,0.00395655546935609,0,0.0800620636152056,0,0.110162916989915,0,0.00512024825446082,0.286501163692785,0,0,0,0,0.00108611326609775,0,0,0,0.00325833979829325,0,0,0.0126454615981381,0,0,0,0.00232738557020946,0,0,0,0,0,0,0,0,0,0,0,0.00814584949573313,0,0,0,0,0,0.0124127230411171,0,0,0.0109387121799845,0,0,0,0,0,0,0,0,0.095422808378588,0.0121024049650892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021567106283941,0,0,0,0,0,0,0.000930954228083786,0,0,0,0.00946470131885182,0,0.00488750969743988,0,0,0,0,0,0,0.0588828549262995,0.00574088440651668,0,0,0,0,0,0,0,0,0,0.00426687354538402,0.00201706749418154,0,0,0,0,0,0,0,0,0,0,0,0,0.00465477114041893,0,0,0.004344453064391,0,0,0.021722265321955,0.00341349883630721,0,0,0,0,0,0,0.00201706749418154,0,0,0,0,0.00224980605120248,0,0,0.0118696664080683,0.00224980605120248,0.0187742435996897,0.000543056633048875,0,0,0,0,0,0,0,0.0178432893716059,0.0493405740884406,0,0,0,0,0,0,0.000387897595034911,0,0,0,0,0,0,0.0073700543056633,0.00985259891388673,0,0,0.00372381691233514,0,0,0,0,0,0
"41","SC033-T5",0,0,0,0,0,0.00591668017506889,0.00275571405414168,0.00834819257578214,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0.0192089479656346,0,0,0,0,0,0,0,0,0,0,0.0238288215269898,0,0.23626195493597,0,0.134948938239585,0,0,0.121818771275734,0,0,0,0,0,0,0,0,0.0107797049764954,0,0.0334738207164857,0,0,0,0.0190468471389204,0.0124817636569947,0,0,0,0,0,0,0,0,0,0,0,0.00453882314799805,0,0,0,0,0,0.00891554546928189,0,0,0.00275571405414168,0,0,0.0401199546117685,0,0,0,0,0,0.0171016372183498,0,0.00145890744042795,0,0,0,0,0,0,0.002998865294213,0,0,0,0,0,0,0,0,0,0,0.00534932728156914,0,0,0,0,0,0,0.00534932728156914,0,0,0,0.00778083968228238,0,0.00810504133571081,0,0,0,0,0,0,0.106419192737883,0.0134543686172799,0,0,0,0,0,0,0,0.00170205868049927,0,0.00153995785378505,0.00129680661371373,0,0,0,0,0,0,0,0,0,0,0,0,0.00745663802885395,0,0,0.0156427297779219,0,0,0.00324201653428433,0.00526827686821203,0,0,0,0,0,0,0.00883449505592479,0,0,0,0,0.0147511752309937,0,0.0104555033230669,0,0.00486302480142649,0.0020262603339277,0,0,0,0,0,0,0.00226941157399903,0,0.017263738045064,0.0320959636894148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155616793645648,0,0,0,0,0,0
"42","SC033-T6",0,0,0,0,0,0,0,0.00355871886120996,0,0,0,0,0,0.00406710726995425,0,0,0,0,0,0,0,0,0,0,0.0450432130147433,0,0,0,0,0,0,0,0,0,0,0.131164209456024,0,0.0524656837824098,0,0.0362989323843416,0,0,0.0550076258261312,0,0,0,0,0,0,0,0,0.0151499745805796,0,0.134417895271988,0,0,0,0.0147432638535841,0.0025419420437214,0,0,0,0,0,0,0,0,0,0,0,0.00762582613116421,0,0,0,0,0,0,0,0,0.00142348754448399,0.00823589222165735,0,0.00172852058973055,0,0,0,0,0,0.0154550076258261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396542958820539,0,0,0,0,0,0,0,0,0,0.0150482968988307,0,0,0,0,0,0,0,0,0,0.16980172852059,0.00284697508896797,0,0,0,0,0,0,0,0.000406710726995424,0,0,0.000915099135739705,0,0,0.0143365531265887,0,0,0,0,0,0,0,0,0,0,0,0,0.0032536858159634,0,0,0.00111845449923742,0.00447381799694967,0,0,0,0,0,0,0.0220640569395018,0,0,0,0,0.00549059481443823,0,0,0,0.154143365531266,0.00691408235892222,0,0,0,0,0,0,0.00884595831215048,0,0,0.0338586680223691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235892221657346,0,0,0,0,0,0
