"","10Z-Heptadecenoic acid","12-hydroxystearic acid","2-Hydroxy-2-methylbutyric acid","2-Hydroxy-3-methylbutyric acid","2-Hydroxybutyric acid","2-Hydroxycaproic acid","2-Phenylpropionate","2-Methylbutyroylcarnitine","3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid","3-Hydroxybutyric acid","3-Hydroxyisovaleric acid","Indole-3-propionic acid","3-Methy2-oxovaleric acid","3-Methyladipic acid","3-Hydroxylisovalerylcarnitine","4-Hydroxyphenylpyruvic acid","5-Aminolevulinic acid","5Z-Dodecenoic acid","5-Hydroxy-tryptophan","Dihomo-gamma-linolenic acid","Acetic acid","Acetoacetic acid","Acetylglycine","Adenosine monophosphate","Adipic acid","Adipoylcarnitine","Adrenic acid","alpha-Hydroxyisobutyric acid","Alpha-ketoisovaleric acid","Alpha-Linolenic acid","Phenylacetylglutamine","Aminoadipic acid","Arachidonic acid","Azelaic acid","Benzamide","Benzenebutanoic acid","Benzoic acid","Beta-Alanine","Butyric acid","Caproic acid","Carnitine","Chenodeoxycholic acid","Cholic acid","Cinnamic acid","cis-Aconitic acid","Citramalic acid","Citric acid","Citrulline","Creatine","D-2-Hydroxyglutaric acid","Fructose","Gluconolactone","Glucose","D-Maltose and Alpha-Lactose","Xylose","Xylulose","Capric acid","Decanoylcarnitine","Deoxycholic acid","Dimethylglycine","Docosahexaenoic acid DHA","Docosapentaenoic acid (22n-6)","Docosapentaenoic acid (22n-3)","Dodecanoic acid","Eicosapentaenoic acid EPA","Erythronic acid","Fructose 1,6-bisphosphate","Fumaric acid","Galactonic acid","Gamma-Aminobutyric acid","Gamma-Linolenic acid","Sulfolithocholylglycine","Glucaric acid","Glutaconic acid","Glutaric acid","Glutarylcarnitine","Glyceric acid","Glycine","Chenodeoxycholic acid glycine conjugate","Glycocholic acid","Deoxycholic acid glycine conjugate","Glycohyocholic acid","Glycolic acid","Glycoursodeoxycholic acid","Glycylproline","Guanidoacetic acid","Heptadecanoic acid","Hexanoylcarnitine","Hippuric acid","Homovanillic acid","Hydrocinnamic acid","Hydroxyphenyllactic acid","Hydroxypropionic acid","Hyodeoxycholic acid","Indoleacetic acid","Isocaproic acid","Isocitric acid","Isovaleric acid","Isovalerylcarnitine","Ketoleucine","Alanine","3-Aminoisobutanoic acid","Arginine","Asparagine","Aspartic acid","Cystine","Glutamic acid","Glutamine","Histidine","Homocitrulline","Homoserine","Lactic acid","Leucine","Lysine","Malic acid","Methionine","Phenylalanine","Pipecolic acid","Proline","Serine","threonine","Tryptophan","Tyrosine","Valine","Acetylcarnitine","Dodecanoylcarnitine","Linoelaidic acid","Linoleic acid","Linoleyl carnitine","Maleic acid","Malonic acid","Malonylcarnitine","Mandelic acid","Methionine sulfoxide","Methylcysteine","Methylglutaric acid","Methylmalonic acid","Methylmalonylcarnitine","Methylsuccinic acid","9E-tetradecenoic acid","Myristic acid","Myristoleic acid","Tetradecanoylcarnitine","N-Acetyaspartic acid","N-Acetylglutamine","N-Acetylneuraminic acid","N-Acetylserine","N-Methylnicotinamide","10Z-Nonadecenoic acid","Pelargonic acid","Norvaline","Caprylic acid","Octanoylcarnitine","Oleic acid","Oleylcarnitine","Ornithine","Ortho-Hydroxyphenylacetic acid","Oxalic acid","Oxoadipic acid","Oxoglutaric acid","p-Hydroxyphenylacetic acid","Palmitelaidic acid","Palmitic acid","Palmitoleic acid","Palmitoylcarnitine","Pentadecanoic acid","Phenylacetic acid","Phenyllactic acid","Phenylpyruvic acid","Phosphoribosyl pyrophosphate","Phthalic acid","Picolinic acid","Pimelic acid","Propionic acid","Propionylcarnitine","Protocatechuic acid","Pyroglutamic acid","Pyruvic acid","Rhamnose","Ricinoleic acid","Sarcosine","Sebacic acid","Selenomethionine","Shikimic acid","Stearic acid","Stearylcarnitine","Suberic acid","Succinic acid","Tartaric acid","Taurochenodeoxycholic acid","Taurocholic acid","Taurohyodeoxycholic acid","Tauroursodeoxycholic acid","Threonic acid","trans-Aconitic acid","Trehalose","Tridecanoic acid","Undecanoic acid","Undecylenic acid"
"MB0069",1.391590802,1.090249778,0.089085257,9.829367493,60.11481445,0.349019947,0.10866432,0.073031918,0.106882837,58.22516722,0.86781074,0.848782634,29.55898407,0.274755073,0.061371273,0.993709455,0.795823087,3.019199004,0.06534306,0.366495896,9.132176876,7.577239685,5.345151637,27.30599573,0.217735746,0.070678461,4.699367839,8.136169657,12.4638826,15.81155209,0.982951107,2.020824454,10.89421387,0.246869077,0.437542635,0.088020658,1.467263351,3.683814815,0.988715642,0.191728654,25.12920057,4.884654241,1.931513942,0,79.18555188,0.091116408,32.45459247,45.50121819,19.51605845,0.418049849,3.108037445,2.9254047,5689.807497,0.810588999,1.444374519,1.974110746,48.80804613,0.295276947,0.734275185,4.108720313,12.06291437,1.415260524,4.249909735,69.14725259,0.992773475,1.944688545,1.160553584,2.005194688,0.443775611,0.257392389,4.698064016,0.169878911,0.348560354,8.794778444,0.532356085,0.145251169,8.545477021,339.3927391,5.388842143,1.594384358,0.291254276,0.105810401,12.38045317,0.571445344,0.207615698,4.087258105,1.134173576,0.07935833,0.183102098,1.202853153,0.186434982,1.012784849,38.55536237,0.112485493,2.965952945,0.008573352,1.44702112,0.6353405,0.072511351,40.02519698,245.3983093,5.797205535,139.1895144,39.88329504,43.29123013,64.31114644,15.88779684,867.8761299,91.22153921,0.351075138,0.589440997,1404.008573,106.8008295,241.7882641,4.226153495,30.6880552,41.82705898,3.507639541,189.3971538,163.1871823,94.89973372,61.66054928,96.06613076,127.6442087,10.79857024,0.099595794,2.458315424,222.044898,0.224642465,0.106408451,0.034536895,0.049371462,0.362892094,0.053500742,5.384370579,0.546664691,6.039622553,0.09758512,0.25652337,0.279680018,37.48520603,0,0.022032524,0.604499941,0.433968803,0.857366949,2.557857469,3.902899393,0.777339725,0.462868345,0.526302721,57.2211667,0.184172884,185.6993465,0.300479154,51.35363338,0.109347101,21.24224932,0.110673475,13.88399634,0.880562496,0,110.1263911,36.06529863,0.190046163,1.839782968,4.703443283,0.370976059,0.289566246,5.12904747,0.336009352,0.046935633,0.09593883,1.262105606,0.713045928,0.078415965,11.57432758,165.4361627,4.020995855,0.081591507,2.048126089,0.1474893,0.665925829,0.23690029,92.58254636,0.457706077,12.82202618,5.460178546,0.256660248,0.337204133,0.204083826,0.140380289,0.09368692,1.532929035,105.2566609,0.422577003,0.495413392,0.001424282,5.009630542
"MB0460",6.388786701,1.272430304,0.67946716,6.227284661,76.74137881,0.22780669,0.258707275,0.074742363,0.141273238,259.0062425,0.669076036,0.955564031,30.99012063,0.350149588,0.058498371,0.515291173,0.363171847,6.900811805,0.043751103,1.756699084,30.52079317,26.31230239,10.56729518,47.52861834,0.198743882,0.130713885,15.50703401,12.49266907,13.45734418,85.87696072,1.18557554,5.831252226,24.85753435,0.260873662,0.535995203,0.219693346,0.529187616,4.771406073,1.289983363,0.238890201,38.40769311,0.233357767,0.039601604,0.040262569,68.37519689,0.054031005,36.59882779,44.68817422,42.60400787,0.272448515,4.555224422,5.683097473,9078.045426,0.894157516,2.124645558,1.591059378,47.39017609,0.853506333,0.366205268,2.867199591,38.85453776,3.900630337,14.37486832,9.006712229,2.543431285,3.263463367,1.158074814,1.919866683,1.969317248,0.312180384,3.38938621,0.160371777,0.355293655,7.07121443,0.123113156,0.149274521,16.81778027,318.1199406,1.240532457,2.519771292,0.344117544,0.008329144,10.71018835,0.159266635,0.206439041,4.008059535,2.204813427,0.201717532,5.625640337,0.815172511,0.330547071,0.928761212,40.21415242,0.059443816,2.641108711,0.180842341,1.158843462,1.456905449,0.200454329,63.26455632,308.8023991,6.272112448,186.1247475,48.20125672,45.38804216,37.93779681,21.16438307,958.3872599,88.83139637,0.694981515,0.541512589,1143.045883,197.6667507,348.1793881,3.822539255,31.33632539,38.73346191,5.749320167,129.1643019,142.7568109,90.19374436,81.23861647,77.80412317,196.2077121,19.02425679,0.231733137,6.212171216,785.3817103,0.394529881,0.301874779,0.043273222,0.088347575,0.353960296,0.103510322,5.363420844,0.510237938,6.992143259,0.143411673,0.135574237,1.897636944,99.8657575,1.102134515,0.02691488,0.66450181,0.425126427,1.149290199,2.840768613,5.896647151,2.49979167,0.456815884,0.492807611,72.14606668,0.618456386,414.9073981,0.619062857,64.01361571,0.18347887,26.00723354,0.208570602,9.102581115,0.585431183,1.780280174,122.5117889,108.6833137,0.302563585,7.329020031,5.618127602,0.226322711,0.242646024,5.408392989,0.279642834,0.049301214,0.122155372,0.520502286,1.076174386,0.146735764,21.436968,80.56263295,7.581028983,0.38229446,2.675483421,0.259988913,0.682837196,0.434664827,97.14281461,0.713441576,13.04046577,6.728771657,0.056873878,0.3188891,0.406739975,0,0.033019927,2.661589771,84.79063232,0.404067841,0.451453959,0.001350082,11.66024104
"MB0615",4.525423883,0.637857117,0.563323442,11.44920466,59.41807662,0.312438886,1.069564711,0.158884369,0.060274962,153.331003,2.030701393,0.167590403,31.46172468,0.173931025,0.195960905,0.607048159,1.482724839,3.615255209,0.108639227,1.586800416,23.68142939,16.75235057,7.737178483,35.59529029,0.214810515,0.168792744,6.227595368,10.82554727,16.17470747,42.61448023,3.308166468,3.841605374,18.44405767,0.111502876,0.475999721,0.118262378,1.580451878,5.017325784,1.472349021,0.152774557,46.88004163,0.634831777,0.036931886,0.049156299,54.88653163,0.092564055,28.83783098,39.26687356,51.05975207,0.559787333,4.609767335,4.22812304,7043.849953,0.742772505,2.831193746,2.04469706,31.33723785,0.573978958,1.417804202,3.332501168,24.57830571,3.349547684,6.84570282,13.49456179,0.825544923,2.002469943,1.247571068,1.796090474,0.474496041,0.346328858,3.908375678,0.264597062,0.342873704,5.811598077,0.259491646,0.06331704,12.32643713,271.6685518,0.421617388,0.747971511,0.224148719,0.004517018,8.999809544,0.162892867,0.220482511,3.146339235,1.904241011,0.209171368,4.162869443,1.091324269,1.174328408,1.44117446,32.99965294,0.152423149,1.40045999,0.32146626,0.807339823,0.870514521,0.151670168,64.66334522,326.0042032,7.293872882,161.1999897,51.71475376,40.73108612,51.00513595,25.09729299,1045.893659,121.1309733,0.519176632,0.525914021,1323.970238,234.8366894,454.4179001,3.579030411,37.97271744,50.41889369,4.626327848,239.0488917,153.2077164,109.3816855,92.61814553,102.3490546,244.4932269,17.62634134,0.129173175,4.774554942,586.5923944,0.364843605,0.159311656,0.043182797,0.105766872,0.357386649,0.065212768,8.227550015,0.736856306,7.193033023,0.121999773,0.155808928,0.776153461,67.90193487,1.507465557,0.020569444,0.862740851,0.406716584,0.82650201,1.994731664,21.00689686,2.858720458,0.479930495,0.515567014,81.5713111,0.393642594,348.6501577,0.609346264,94.32188473,0.119140207,23.63777531,0.334234012,17.14059516,0.656583806,1.254445326,106.242853,85.95378406,0.309516617,4.49768949,32.69157023,0.369025408,0.286657411,4.859553777,0.398187386,0.030795061,0.085464522,1.766762882,1.373630348,0.089428113,23.66630269,156.8393765,17.26984629,0.278110084,2.320709188,0.09160771,0.771154488,1.044908962,73.09687805,0.585186002,7.873632091,6.529580033,0.076598985,0.071846475,0.160714175,0.094087453,0.008277765,1.633498692,57.23796469,0.488838649,0.608815391,0.001443283,11.87327884
"MB0165",4.902432347,0.565027227,0.116343741,12.02781208,92.59198272,0.375699041,0.109445905,0.047192087,0.064341974,204.1366815,0.67396245,0,41.06726135,0.602435649,0.030873604,1.05419535,1.527849807,6.064644911,0.127240265,1.003371046,41.71437653,36.69468452,7.03808691,39.30112997,0.345945929,0.14147105,6.84194305,11.48481664,24.46379557,35.94494699,2.391366243,5.500777519,9.463864711,0.167814221,0.527194598,0.137249326,1.216364966,4.833859057,0.687964853,0.189702174,56.10619425,2.254773767,0.411338956,0,46.16080763,0.066131957,27.03784172,45.74079149,32.50863815,0.506911828,2.71607722,2.832186591,6189.980713,1.285795851,2.037240711,1.78407717,55.56555144,0.513169222,0.23633548,4.845972993,14.33675602,1.40764737,3.839509501,29.86492369,0.492446473,1.856326175,1.146247918,1.797479656,0.37166142,0.333442304,4.222329425,0.113403014,0.355637083,8.870409207,0.409816011,0.056109212,18.02495105,257.8324773,2.499569616,1.196351952,0.113375321,0.388741352,6.870403694,0.452412186,0.217247214,4.64298541,1.49215705,0.21654804,1.289976047,0.976710786,0.193590077,1.781587459,41.49245397,0.059443816,3.491108828,0.777321496,1.059780999,2.645511582,0.372551991,79.42097466,390.4976382,7.124494661,124.1283479,43.01381748,35.31034661,46.54158985,26.55107278,1132.230259,93.7721108,0.533114529,0.842680882,1466.461269,209.8521747,385.121124,4.443691531,29.39119297,47.53475665,5.333023696,294.9949099,185.6008981,119.3100867,108.3906121,110.0207633,241.6817913,19.94644609,0.162948358,3.189426367,475.4493303,0.551399692,0.11422256,0.048638948,0.102368242,0.373412344,0.04902854,9.652711059,0.446126344,5.189842548,0.058806422,0.177482908,1.085363611,60.53794817,0.358837616,0.030456807,0.767007726,0.442797915,0.903685547,2.982940768,16.12792343,2.996574316,0.481319217,0.516552283,97.32512156,0.341830134,381.603101,0.849625988,133.0464279,0.074770705,23.88070561,0.178172241,19.07006093,1.275532294,1.577527315,100.5404143,72.63076229,0.409781433,2.647737229,22.14476065,0.346296569,0.316046646,5.225099579,0.287853622,0.024235688,0.024052694,1.355761189,1.584315113,0.075257422,24.90765858,216.078858,6.660280278,0.224763135,3.248529504,0.096138554,0.684393775,0.475577938,72.20011702,1.260382542,14.01017275,4.588185134,0.081345389,0.090710209,0.075776209,0,0.029550285,1.963392144,56.61168017,0.484592038,0.680444808,0.001478808,8.411909227
"MB0094",2.096758767,1.034451849,0.412596278,10.55670617,84.21192192,0.361679023,0.215018041,0.097548263,0.003005729,130.7965281,0.551426496,0,39.96815139,0.534333443,0.055494011,1.121809828,1.109055172,3.150858145,0.072960489,0.528051784,20.22043022,16.33948185,7.332866532,46.18301809,0.227959032,0.196381702,4.045705281,0,16.08553162,21.18067036,2.330079474,0.811507769,7.169581012,0.130986449,0.657582952,0.170488566,0,5.059067919,0.650815116,0.252741845,38.00347016,0.631429639,0.110939947,0.028722122,74.18565922,0.14007183,33.87150958,44.08829689,50.16626291,0.400819938,3.093460754,4.927432299,8031.837909,1.047348723,5.015217542,2.156503746,38.38979577,0.442901682,0.167201845,3.36530938,10.76999375,0.3467495,2.203323235,9.501202745,0.409571275,1.606888816,1.283394972,2.080531969,0.369058897,0.289246028,1.616536178,0.109455783,0.351973114,12.39539501,0.438762188,0.092735484,13.41078176,263.0532033,4.937564915,1.61677949,0.096739791,0.015544833,16.890679,0.929765318,0.201645002,3.53991898,1.280579865,0.196452387,0.31980465,0.884515617,0.299307777,0.462010078,33.93689183,0.059443816,10.70039025,0.605601807,1.019637833,1.078478398,0.183806653,51.54793686,311.0461781,7.095238805,147.5995249,52.61877489,39.54145807,93.58300193,22.86867733,1103.066863,91.46095811,0.596011346,0.696404835,1667.543334,184.0897951,360.0457711,3.72838253,31.69299513,63.02890709,4.013558135,167.0446995,162.6236618,102.212896,92.91125907,116.1632435,200.9255406,14.1312528,0.097316875,2.16473693,309.9563551,0.192000116,0.144302076,0.03937554,0.042982321,0.364913136,0.086666063,9.746477745,0.398302761,7.579721958,0.110721891,0.233179113,0.474607702,35.00795234,0,0.019834153,0.585820503,0.403957393,0.851004278,2.664809673,24.67774282,1.879515708,0.620342393,0.63183183,84.57838816,0.296446583,282.3157025,0.35604152,92.86353323,0.104332091,19.90094965,0.148521237,19.50573179,0.308981956,1.341673458,108.2969161,57.35272872,0.218791133,1.721653607,26.26518289,0.309807021,0.394740625,5.318515019,0.600445833,0.04745802,0.129379599,1.701602097,1.195597705,0.083623807,20.88699793,332.6109384,4.366196394,0.157711441,2.899251654,0.072906965,0.750018573,0.546273875,65.90608331,0.516437245,11.42995641,6.807810477,0.17528648,0.232634389,0.189623907,0.077365138,0.112761385,1.205949652,72.70687531,0.571319508,0.791971299,0.001714145,9.289383138
"MB0614",5.259637885,1.549987795,0.810231913,19.31364613,96.43004819,0.362501424,0.320171294,0.081631914,0.235225748,238.0091141,1.107680158,0.194018914,48.98424246,0.360026215,0.124701759,0.549800232,0.993179583,4.372336724,0.175221935,1.786076327,56.4189974,54.83980303,12.37794124,60.77556311,0.21623628,0.0837618,14.84528517,15.3731519,19.40672834,45.91190473,3.753922237,3.377985678,21.62373885,0.181767589,0.644152039,0.179126958,1.59894971,5.159528938,1.193816149,0.318196681,53.86353011,1.992424012,0.064747849,0.109294681,56.58391877,0.124984695,30.97346782,63.5124091,59.25523258,0.403238594,6.789258703,7.436056411,8420.204988,1.422378323,5.38629477,9.777818185,49.65169604,0.719737661,0.245221396,4.259534316,20.71453712,2.612782425,9.80365424,7.90081169,0.89021727,3.560320856,1.250985303,1.931995746,0.333418547,0.272550075,12.25960538,0.072071258,0.425191009,13.92479747,1.145702384,0.22534106,10.8956646,420.2264633,1.899126501,0.566290301,0.027562521,0.005004042,19.52840731,0.250667201,0.209802765,4.276885005,1.594286517,0.298666066,8.924789067,0.948006751,0.379298004,0.800085739,58.36325509,0,2.206845139,0.283684373,0.858223425,1.116033592,0.396419202,92.85827347,444.2137118,7.396956639,158.2952559,57.15777603,56.12372332,253.0932733,29.06058577,1413.408869,104.7269922,0.471515623,0.569451068,1367.019315,263.950618,499.9950573,3.730231223,40.82771971,64.34961348,5.229640345,246.4943264,233.0489671,148.2279126,106.6042788,104.6446975,248.2250064,20.25887237,0.128038458,4.022356034,543.8135042,0.394509929,0.412545612,0.038974846,0.182767191,0.298952877,0.12493242,13.83734083,0.690129277,6.772471097,0.193384252,0.358760766,1.288555816,59.08872684,1.084968632,0.021418169,0.894219004,0.442491876,1.433316874,3.30458266,26.1365689,3.377386645,0.614223177,0.594011711,112.8153044,0.552656383,409.342554,0.528194261,133.5762022,0.163015576,24.6611409,0.313663621,27.68820784,0.432197111,1.638908743,118.6709581,99.66680406,0.276164482,2.042159799,27.26833527,0.384342481,0.363532144,4.905364726,0.534608382,0.058066764,0.096389815,3.016518413,2.191962108,0.067278657,25.14451403,171.6836193,2.538261786,0.425570993,2.257252382,0.071080128,0.770383559,0.499883244,69.02801464,0.561379107,22.42542894,6.005008138,0.052500595,0.129083639,0.051229966,0.094561201,0.041987982,3.231930454,64.54625818,0.542773823,0.918834448,0.001866172,12.15142696
"MB0854",0.962801819,1.26313535,0.256744669,8.503835004,56.77285142,0.382986257,1.710615196,0.040499869,0.062315436,69.86985481,0.661669133,45.18856477,40.40818156,0.271371124,0.037626247,0.914980347,1.072654813,4.651735889,0.027847015,0.947356085,16.96434421,8.052405838,9.201807725,51.56701633,0.174102785,0.076072665,9.512950036,6.528619835,13.25152822,29.78759734,2.564267877,3.645017856,16.75159998,0.271973344,0.484858428,0.332920059,1.316179457,7.347399179,1.268816154,0.218350294,24.06640824,0.502044719,0.091502281,0.16715139,61.14585823,0.067566909,29.43000029,35.11685763,42.07318129,0.326550259,4.557224113,4.341336748,7842.996822,0.590161875,3.50901842,1.430220164,35.89623953,0.434505288,1.025693819,2.533429643,24.38329709,2.339165115,5.630119858,4.930327403,0.788204001,2.052691566,1.198421856,1.799409926,0.367888886,0.263805366,1.795735411,0.481094599,0.377627377,9.760902847,0,0.03182006,13.6840254,485.829467,1.188315355,2.620424615,0.691738479,0.042795492,8.566210055,0.156693286,0.222481162,4.248000278,1.453804993,0.086202562,1.595555988,0.937090785,1.570756045,1.340227083,29.21406845,0.168205613,2.356199311,0.397792628,0.612677699,0.898495349,0.069637383,61.13168581,365.8560999,6.454788723,144.0776556,48.91654529,42.3214983,49.25373243,14.66482237,1147.455926,116.8641633,0.468383948,0.614085516,949.9655057,196.9461647,361.201321,2.046783867,32.7902472,36.63916203,3.019716172,160.9918331,188.4323329,96.11068118,82.70892271,87.56011715,195.5172266,7.80504991,0.082244359,2.687718465,264.7786934,0.191051283,0.239945413,0.030885433,0.087308282,0.329305573,0.072986713,7.84400111,0.345088502,4.207012499,0.159587338,0.106562431,0.746851321,28.49274805,0,0.010051591,0.578706903,0.402962625,0.913679507,2.877299377,39.85362512,1.407730512,0.508257088,0.515900399,80.30550287,0.256165927,213.1526669,0.26756266,66.89623443,0.150006886,25.15303313,0.038245393,12.25174277,0.694119467,0,110.151648,27.8958821,0.158659582,1.428316146,49.24968412,0.278728368,0.339629172,4.087364268,0.336155077,0.095278107,0.080984536,1.538994499,0.836495339,0.131450381,14.55339308,88.19918643,7.029860149,0.099259043,1.324038946,0.242233246,0.730368255,0.23690029,106.0153897,0.331167819,17.45869115,4.435811145,0.038970954,0.117135296,0.34720658,0.130787298,0.005456165,1.702834989,66.08838521,0.490674749,0.487059835,0.000834996,6.86760214
"MB0842",3.740571789,0.63682448,0.735331236,12.14265134,105.9752279,0.379883375,0.298534868,0.119147224,0.108316407,169.0057448,1.300776882,4.320460854,44.59057955,0.273499061,0.06199909,0.714363383,1.281857847,10.18475881,0,2.689831554,24.78385712,21.06063278,7.412424509,43.6742281,0.186950493,0.096192274,13.78184178,12.72938523,16.54408758,34.70125667,2.079007958,2.598727666,16.40726047,0.272821145,0.543607136,0.043014226,1.419917117,5.109806054,1.115686403,0.258255008,40.76207417,1.481531082,0.074653534,0.043239765,57.12104821,0.110046024,27.49084871,42.58885484,52.42091747,0.505713816,4.115771408,4.908870494,7886.39608,0.329492859,1.495400479,2.173134236,58.94114666,1.34009659,0.800910022,3.240074486,34.83790938,5.879386097,8.927516448,37.5426088,1.232857651,2.486819749,1.115654485,1.764405626,0.367983755,0.272922411,6.493285019,0.27358479,0.349381989,10.38779988,0,0.129438321,10.74220251,256.9283175,0.285993523,0.444439631,0.178091152,0,14.52850969,0.173145772,0.211693591,4.073896402,1.397544358,0.308901932,4.915916105,1.039174565,0.320029813,0.92804634,30.59094922,0.169329978,1.947097359,0.381534131,0.818907277,1.073418841,0.183875292,90.89118733,372.3103237,7.450925462,150.2867866,44.33446916,33.22109397,93.90856849,18.81526221,1042.393414,105.8965174,0.364878212,0.908053699,1399.876074,191.1739302,367.2436611,3.36270083,30.7824144,46.214235,5.599148817,177.6720135,165.4543745,114.8073754,91.57730202,90.68704895,216.793201,23.80905652,0.287757947,3.225160845,525.4633337,0.398121594,0.202433758,0.033857118,0.07771217,0.381498191,0.000282168,4.846281788,0.234228053,5.637996446,0.198054108,0.117141405,1.7468474,71.50178642,0,0.040746713,0.536260029,0.413051239,0.932040945,2.781844437,18.10710212,2.65018195,0.507530923,0.548212812,114.3416874,0.87412026,385.9869062,0.497503284,104.708265,0.150213936,23.62039187,0.104091914,19.82658111,0.616012637,0.596089875,110.0356938,75.74361072,0.31942765,3.099322085,26.74471533,0.334665751,0.364918885,5.560053659,0.295827448,0.090844679,0.097498937,0.934396513,1.688938827,0.057185649,20.11881801,138.2166546,2.174696002,0.261437105,2.628559432,0.176381677,0.655840332,0.918757506,46.34145349,0.520546479,15.60709339,4.919772963,0.074904519,0.0943929,0.095676711,0.030954091,0.037671584,2.005061235,67.91312126,0.470254017,0.512212092,0.001274026,24.13657797
"MB1100",7.39920204,1.138054465,0.301801748,5.134112436,59.91848736,0.328920577,0.216429187,0.038041618,0.080542082,230.0992617,0.216974769,0.312962599,23.70382902,0.265616002,0.021337851,0.618639726,0.708286709,5.041264307,0,0.883971113,27.52221578,29.08006859,5.434514788,60.63501435,0.326932369,0.035962631,8.951999021,6.240870646,8.314327691,68.53308644,0.597581733,0.763015518,11.67050726,0.307082399,0.58723644,0.106631236,6.150330587,3.298422375,1.227143851,0.249130752,22.64291138,0.930256417,0.06617119,0.052431511,54.96701042,0.115669,24.65609612,35.43440755,41.96875891,0.3019372,3.113339053,2.716596143,5329.204842,0.450448311,1.424007123,1.233417445,55.0140453,0.468926418,0.967897445,1.962987343,33.96128754,1.726191101,12.48710988,55.27400461,2.957997228,2.244427542,1.15560312,2.442091467,0.372900464,0.27164573,4.09201665,0.204271104,0.329572599,0,0.202390008,0.03409336,10.38400182,312.9098085,0.84917633,0.883585957,0.431035045,0.037159302,13.54026396,0.209681625,0.202076875,4.183336121,2.807936661,0.132729113,2.471305354,0.722326764,0.27764242,0.484359984,11.47402976,0.059443816,1.831450159,0.055334011,0.688069006,0.764329109,0.086900212,46.73217325,254.9017484,6.648376265,156.6311733,35.365116,38.45350272,61.51382997,14.29861351,842.9872081,81.86798446,0.204632971,0.473250006,1270.796203,113.4579393,256.7393024,4.061558086,29.15953177,30.76819409,2.542429865,122.8537977,149.6387739,77.41873975,66.5223141,70.90742555,137.194089,9.589645341,0.124621605,4.541365044,607.8113603,0.214694515,0.134907763,0.033940459,0.046800531,0.353078312,0.090386491,2.900477453,0.218403836,6.283209446,0.080184607,0.141561098,0.703793392,108.3490348,3.058358882,0.023385581,0.524061332,0.408162003,0.895942667,2.374122638,3.473082821,2.98499797,0.528555049,0.535482966,66.1636555,0.341241449,402.4325974,0.394145345,77.59335491,0.076667935,21.89121226,0.233861295,12.4676967,0.500645327,2.298154881,144.6079092,109.0819798,0.21182657,6.028361659,1.350348778,0.184511687,0.326000409,2.935035275,0.239901892,0.024671669,0.091204323,0.861157253,0.660344388,0.149246465,15.25075074,139.9388505,0,0.307346974,1.397406579,0.188591692,0.688808008,0.23690029,92.249708,0.555022651,18.86514716,4.836501555,0.093515352,0.095281464,0.170601036,0.007091776,0.002725647,1.676022659,74.88994485,0.483404315,1.165759275,0.001552782,30.24070165
"MB0672",1.19054159,2.005762373,0.359003107,25.88878553,95.13474741,0.326006387,0.067631032,0.078969761,0.025028768,62.92000825,0.586719222,0,42.68727104,0.513393815,0.053983267,1.090149047,1.278124037,1.046305896,0.085649054,0.481409858,33.38640718,15.36240943,7.711210976,28.53910408,0.16177986,0.08247961,4.069916871,0,16.33621134,9.995504648,1.43970008,3.949983175,13.12317641,0.258496901,0.509127092,0.188285053,1.111023221,4.156873777,1.474679092,0.180169514,41.55942091,1.185740317,0.074781774,0.066305951,40.29196018,0.056856955,24.32592052,50.12981844,67.46128133,0.306810995,3.567230341,4.746900203,7203.49579,0.734078033,1.20742803,1.98646518,29.43171056,0.355792759,0.08541311,3.687411856,22.89839128,1.584895243,3.292165083,0,2.206997342,2.115352135,1.174320344,1.631410234,0.383356153,0.292612569,0.82348899,0.111985709,0.359237707,6.583268908,0,0.331363748,15.63678306,297.676068,3.616004691,1.072129764,0.093197053,0.053368391,13.73403782,0.239445144,0.215275838,5.022082369,1.00690024,0.105750777,0.053334049,1.150890991,0.141548425,1.314192524,41.1997007,0.059443816,4.764302521,0.049542038,0.991147842,0.938319377,0.228749614,86.91811889,430.5302154,9.29318011,124.9692001,78.27611782,30.91201466,63.86572686,18.60140895,822.9930497,116.0732787,0.645556243,0.896004047,1084.125425,213.0503813,366.4785462,2.115193753,40.37523092,50.39795091,3.393619673,308.5877755,192.2554454,125.5956752,120.8366126,103.3384114,211.7289287,9.308925788,0.093276524,2.050005208,117.4691956,0.278483301,0.164573253,0.044386896,0.077283983,0.355638472,0.103705288,6.836963751,0.465393163,3.202029709,0.096763765,0.101972643,0.202940921,15.4608794,0,0.018531749,0.574940967,0.40341466,0.844064913,2.582858019,11.58851794,0.838551354,0.357413124,0.489180206,91.45238614,0.246353071,112.1377392,0.445912906,94.22522638,0.121255801,21.18878864,0.06032968,14.08701001,1.145061165,0,73.62059326,12.13552109,0.247087909,1.257913643,11.91072505,0.463430702,0.66170351,4.488539609,0.260782616,0.043495009,0.119866534,2.009305956,1.849819737,0.148629293,18.09468744,191.8536386,24.02980141,0.061213027,2.589326214,0.226092895,0.739982761,0.689899918,81.82472287,0.525380839,13.12620149,3.448062231,0.095923467,0.206349645,0.08697636,0.148095559,0,1.516475183,46.89045883,0.504675471,0.518932429,0.001260039,10.27810723
