"","alpha-ketoisovaleric acid","Vanillylmandelic acid","Uric acid","Tyramine-O-sulfate","Tetrahydrocorticosterone","Tetrahydroaldosterone-3-glucuronide","Tetradecanoyl-CoA","Taurine","Succinic aldehyde","Stearic acid","Sphingosine-1-phosphate","S-Adenosylmethioninamine","prasterone sulfate","PGF2-alpha Ethanolamide","p-Cresol sulfate","Palmitic acid","Oxalosuccinic acid","Oxaloacetate","Oleic Acid","L-Valine","L-Tyrosine","L-Threonine","L-Leucine/isoleucine","Linoleic acid","L-Histidine","L-Glutamine","Lauroyl-CoA","Lactic acid","Indoxylsulfuric acid","Hippuric acid","Hexacosanedioic acid","Heptadecanoic acid","Glycocholic Acid","glycochenodeoxycholate-3-sulfate","glycochenodeoxycholate","Glycerophospho-N-Arachidonoyl Ethanolamine","Glycerophosphocholine","Glycerol triundecanoate","Ethylenethiourea","Dodecanedioic acid","D-myo-Inositol-1,3,4,5-tetraphosphate","D-Glucose 6-phosphate","Creatine","Bilirubin","Arachidonic Acid (peroxide free)","Androsterone sulfate","5-Methyldeoxycytidine","5-Methoxyindoleacetate","5-cis-8-cis-Tetradecadienoyl-CoA","5,6-DHET","4-Hydroxybenzenesulfonic acid","3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione","2-Methyl-3-ketovaleric acid","2-methyl-3-hydroxybutyric acid","2-Hydroxyisocaproic acid","2-Hydroxyethinylestradiol","2E-tetradecenoyl-CoA","1-Deoxy-D-xylulose-5-phosphate","16,16-dimethyl-6-keto Prostaglandin E1","Thiamine","Sebacic acid","4,7,10,13-hexadecatetraenoic acid","(9Z,11E,13E,15Z)-4-Oxo-9,11,13,15-octadecatetraenoic acid","10-oxo-nonadecanoic acid?","13,14-dihydro Prostaglandin F1alpha","13Z-Docosenamide","15(S)-HpEDE","17-phenyl trinor-13,14-dihydro Prostaglandin A2","1-Arachidonoyl Glycerol","1-Linoleoylglycerophosphocholine","1-Naphthylamine","1-Phenylethylamine","2,3-Dinor-TXB2","27-Norcholestanehexol?","2-Linoleoyl Glycerol","2-Methylindoline","3-hydroxy-pentadecanoic acid","5b-Cholestane-3a,7a,12a,25-tetrol","5-Methylthioribulose 1-phosphate","8(S)-HETrE","Actinidine","Anandamide (22:6, n-3)","Carboxynorspermidine","Chenodeoxycholic Acid","cis-5-Tetradecenoylcarnitine","Decanoyl-L-carnitine","Dihydrouracil","Dimethylallyltryptophan","Galabiosylceramide (d18:1/12:0)","Glucosylceramide (d18:1/16:0)","Guanine","Hydrouracil","L-Arginine","L-Asparagine","Lithocholic acid","N,N-Dimethyltryptamine","Palmitic amide","PC(14:0)","PC(15:0)","PC(16:0)","PC(9:0)","Phosphocholine","Phosphonoacetaldehyde","Phosphorylcholine","Pregnenolone sulfate","Pyridoxamine-5'-Phosphate","Stearamide","Taurochenodeoxycholate-3-sulfate","Testosterone enanthate?","Tetrahydrodeoxycorticosterone","Ubiquinone 8","Urobilin","alpha-Tocopherol","alpha-Tocotrienol"
"C0080",10413.5,22063.492,101358.535,110772.278,11996.963,1231.662,3540.188,22476.865,7943.381,80209.59,8928.699,15568.901,212361.651,31720.855,74484.798,15831.036,5367.987,13773.727,22829.904,10540.063,5972.715,12884.48,8360.766,53173.673,17958.231,49937.38,5056.328,99887.442,21253.415,2228.051,227626.169,54658.679,30081.763,49376.979,164912.402,10362.187,9969.834,16968.082,10839.584,5936.531,21656.228,35933.872,11633.998,2383.691,15042.797,158498.324,27325.598,4729.812,20992.157,15168.758,86170.684,18916.607,175395.738,21045.138,6025.616,46861.292,2721.082,5697.547,27795.732,5661.341,9805.265,47748.215,22604.288,55668.146,2179757.145,403161.534,157491.309,98638.666,93431.89,3270964.2,14148.498,825292.369,9679.711,1418350.433,535671.209,40859.496,9725.434,6361.912,37616.123,75375.755,18807.076,20688.661,15846.088,9953.218,101863.709,18727.604,173818.839,23350.006,620322.743,25984.357,16029.928,36572.085,22892.65,34577.707,168242.231,15793.362,15762.56,69088.244,31281.049,5271131.91,232475.695,172336.916,18660.564,12384.873,60005.272,10418.552,70529.565,50143.274,27231.399,49331.231,4622.084,65618.837,87551.304,25091.939
"K0081",12575.4852,32154.3872,164212.9345,59433.9692,9380.178,3885.926,5404.0132,27952.3694,5313.6939,55979.593,17110.3606,15560.9388,170807.7384,16610.1158,30316.4656,10371.804,9761.0817,13590.4923,17047.1161,11898.4374,7268.3165,3500.3915,11460.6214,20111.0232,28022.7438,48432.9552,5286.7367,73803.6567,19848.7916,2536.0261,90004.7834,17627.4313,31848.8898,33303.0394,58888.8922,8961.8858,20928.4774,13089.2419,11420.257,10293.3999,24862.216,37194.8554,21523.2828,8088.8042,7387.7019,51268.7235,72678.9564,15579.782,11376.5628,5656.7399,283329.8184,12366.8431,287523.4313,45195.9504,11708.2821,270365.0611,4683.1033,7954.5049,28016.5081,5859.5089,15633.7299,13297.9767,4938.2899,15455.691,226038.2056,96544.2865,57356.4231,24104.3258,39530.8299,1050755.937,5846.4817,689992.2847,5741.2815,393415.784,189921.4465,38175.937,837.1738,15446.7922,11715.3055,10068.3075,19084.9659,939.1809,10918.5801,11532.2121,34215.4253,9253.2641,32627.8773,28354.7061,530043.6255,10176.5793,4163.4512,4145.5785,19859.4826,9016.0015,12242.7188,13038.7852,4072.6534,32769.6859,14472.299,1991495.91,1992498.696,111011.8135,13657.7106,8175.9108,9398.3456,8051.7228,18561.4347,12518.3849,10917.8524,59347.8284,24468.1453,44375.7686,25604.7511,4486.6707
"C0082",10776.789,26549.839,107718.709,49981.98,8263.511,5050.563,6723.69,26621.67,5758.282,43990.75,16418.631,10573.117,285973.906,8071.291,278470.04,10607.762,25522.005,11039.828,9731.006,10023.633,4856.064,5866.279,9055.539,16756.64,24374.416,56645.432,7414.874,72581.815,31139.916,27816.155,50467.958,27186.122,32152.762,24006.35,81144.432,4807.318,5596.091,8795.042,10524.522,10748.875,18953.29,37047.092,13804.482,5781.424,4694.183,111071.879,16294.752,10567.12,7473.717,9524.448,83271.326,8213.326,188380.111,21799.73,7878.036,106388.774,7054.643,6898.119,11387.088,11190.564,7471.164,15248.094,4533.103,22885.404,2966011.626,362563.977,66296.898,45098.138,12842.512,920407.628,7346.335,780611.878,5729.529,284298.429,194039.92,28179.34,13700.015,11992.689,24224.599,107785.595,16969.157,13643.411,13480.339,10217.976,37329.567,4361.805,71687.984,24948.047,1097300.137,10395.112,32575.194,53797.09,17170.995,13534.174,192586.38,13888.465,11747.179,21888.695,10296.498,1849678.088,209340.395,252902.597,27556.678,10074.929,23754.01,6618.561,60311.814,11217.533,10822.877,28547.56,28583.562,10454.173,27380.963,11937.824
"C0083",10948.015,27994.763,126314.775,76731.435,6572.757,5352.728,5760.695,18809.392,8638.741,45380.039,9355.647,8237.744,197059.913,11924.04,27549.702,11849.44,5363.646,12892.818,14881.737,12177.506,5978.434,5733.239,9715.596,20621.317,22581.053,54163.816,12126.142,109618.655,44700.35,19690.845,70277.023,21217.881,32263.124,32117.16,73799.066,8215.416,20431.952,12388.859,12032.95,14437.143,21863.738,17008.631,16266.481,6093.773,5830.453,90838.607,44457.856,10571.603,10925.493,9332.236,39243.36,10750.817,221336.15,37184.577,8292.986,54929.002,9077.654,7126.477,4690.847,5262.653,11277.135,6736.167,2137.926,24771.096,4423607.823,230970.532,51398.999,30907.539,37415.997,1476749.598,10205.549,856156.566,6547.74,296816.007,156137.173,24018.937,21189.246,3999.378,24011.312,151930.395,19200.955,21481.876,15378.202,10830.684,29652.856,8514.62,76353.808,21001.01,1265372.65,9627.402,32818.027,74501.368,21465.221,20745.763,309006.361,14785.515,7029.707,22815.537,13085.08,2511623.854,245441.662,241336.042,26876.162,11126.267,23618.389,8604.073,56321.77,3828.421,7133.971,32662.403,19396.468,18542.212,28005.94,25865.734
"K0084",10082.6616,24283.6142,138691.9999,58392.3477,15225.129,6655.3498,1590.2814,33756.7571,6851.0144,53052.566,19216.404,23357.8107,47233.7528,18161.8756,25702.1172,13687.9185,11252.9284,132638.0211,26681.5057,15579.5976,7089.3095,8649.2089,11876.0055,37063.6459,29935.1169,57958.6738,1630.6431,78973.9606,19195.0298,14998.6606,113848.6136,17950.0164,31360.0253,32960.5443,59450.3734,11717.0786,37391.9715,12013.8923,11903.6452,10527.6105,19172.3372,62454.6494,17351.5189,13940.6484,15085.2372,23465.4658,85317.4702,14438.8815,12438.9811,6574.0406,44881.4302,21286.4795,211779.8571,43972.7681,18792.9692,97096.6064,1017.4488,14787.4398,18753.3893,5715.7371,6063.1671,14169.2449,4900.8748,18752.1442,220279.0571,238672.4474,50622.2333,24661.1876,24306.3935,1640497.476,6762.3216,757032.3009,4847.7987,516135.7741,170094.9241,47477.297,743.1753,3051.8149,16923.2359,10638.12,20040.1473,1351.7213,13388.8493,6826.1334,34369.2721,10391.0009,44040.2018,20801.1145,181448.3024,8528.75,3299.3145,3636.3086,20589.6032,10348.019,11882.912,14134.8993,6440.5941,27918.8682,15018.6791,2431105.279,1638583.593,94490.979,12725.1453,10330.9253,14308.0622,7045.5187,25659.6462,11395.5719,8822.4124,84660.8749,5118.0784,42898.6431,26728.1215,689.9083
"K0085",12082.716,42068.272,175050.348,55196.433,13924.769,3793.193,4078.17,23765.291,7125.441,54328.516,14850.491,25417.524,354795.268,11899.207,362438.628,17814.731,48103.708,14986.618,23710.162,15415.375,7175.531,10325.017,14951.134,36726.289,28544.241,56618.38,1271.955,75234.364,37297.143,14334.454,88670.59,38134.992,30707.709,47815.366,103958.394,7680.5,7199.388,17433.971,12574.159,12038.161,18731.09,30437.048,27774.719,27683.215,19208.698,191103.376,39058.955,30741.899,19752.994,13331.35,138028.185,16824.683,372152.113,58391.495,16375.729,85010.223,3761.867,25887.963,23030.825,7087.092,18855.022,14239.952,3907.236,21497.528,2339726.578,112287.08,89118.892,63857.666,46417.14,2784992.712,8780.374,462885.836,4320.273,443585.211,286629.398,67801.039,11575.869,27603.566,24496.573,97686.514,17958.215,12358.832,14905.914,9839.245,56369.804,9013.588,78378.076,17521.089,394413.088,16148.86,41125.99,54715.607,19120.453,24281.638,120371.139,14567.646,10573.207,64216.116,22047.775,4457830.477,204940.599,385832.805,63375.74,12702.563,25369.972,7636.904,69016.227,11009.856,15401.702,45347.855,19738.669,55309.551,68357.93,41067.942
"K0086",11855.312,27448.073,168236.261,89002.043,23497.319,4329.193,6187.209,22772.449,9221.702,73631.878,12533.645,32483.565,448425.766,17631.749,270193.623,16110.722,22700.893,13502.353,37061.443,11540.934,6634.455,5178.452,9561.895,69726.495,22470.854,65020.306,16503.482,94004.95,35525.261,8074.22,91010.427,36609.777,31536.874,35878.914,61596.147,5038.078,15919.891,13671.15,13831.113,12382.717,26481.069,10491.076,16360.447,9263.265,21276.86,103614.022,37342.248,9459.883,13078.918,11555.781,95214.073,28797.465,217401.917,32972.49,10101.043,99999.333,6608.199,6936.685,3150.324,7246.013,13204.324,5679.637,3777.079,20138.307,2400729.845,377468.768,92101.482,20348.309,26183.187,2221881.36,10013.995,735200.104,6536.762,260869.846,281608.512,22159.329,10058.823,26546.247,14329.376,85871.565,17162.917,13199.228,12701.67,12269.053,52786.881,16059.701,48582.014,48741.532,1015829.389,7224.758,12253.117,34990.461,18167.581,10342.712,208266.093,11828.222,10514.12,19552.531,17027.08,2727901.117,244736.21,145606.188,12888.756,11335.66,18510.754,8549.758,61285.957,3657.743,15073.435,38031.38,30879.629,65619.173,99957.654,16269.591
"K0087",7472.546,18049.125,149028.056,127991.022,7478.292,4879.875,6154.527,28584.76,8795.086,45589.629,9607.245,10918.034,201333.306,9986.309,35098.513,14642.714,4075.906,12279.326,14800.346,11621.704,6827.662,5316.803,8520.395,20520.746,18423.264,62670.52,9476.836,139021.088,30949.545,13014.3,75778.121,30721.607,32142.519,20519.643,115702.01,5913.379,5185.992,8144.013,13044.201,10047.224,19210.955,58484.54,8825.983,4452.719,6305.493,37665.414,14430.362,8478.351,5199.982,10660.382,149526.202,10467.141,117129.829,25890.899,5770.071,109790.4,8908.601,9147.304,8081.575,9893.602,2498.124,13895.7,4942.034,27646.903,2947390.386,191919.561,91507.328,54996.553,37266.822,540637.07,13841.793,725265.237,9992.545,408330.577,276159.037,34656.007,11532.392,28962.337,28995.6,102876.99,17586.738,14515.599,14122.763,11438.792,52150.564,10471.098,115625.269,35865.795,1202376.43,15379.708,22805.345,52614.704,17445.012,21316.081,215099.538,13068.92,11045.537,14472.976,7194.048,1375736.11,208912.572,300037.343,40059.377,11225.739,37254.203,6726.783,68196.477,9828.291,13640.691,20043.473,28349.791,7678.917,49268.898,16902.355
"K0088",8159.4632,21007.2732,132664.6832,54639.6737,10568.0205,4787.1396,6626.0706,11275.5364,7083.9121,50880.9086,8059.3055,19288.57,301206.0787,12721.2178,169561.0019,10317.3252,17749.4446,13418.5757,19082.3443,8850.2043,4634.1339,5235.7027,6917.1243,23003.693,17705.5749,45071.0917,9453.2058,62275.4572,39053.7811,15302.2977,69497.042,13467.3988,30837.7826,17655.6167,37861.0831,6202.9111,35888.7014,7275.7668,10131.5739,6626.2921,23460.2572,13453.684,13872.9646,858.1744,3622.4331,24127.7409,49233.329,8138.6122,6840.8812,3820.8853,118007.7082,11420.8363,179482.2971,28591.8519,7262.1584,54875.3733,9504.4029,20257.817,15820.2427,9057.5635,9770.7638,10018.4041,3584.1053,13866.3229,87788.8934,89378.4396,35716.3058,16151.257,16470.6281,477962.7284,3471.1166,687760.4688,945.7821,264949.8106,122765.1543,31689.3494,0,3429.6724,9509.3345,3858.429,17548.0366,228.0012,13284.7566,5772.4834,21960.8424,16904.6617,22612.0781,20869.0392,862725.3634,5935.2965,2668.9628,1670.1469,19326.5873,6197.6546,4766.4248,12490.8673,4039.1873,4432.9192,2667.9954,751563.524,714769.6495,126142.9094,13832.2669,5459.2558,5542.3241,3766.8665,9544.3221,8171.3464,6772.5186,39749.3719,26628.412,13572.4856,5752.9443,0
"C0089",14068.6833,30839.6227,277008.0622,91729.8576,7944.3121,4720.3651,2680.9917,50161.1676,7102.455,61947.6216,20815.6481,9241.4253,176835.8145,20992.4907,1347022.949,14411.9726,63143.376,13592.0708,20390.8744,17657.2556,9521.7727,14048.8822,17441.8425,21144.7911,28865.4123,73252.4864,3114.7977,120727.3151,147153.9871,43553.7146,130753.5736,21402.2034,34470.1415,19541.8747,36543.7977,12137.6464,27201.928,8075.351,15609.3686,14927.0847,25787.1069,55706.9845,21570.0665,3398.9395,8560.3263,48469.2143,125452.3143,25182.0008,6151.8126,6883.9199,282192.0782,12598.4518,278600.1848,70717.9964,19051.7153,137896.6448,2347.853,10624.6993,7784.7106,50019.5666,15493.7842,9334.3192,4095.402,19367.6642,2445113.043,176493.2496,48900.1315,15560.3931,35311.8675,481682.2789,7785.0435,761243.2245,3333.9857,350349.2319,167357.7332,28817.6274,11819.6594,37246.4156,8674.5745,84521.0368,18104.8077,12538.4746,12065.4414,23167.3137,26590.7457,9172.3271,26695.1118,20142.785,107493.6781,6205.506,17350.7298,40235.0195,19141.506,7670.8513,176816.5819,14423.8963,5665.546,17091.5844,4939.0733,860351.1838,225559.8232,38954.9001,5553.0994,10334.694,8594.3338,8396.3832,21713.6903,8396.3694,8659.7099,42325.0532,3912.7027,9535.9509,17083.2664,320.3789
"C0090",8296.803,22893.775,147685.565,47028.818,16805.724,3976.026,4506.28,22355.423,7210.441,56418.134,9275.036,28631.397,201006.726,16387.485,725007.133,14502.232,38082.607,13057.67,32235.871,9492.006,6067.053,5391.103,7735.441,48611.593,17587.887,36748.781,4843.547,60415.688,86430.832,1248.094,86886.257,28402.904,30964.822,36009.212,54838.671,8370.24,5397.959,12354.57,9332.01,10709.233,19939.175,21367.907,11407.628,5292.647,13671.976,27828.2,19217.473,8435.256,14773.552,10652.954,106979.396,23989.479,164475.934,30365.261,7121.706,40463.963,3644.02,8083.27,18105.128,23929.842,11072.672,14062.594,5189.62,24500.298,3786072.318,614654.086,59117.652,50902.987,49973.972,3061592.54,5281.341,792942.476,5489.08,703417.206,184993.402,28244.335,18093.136,5321.597,19116.5,127131.911,17727.652,15828.399,14979.393,5912.752,35610.278,18008.166,46526.648,27280.953,634371.939,13846.7,29645.828,62977.625,19782.67,22287.515,281877.685,15625.116,10753.883,31329.503,14687.432,3736069.712,268521.805,221759.823,24053.514,7522.237,14710.527,5978.556,36966.544,8597.993,9696.234,46753.285,22678.873,52512.965,57803.226,13907.955
"C0091",13837.6346,36860.7343,156040.8991,70012.1473,8392.1089,7367.3254,3256.0233,32468.6583,9749.8364,46885.0279,16712.8688,10690.9528,174077.653,11222.144,913997.1136,13357.9008,67482.7268,12174.2929,16372.6624,15599.2426,8594.9517,5622.3993,14611.202,21793.6886,16827.7112,37494.0613,4667.8386,117036.8947,187186.9494,44679.4155,104998.7232,27613.9464,22681.2666,21240.8272,87920.9613,8899.7539,16340.8777,8867.9067,15224.5648,13382.5973,19399.5184,101331.0033,22832.4677,659.4947,6942.7723,43287.0952,40228.9032,13422.2418,7285.8039,8534.1628,142744.1184,12775.8933,295059.3996,73219.2942,16188.8176,66934.162,4166.9472,12925.6436,15420.7356,47049.4459,18072.9218,11593.3388,3241.3263,20898.1325,3142101.398,235418.1177,59914.5099,43695.8931,44320.963,1271590.738,5925.3652,775180.6559,6900.3411,442390.5332,188637.8363,38627.0006,13984.1716,8148.8832,22654.763,114486.2775,19065.0509,14541.8656,13601.7708,7227.9235,34978.7912,10817.0717,72634.8915,21128.2602,772651.5974,11491.1278,34666.1084,59580.9952,21246.1743,19467.6212,199821.4714,14794.7482,9144.1328,12743.2248,6721.1605,1566867.024,210870.9272,230021.4627,26951.8508,8388.5759,22473.2808,5506.8555,45686.952,9156.3384,9806.9555,43526.0305,20866.3807,14004.0618,33059.4221,13237.812
"C0092",8125.949,23110.315,153662.275,74625.191,9003.394,4685.078,6290.983,37700.065,6613.861,47190.062,13252.675,10593.947,119557.781,12870.11,25726.234,11978.833,4049.244,11335.521,11025.575,13232.767,5899.598,7776.348,10153.429,24644.347,23067.332,59750.639,9255.485,102143.533,21832.819,1204.548,88027.958,23385.918,33242.477,21523.141,94286.039,8588.064,20023.835,10277.497,12891.798,11907.444,20229.423,65315.487,12017.346,20854.595,7549.912,14539.257,81344.623,14123.513,7046.322,12558.447,33129.702,14638.542,171115.819,33705.053,6769.953,69403.103,7133.538,3585.441,12362.021,5960.017,4010.132,14963.027,5094.979,32712.787,3465985.855,753353.59,84814.311,55515.491,44143.47,874515.336,11025.947,904527.426,7770.525,471633.091,257301.875,27056.554,18180.786,6947.382,25897.976,120756.573,19167.001,16027.697,15234.719,10955.724,45122.393,9024.349,96030.131,40318.383,923885.536,16986.85,28073.636,59542.994,20632.373,22351.814,246603.522,14367.257,16919.05,21130.21,9527.537,1817784.036,206073.04,205691.966,19935.223,12637.636,30836.564,9170.995,85446.651,8323.506,12975.306,45829.489,9566.098,27726.772,20268.166,27331.039
"C0093",12446.4,27994.85,162363.82,70127.591,6472.93,5272.33,4510.759,27612.402,6849.223,56731.209,12751.77,6999.12,318753.088,19494.682,131067.786,10361.824,3393.146,13645.89,16531.425,12167.067,7233.418,3819.359,9032.949,15959.456,19660.755,44838.002,2865.688,83308.739,40623.261,5029.689,91264.375,19295.2,34234.318,17193.557,62795.959,9176.977,9909.597,8014.5,11467.048,8084.923,23809.841,67077.865,18801.064,1697.486,4085.742,134583.068,18777.282,15128.525,5836.785,6123.893,24677.97,7444.894,222852.835,35533.904,9605.437,63544.927,2209.171,4758.253,30439.015,25680.911,6604.724,12486.9,6411.181,16609.859,2377008.225,106824.029,42018.098,25308.981,24503.884,475817.172,8749.309,764456.694,3365.48,442124.219,145392.034,30596.149,10616.845,6894.542,15033.085,81828.503,18961.66,11616.71,13952.67,27625.449,25823.903,9010.17,39877.676,42183.512,223129.181,8890.347,18656.941,39731.917,19160.084,7182.771,155064.523,12842.934,5022.482,7530.355,4283.552,800235.122,223633.246,92727.707,10569.502,11581.889,12673.751,9717.616,17085.838,10326.014,8219.671,43273.169,13420.308,8049.379,8804.265,584.252
"K0094",7823.857,21930.749,153679.238,51572.896,6040.783,3177.547,4555.482,16255.924,6373.448,50062.256,13611.942,8576.957,125054.215,12495.038,20555.257,15089.786,16491.169,11656.227,11676.487,5458.178,3642.689,3705.913,4437.648,13850.201,14112.517,26914.146,5501.66,59922.067,53280.535,4763.626,93773.444,32662.613,30974.918,27162.301,113352.08,7464.891,10766.299,11303.731,9251.682,9816.031,22522.752,20758.966,11421.946,12772.37,7564.888,10279.953,22408.132,11823.789,12882.328,11039.402,315965.317,7999.822,174288.053,22944.668,5826.854,140502.578,5818.381,17493.551,28859.362,6557.645,5060.031,16913.011,7333.812,24657.189,2678768.488,562255.16,98152.913,58608.335,50728.745,1678884.775,7728.876,713976.951,5948.347,504329.365,302259.679,41507.373,12865.296,25963.205,29236.206,96111.994,20066.535,13629.293,14220.42,13383.034,56340.041,4823.612,109321.284,19719.673,751721.512,15254.504,21548.648,46868.445,19461.583,22119.309,193496.035,12952.084,14676.682,20504.948,14533.682,2446501.241,198123.432,274375.738,34868.488,8944.512,36791.795,6903.433,87429.397,17841.777,15881.549,41211.571,36170.076,31100.446,48847.82,34495.971
"K0095",10138.446,30461.978,98623.188,61978.624,12321.277,3620.708,5861.883,17017.835,7218.01,42006.921,13306.172,12253.336,174651.034,10252.944,942808.332,16054.222,49986.057,14012.237,18301.135,10635.711,5656.69,9304.251,10649.584,30063.912,22503.712,46130.858,3611.988,69703.59,112097.128,21095.353,71742.025,30702.03,30398.977,52830.515,142453.7,6520.973,25611.185,17768.104,10269.887,11166.757,27163.889,15711.573,15064.938,5982.33,15013.055,46018.567,57073.781,9534.02,22275.731,12012.706,71134.799,15700.157,239097.943,37847.186,10731.167,120610.744,3490.984,5356.324,33906.117,25937.939,15925.836,17490.374,6113.518,20292.15,2554993.046,275893.354,125250.928,73653.615,31493.08,4207696.079,4864.302,761659.646,8626.663,389456.258,392393.832,36829.824,12480.798,24461.096,30402.368,101390.273,19916.064,13834.181,15854.484,15281.252,75145.931,9074.488,109896.159,11272.912,873473.483,19681.662,37731.547,50707.32,19344.149,39908.403,148178.797,13640.663,13294.567,20787.878,20731.364,5952866.848,232700.558,265089.804,31268.255,8326.051,39198.344,4889.24,96896.033,14569.764,18700.269,40479.808,38839.857,92536.987,103451.546,46306.216
"K0096",8067.294,19795.968,119671.052,58580.751,15825.103,5950.443,5354.341,29150.278,7357.462,61458.454,15829.76,20673.224,134273.62,14755.551,301543.078,13927.716,21578.403,13881.618,28675.887,10086.494,4643.382,5661.302,6966.865,31210.861,18555.211,41123.418,10013.431,88020.175,52857.104,7730.557,75484.765,25298.177,31396.32,33459.882,58950.415,8218.358,13646.59,12570.602,10805.158,9493.768,22024.678,54800.722,10782.116,16751.784,15462.036,70921.505,39942.651,10081.748,13248.77,9560.565,274288.18,17093.168,140339.051,35796.291,8320.728,83107.674,7591.658,2656.545,3066.385,22401.623,6435.202,6571.35,2483.216,30064.147,3354859.936,481468.928,64251.578,37313.573,31477.959,2233801.972,11140.553,900639.3,3292.24,432678.644,203266.142,26446.432,15242.751,5705.044,20634.453,111698.618,18572.509,15451.775,14613.147,10298.042,37331.732,23956.261,59683.961,33574.929,1023519.956,9894.24,24835.983,55698.727,20914.129,24132.109,242905.596,16027.68,12696.054,35983.574,21392.922,4121118.041,191348.134,231168.565,23186.381,13203.048,19897.638,9387.467,72646.345,5410.4,11119.412,36570.549,23175.751,72953.247,95958.306,21151.084
"K0097",10546.382,27614.572,153188.488,59375.83,15060.542,5375.256,3770.178,35744.856,7236.359,59565.118,14437.743,35519.672,180842.356,13900.268,50739.31,20120.558,10695.825,14761.968,33531.642,9953.296,5608.485,7278.391,7844.287,55195.403,20589.7,48513.784,4927.855,100609.755,50328.871,6091.128,105257.332,34457.22,32468.894,24496.632,105296.742,8397.002,8380.851,8720.035,10657.651,10080.644,18982.411,86183.929,12980.578,13187.903,7055.775,166346.903,22957.13,7585.068,9538.864,11459.153,524968.048,25189.103,197196.667,23825.308,8111.401,123616.39,3642.595,11720.904,17645.72,10179.667,6006.822,12961.42,4622.336,28204.792,3294297.391,345374.354,100791.124,58469.667,39434.684,1824695.15,7673.024,818367.794,9151.307,548626.96,297098.466,34269.782,15898.561,24463.386,26147.88,123829.08,20100.499,14029.782,14926.577,13765.776,55337.223,16337.562,88362.95,24964.615,720364.101,15061.791,34754.198,63004.824,20290.177,25783.197,216320.352,14022.529,12634.102,14887.779,13421.903,2075509.674,236090.998,237371.846,27259.648,9597.389,27468.366,6116.712,79981.037,11326.539,15235.1,46636.694,30248.937,28981.528,56309.401,31099.085
"C0098",11597.2601,29016.8321,176202.5406,68724.8031,23019.8042,4634.147,4217.406,22050.0667,6863.757,51748.2096,15744.8077,74717.9507,213617.068,15938.3875,242008.8615,15705.2981,18606.6284,15325.733,49638.0116,10575.2973,7049.0378,4288.6197,10847.2531,89425.6472,24492.4431,49306.2047,8076.2733,72058.9336,75264.2975,8466.8579,125729.7325,23239.7522,31848.2277,37264.3927,75567.1339,8804.01,8207.2831,15139.9077,13042.3726,15760.0266,22815.0834,25711.816,16116.0904,8335.4452,23372.7715,66603.271,39763.5742,13621.9355,15941.2101,8925.2016,419272.5569,39733.8771,231329.8113,67007.798,12935.6861,44279.9838,4239.4402,6735.3601,23795.3928,39951.9399,20062.3936,16377.266,5968.6601,16042.3787,229805.9938,126838.0041,78454.3177,29212.1707,55741.133,2409575.273,3755.7689,672455.628,63182.1246,789653.4543,260778.3966,38777.5607,464.636,15870.4853,11950.893,10504.2842,18029.8822,750.8784,11915.3645,13316.9295,46152.6663,22921.131,40855.5363,11696.2336,638254.8981,10844.9868,3367.6549,5629.6235,19681.9239,14334.6726,12696.3778,11638.5922,5687.0587,28208.4896,16579.7194,2743921.987,1991174.684,106423.4427,11364.1783,6997.2576,14816.2535,5110.2155,29874.4893,16884.5054,14206.2943,59245.2415,22016.2838,55384.6329,34325.5941,14449.1792
"K0099",13702.7601,34489.8651,164021.7679,84380.0692,21343.4521,3016.5403,8442.6314,26271.4751,8079.5002,74766.448,17243.5972,27258.0699,404248.1343,18036.4247,115902.4371,14420.8577,3607.3477,15971.7111,33855.5324,12075.1297,6131.7121,5777.899,9262.3016,60035.1469,24680.5353,38408.6768,13525.598,77839.425,110388.969,30144.1565,66040.1828,34150.2885,30124.2815,37632.4871,91790.5347,6391.1871,11263.5924,14807.894,10806.2861,11913.5116,29277.5423,20995.1387,20390.8899,16040.7297,23779.6233,254475.1448,18218.802,11537.1774,11479.4996,10143.726,49916.5788,28345.3563,283006.8685,39447.0147,9898.4967,69029.8559,10963.8825,3615.0804,6267.6204,35825.2129,12923.6801,12338.1529,9269.2013,20922.4939,142359.0915,231339.3807,70229.085,21945.4736,27837.3701,1293629.923,10527.5566,740714.8569,6422.4545,313679.6482,213211.2021,15800.9549,129.9817,32662.7193,14357.8623,2653.016,17946.8148,516.9578,12574.5058,10665.7933,43357.3416,27359.803,74931.1119,25625.1347,1007059.381,9730.014,334.9112,1142.6719,16962.7745,10196.7071,7805.1801,11383.0857,7445.1131,18893.9255,14521.7179,2137662.859,1029690.479,149366.6457,12872.526,12679.7476,25216.172,11771.9683,34294.4351,12661.7187,12435.3606,35396.1657,30118.7933,34552.3752,47993.3419,6502.9603
