"","Acidaminococcus_intestini","Akkermansia_muciniphila","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_putredinis","Alistipes_shahii","Allisonella_histaminiformans","Alloprevotella_rava","Anaerosporobacter_mobilis","Anaerostipes_hadrus","Bacteroides_acidifaciens","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_coprocola","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_galacturonicus","Bacteroides_massiliensis","Bacteroides_ovatus","Bacteroides_pectinophilus","Bacteroides_plebeius","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bilophila_wadsworthia","Blautia_faecis","Blautia_hydrogenotrophica","Blautia_luti","Blautia_stercoris","Blautia_wexlerae","Bulleidia_extructa","Butyricicoccus_pullicaecorum","Butyricimonas_virosa","Catenibacterium_mitsuokai","Clostridium_bartlettii","Clostridium_clostridioforme","Clostridium_hathewayi","Clostridium_hylemonae","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_methylpentosum","Clostridium_nexile","Clostridium_ramosum","Clostridium_ruminantium","Clostridium_spiroforme","Clostridium_sporosphaeroides","Clostridium_symbiosum","Clostridium_thermocellum","Collinsella_aerofaciens","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Desulfovibrio_piger","Dialister_invisus","Dialister_succinatiphilus","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Escherichia/Shigella_coli","Eubacterium_biforme","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_ruminantium","Eubacterium_siraeum","Eubacterium_ventriosum","Faecalibacterium_prausnitzii","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Gemmiger_formicilis","Haemophilus_parainfluenzae","Holdemania_filiformis","Howardella_ureilytica","Intestinimonas_butyriciproducens","Lactobacillus_ruminis","Megamonas_funiformis","Megasphaera_elsdenii","Megasphaera_micronuciformis","Methanobrevibacter_smithii","Methanosphaera_stadtmanae","Mitsuokella_jalaludinii","Mitsuokella_multacida","Odoribacter_splanchnicus","Oscillibacter_valericigenes","Oscillospira_guilliermondii","Oxalobacter_formigenes","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_johnsonii","Parabacteroides_merdae","Paraprevotella_clara","Parasutterella_excrementihominis","Peptococcus_niger","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Prevotella_copri","Prevotella_oris","Prevotella_stercorea","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Slackia_isoflavoniconvertens","Streptococcus_anginosus","Streptococcus_thermophilus","Subdoligranulum_variabile","Succinivibrio_dextrinosolvens","Sutterella_wadsworthensis","Turicibacter_sanguinis","Varibaculum_cambriense","Veillonella_dispar","Abiotrophia_defectiva","Actinomyces_graevenitzii","Actinomyces_lingnae","Actinomyces_odontolyticus","Aggregatibacter_aphrophilus","Aggregatibacter_segnis","Alistipes_senegalensis","Alkaliphilus_crotonatoxidans","Alloprevotella_tannerae","Anaeroglobus_geminatus","Anaerorhabdus_furcosa","Atopobium_parvulum","Bacteroides_clarus","Bacteroides_intestinalis","Bacteroides_nordii","Bacteroides_salyersiae","Bifidobacterium_animalis","Blautia_glucerasea","Blautia_hansenii","Blautia_schinkii","Butyrivibrio_hungatei","Campylobacter_concisus","Campylobacter_gracilis","Campylobacter_showae","Capnocytophaga_gingivalis","Capnocytophaga_granulosa","Capnocytophaga_leadbetteri","Capnocytophaga_sputigena","Cardiobacterium_hominis","Cardiobacterium_valvarum","Catonella_morbi","Citrobacter_freundii","Cloacibacillus_porcorum","Clostridium_aldenense","Clostridium_colinum","Clostridium_disporicum","Clostridium_glycyrrhizinilyticum","Clostridium_intestinale","Clostridium_leptum","Clostridium_paraputrificum","Clostridium_perfringens","Clostridium_saccharogumia","Clostridium_scindens","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Corynebacterium_durum","Corynebacterium_matruchotii","Denitrobacterium_detoxificans","Dialister_pneumosintes","Eikenella_corrodens","Enterococcus_durans","Enterococcus_faecalis","Escherichia/Shigella_flexneri","Eubacterium_brachy","Eubacterium_saphenum","Eubacterium_sulci","Eubacterium_yurii","Fretibacterium_fastidiosum","Fusobacterium_nucleatum","Fusobacterium_periodonticum","Gemella_haemolysans","Gordonibacter_pamelaeae","Granulicatella_elegans","Haemophilus_influenzae","Haemophilus_parahaemolyticus","Johnsonella_ignava","Kingella_oralis","Klebsiella_oxytoca","Lachnoanaerobaculum_umeaense","Lactobacillus_casei","Lactobacillus_delbrueckii","Lactobacillus_fermentum","Lactobacillus_plantarum","Lactococcus_garvieae","Lactococcus_lactis","Lautropia_mirabilis","Leptotrichia_buccalis","Leptotrichia_goodfellowii","Leptotrichia_hofstadii","Leptotrichia_hongkongensis","Leptotrichia_shahii","Leptotrichia_trevisanii","Leptotrichia_wadei","Listeria_monocytogenes","Mobiluncus_mulieris","Moryella_indoligenes","Mycoplasma_salivarium","Neisseria_bacilliformis","Neisseria_elongata","Neisseria_flavescens","Neisseria_oralis","Oribacterium_sinus","Paraprevotella_xylaniphila","Parvimonas_micra","Pediococcus_pentosaceus","Peptoniphilus_asaccharolyticus","Peptostreptococcus_stomatis","Planobacterium_taklimakanense","Porphyromonas_catoniae","Porphyromonas_endodontalis","Porphyromonas_gingivalis","Prevotella_aurantiaca","Prevotella_denticola","Prevotella_histicola","Prevotella_intermedia","Prevotella_loescheii","Prevotella_melaninogenica","Prevotella_micans","Prevotella_multiformis","Prevotella_nanceiensis","Prevotella_nigrescens","Prevotella_pallens","Prevotella_pleuritidis","Prevotella_saccharolytica","Prevotella_salivae","Prevotella_shahii","Prevotella_veroralis","Pseudomonas_aeruginosa","Rothia_aeria","Rothia_dentocariosa","Rothia_mucilaginosa","Scardovia_wiggsiae","Selenomonas_bovis","Selenomonas_infelix","Selenomonas_sputigena","Simonsiella_muelleri","Solobacterium_moorei","Sporobacter_termitidis","Stomatobaculum_longum","Streptobacillus_moniliformis","Streptococcus_sanguinis","Sutterella_stercoricanis","Tannerella_forsythia","Treponema_amylovorum","Treponema_denticola","Treponema_lecithinolyticum","Treponema_maltophilum","Treponema_medium","Treponema_refringens","Treponema_socranskii","Treponema_succinifaciens","Treponema_vincentii","Veillonella_parvula","Victivallis_vadensis","Weissella_viridescens"
"2172",0,0,0,0,0,0,0,672,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,57,0,0,472,70,0,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,84,0,498,0,1046,0,0,102,84,0,0,624,291,0,0,960,183,0,0,2794,104,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,129,14249,0,798,0,0,0,0,241,0,0,38,0,0,0,246,0,0,0,0,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173",0,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,0,0,237,0,0,857,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,161,0,0,0,1377,86,1756,0,0,231,977,0,0,0,0,0,0,1200,86,35,0,3043,0,0,390,0,0,0,97,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,733,0,0,0,0,0,0,910,0,0,0,0,0,250,132,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174",0,0,0,0,0,47,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,1055,0,0,0,0,0,623,40,0,0,0,0,0,0,0,0,0,0,93,0,0,0,68,168,0,0,0,1384,140,1795,0,0,0,520,0,0,0,704,0,0,643,310,0,0,2172,105,0,577,0,0,0,110,0,0,0,0,0,0,104,0,0,0,99,0,0,0,0,41,0,0,0,0,89,3481,0,201,0,0,0,0,508,0,0,0,0,0,339,243,53,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2175",0,0,0,0,0,0,0,393,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,30,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,0,505,0,0,42,172,0,76,114,0,0,0,1214,481,0,0,3004,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6372,0,422,0,0,0,0,159,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176",0,0,0,0,0,0,0,706,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,276,0,155,0,0,21,0,0,0,201,0,0,0,1159,0,0,0,1835,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,28631,0,2577,0,0,0,241,0,0,0,0,0,0,0,90,0,0,0,0,0,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2177",0,0,0,0,0,0,0,0,0,0,272,0,533,0,0,0,0,13176,114,0,927,0,0,0,0,1212,1157,0,0,50,0,0,0,288,0,0,0,0,0,0,0,0,0,0,538,0,66,0,0,218,82,0,0,0,282,0,0,0,116,0,0,424,0,0,0,10,94,0,0,195,0,0,149,0,0,4353,0,0,0,0,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,195,0,0,0,0,139,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20554,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,367,0,162,0,0,0,0,0,0,0,0,215,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,71,0,0,144,0,0,2618,0,0,0,0,657,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,295,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14283,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,203,0,0,0,0,0,0,0,0,0,170,380,0,22,0,0,193,106,0,0,0,133,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,192,0,0,2243,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,672,205,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,83,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18975,195,0,0,0,0,0,0,0,0,0,0,26,0,0,0,177,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,143,0,0,0,0,52,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,135,0,0,1721,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,190,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2195",0,0,0,0,480,0,0,0,0,147,0,279,93,0,177,0,0,288,0,0,167,0,1798,0,0,1473,246,0,0,0,0,0,0,251,0,0,0,0,0,0,216,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,330,0,0,0,474,0,564,0,0,153,178,0,0,0,0,0,0,6520,0,0,90,5748,0,0,486,0,0,0,66,0,0,0,0,0,0,0,0,0,0,172,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,273,270,1119,0,0,0,0,277,674,275,0,113,1487,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196",0,0,0,0,0,0,0,0,0,444,0,0,0,0,53,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,968,0,0,0,0,0,0,0,0,0,278,0,0,0,0,205,441,717,0,0,0,320,184,856,0,0,211,472,0,0,0,170,0,0,6833,0,0,0,5046,0,0,764,0,0,0,174,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942,0,0,0,0,0,632,552,0,0,653,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197",0,0,0,0,163,0,0,0,0,539,0,195,133,0,0,0,0,0,0,0,274,0,1109,0,0,928,274,0,0,0,0,0,0,233,0,0,0,0,0,0,0,1939,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,128,503,0,0,0,319,172,1078,0,0,374,264,0,410,0,439,0,0,746,0,0,0,5358,21,187,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,0,0,0,0,129,645,272,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198",0,0,0,0,151,0,0,0,0,252,0,152,0,0,221,0,0,0,0,0,0,0,731,0,0,425,0,0,0,0,0,524,0,263,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,132,326,0,0,0,0,121,458,0,0,70,228,0,411,0,343,0,0,2503,0,0,0,3459,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,621,199,0,0,289,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
